fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-07-31,USD,105263000,36780000,None,-19805000,25102000,28791000,57763000,-9906000,24232000,117485000,-15328000,-53790000,None,0,0,None,None,None,None,None,None,None,-51886000,None,None,None,117485000,URBN
2024-04-30,USD,58551000,2983000,None,36663000,88872000,27761000,41091000,21512000,29818000,61765000,-45809000,-15311000,None,0,0,None,None,None,None,None,None,None,475000,None,None,None,61765000,URBN
2024-01-31,USD,229172000,318939000,None,-64550000,-206367000,27201000,48588000,-10941000,-174001000,47751000,-257950000,-1366000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,47751000,URBN
2023-10-31,USD,68992000,10775000,None,84162000,164289000,27815000,72520000,-927000,138515000,83014000,-85656000,-1452000,0,0,0,None,None,None,None,None,0,None,0,None,None,None,83014000,URBN
2023-07-31,USD,174970000,23686000,None,32316000,-18607000,894000,45613000,-26870000,-4948000,104092000,-120493000,-996000,0,0,0,None,None,None,None,None,0,None,0,None,None,None,104092000,URBN
2023-04-30,USD,36277000,1115000,None,22257000,71724000,278000,32904000,35030000,1649000,52817000,-57549000,-8318000,0,0,0,None,None,None,None,None,0,None,0,None,-29590000,None,52817000,URBN
2023-01-31,USD,148899000,313862000,None,-108898000,-200088000,98420000,56068000,-12132000,-162514000,31462000,-97311000,-80000,0,0,0,None,None,None,None,None,0,None,0,None,51508000,None,31462000,URBN
2022-10-31,USD,25493000,11984000,None,22217000,55442000,1037000,37793000,-15372000,50708000,37231000,29611000,-12000,0,0,0,None,None,None,None,None,0,None,0,None,55092000,None,37231000,URBN
2022-07-31,USD,47894000,20056000,None,52272000,83759000,1225000,31929000,498000,69581000,59473000,22072000,-49620000,0,49964000,49964000,None,None,None,None,None,0,None,-49588000,None,20346000,None,59473000,URBN
2022-04-30,USD,-79557000,1476000,None,-15184000,121533000,1657000,73723000,34109000,64511000,31533000,13617000,-68688000,0,62052000,62052000,None,None,None,None,None,0,None,-62052000,None,-134628000,None,31533000,URBN
2022-01-31,USD,137040000,333462000,None,-36411000,-106490000,109356000,103421000,-50416000,-56196000,40952000,-124286000,-40508000,0,40877000,40877000,None,None,None,None,None,0,None,-40402000,None,-29779000,-2025000,40952000,URBN
2021-10-31,USD,27086000,38980000,None,99665000,179442000,1804000,53384000,20038000,145045000,88855000,-240409000,-15010000,0,0,0,None,None,None,None,None,0,None,-14888000,None,95955000,-124000,88855000,URBN
2021-07-31,USD,158087000,41672000,None,18144000,9104000,1398000,63035000,9109000,5622000,127262000,-59339000,1598000,0,0,0,None,None,None,None,None,0,None,1742000,None,134660000,218000,127262000,URBN
2021-04-30,USD,37106000,1095000,None,43442000,84022000,1338000,42589000,-4760000,87427000,53547000,-63630000,-6345000,0,0,0,None,None,None,None,None,0,None,1073000,None,-31388000,1481000,53547000,URBN
2021-01-31,USD,71145000,261562000,None,-82713000,-109647000,109562000,70089000,2360000,-101843000,28574000,-303801000,421000,0,0,0,None,None,None,None,None,0,None,495000,None,-229310000,2925000,28574000,URBN
2020-10-31,USD,99453000,262000,None,141422000,137472000,201000,17050000,26775000,137464000,76704000,-16103000,-120060000,-120000000,0,0,None,None,None,None,None,0,None,0,None,-37523000,-1205000,76704000,URBN
2020-07-31,USD,174868000,4945000,None,123267000,29591000,208000,28585000,4206000,13757000,34400000,-4219000,-100022000,-100000000,0,0,None,None,None,None,None,0,None,0,None,40785000,3493000,34400000,URBN
2020-04-30,USD,-59652000,6342000,None,-29071000,-53335000,409000,43518000,-32118000,-71759000,-138442000,222223000,209244000,None,7036000,7036000,None,None,None,None,None,220000000,None,-7036000,None,366901000,-4914000,-138442000,URBN
2020-01-31,USD,152491000,94379000,None,-77873000,-154799000,114880000,46312000,-11725000,-122154000,19539000,-98331000,-26000,None,0,0,None,None,None,None,None,0,None,0,None,54769000,635000,19539000,URBN
2019-10-31,USD,60149000,93489000,None,84525000,107981000,156000,54656000,4518000,89356000,55652000,-56666000,-145000,None,0,0,None,None,None,None,None,0,None,0,None,60998000,1714000,55652000,URBN
2019-07-31,USD,35360000,179189000,None,928000,51102000,152000,78749000,7029000,33348000,60320000,-15297000,-146225000,None,146179000,146179000,None,None,None,None,None,0,None,-146179000,None,-129181000,-3019000,60320000,URBN
2019-04-30,USD,25893000,3030000,None,15081000,58950000,119000,37716000,8003000,38551000,32585000,-15851000,-75651000,None,71242000,71242000,None,None,None,None,None,0,None,-70268000,None,-67061000,-1452000,32585000,URBN
2019-01-31,USD,176441000,28757000,None,-62602000,-119878000,116507000,24945000,-10652000,-82873000,86414000,-85540000,-63943000,None,63885000,63885000,None,None,None,None,None,0,None,-63885000,None,29239000,2281000,86414000,URBN
2018-10-31,USD,51381000,33756000,None,24886000,85892000,328000,34337000,468000,77762000,77520000,-64522000,-61177000,None,0,0,None,None,None,None,None,0,None,-56914000,None,-76706000,-2388000,77520000,URBN
2018-07-31,USD,164687000,37284000,None,24706000,-13885000,517000,31008000,2002000,-27572000,92809000,-74965000,6870000,None,0,0,None,None,None,None,None,0,None,7747000,None,92014000,-4578000,92809000,URBN
2018-04-30,USD,54115000,2414000,None,47022000,64974000,634000,24634000,12194000,54379000,41260000,-19471000,226000,None,0,0,None,None,None,None,None,0,None,5273000,None,31493000,-3377000,41260000,URBN
2018-01-31,USD,133411000,22955000,None,-37895000,-112589000,126342000,20475000,-1823000,-100614000,1318000,-93041000,-2000,None,0,0,None,None,None,None,None,0,None,0,None,47494000,7126000,1318000,URBN
2017-10-31,USD,46346000,18056000,None,55783000,87510000,538000,20334000,2784000,84783000,45092000,-21498000,-67571000,None,66533000,66533000,None,None,None,None,None,0,None,-66533000,None,-42033000,690000,45092000,URBN
2017-07-31,USD,110272000,33568000,None,14174000,-4817000,725000,19463000,-8525000,4110000,49915000,2069000,-90511000,None,0,0,None,None,None,None,None,0,None,0,None,24275000,2445000,49915000,URBN
2017-04-30,USD,13030000,6423000,None,13454000,47317000,803000,23541000,29308000,20365000,11938000,-8910000,-1142000,None,0,0,None,None,None,None,None,0,None,0,None,4344000,1366000,11938000,URBN
