fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,-3701486,3700240,None,1651325,-935201,0,0,None,None,-7222752,30000,0,None,None,None,None,None,None,None,0,None,None,0,None,None,None,-7222752,GLYC
2024-09-30,USD,-7996592,196314,None,152182,-217296,8131,0,None,None,-9824333,0,0,None,None,None,None,None,None,None,0,None,None,0,None,None,None,-9824333,GLYC
2024-06-30,USD,-8891171,196314,None,-755833,-514480,12423,2533,None,None,-10095406,-2533,500,None,None,None,None,None,None,None,0,None,None,500,None,None,None,-10095406,GLYC
2024-03-31,USD,-10508829,196314,None,-1430298,-11971,14620,7439,None,None,-10736667,-7439,4898,None,None,None,None,None,None,None,0,None,None,4898,None,None,None,-10736667,GLYC
2023-12-31,USD,-7635094,172438,None,452410,-604542,23297,801,None,None,-9078640,-801,999,None,None,None,None,None,None,None,0,None,None,999,None,None,None,-9078640,GLYC
2023-09-30,USD,-8683193,285122,None,-110497,270684,42747,7866,None,None,-9202518,-7866,61616,None,None,None,None,None,None,None,0,None,None,61616,None,None,None,-9202518,GLYC
2023-06-30,USD,-6974854,280518,None,-336715,-752427,43419,10530,None,None,-8258912,-10530,20114,None,None,None,None,None,None,None,0,None,None,20114,None,None,None,-8258912,GLYC
2023-03-31,USD,-11606859,279692,None,-1873723,240103,262958,2197,None,None,-10359350,-2197,28740779,None,None,None,None,None,None,None,28707011,None,None,28740779,None,None,None,-10359350,GLYC
2022-12-31,USD,-7911569,279692,None,1298437,620669,259566,1,None,None,-10244355,-1,None,None,None,None,None,None,None,None,0,None,None,0,None,None,None,-10244355,GLYC
2022-09-30,USD,-8617113,278168,None,-1217850,1204177,47347,2483,None,None,-8523839,-2483,None,None,None,None,None,None,None,None,0,None,None,0,None,None,None,-8523839,GLYC
2022-06-30,USD,-16230663,273676,None,-3871589,71848,54773,41186,None,None,-13267567,-41186,None,None,None,None,None,None,None,None,0,None,None,0,None,None,None,-13267567,GLYC
2022-03-31,USD,-13698143,272870,None,930216,413588,258122,40521,None,None,-14653041,-40521,None,None,None,None,None,None,None,None,0,None,None,0,None,-13738664,None,-14653041,GLYC
2021-12-31,USD,-12806565,1076664401,None,1873058,-1675587,810682,2447,None,None,-17421796,-2447,1139618,None,None,None,None,None,None,None,1139618,None,None,1139618,None,-11679864,None,-17421796,GLYC
2021-09-30,USD,-16946266,271383,None,-614533,748524,67385,4334,None,None,-17332321,-4334,20790,None,None,None,None,None,None,None,0,None,None,20790,None,-17540944,None,-17332321,GLYC
2021-06-30,USD,-13611428,267001,None,-618589,222624,67485,5102,None,None,-14399261,-5102,0,None,None,None,None,None,None,None,0,None,None,0,None,-14603998,None,-14399261,GLYC
2021-03-31,USD,-14125271,266215,None,-1611102,-85,68088,3060,None,None,-14274059,-3060,9563938,None,None,None,None,None,None,None,9559699,None,None,9563938,None,-4564393,None,-14274059,GLYC
2020-12-31,USD,-9686033,266215,None,2596311,-1534465,68355,38175,None,None,-15562735,-38175,3888878,None,None,None,None,None,None,None,3705164,None,None,3888878,None,-5835330,None,-15562735,GLYC
2020-09-30,USD,-11503846,264764,None,89000,-740612,66527,15813,None,None,-13722535,-15813,4545416,None,None,None,None,None,None,None,4545416,None,None,4545416,None,-13925534,None,-13722535,GLYC
2020-06-30,USD,-14551913,260489,None,-940885,1454724,67681,6383,None,None,-14079029,-6383,9579748,None,None,None,None,None,None,None,0,None,None,9579748,None,-14298538,None,-14079029,GLYC
2020-03-31,USD,-3500139,259722,None,-361056,-2267641,68191,8136,None,None,-7662604,-8136,129972,None,None,None,None,None,None,None,0,None,None,129972,None,-3378303,None,-7662604,GLYC
2019-12-31,USD,-12792816,173195,None,494036,416343,67843,12357,None,None,-14726317,-12357,119822,None,None,None,None,None,None,None,0,None,None,119822,None,-12685351,None,-14726317,GLYC
2019-09-30,USD,-13448826,259014,None,-219162,1608370,70783,18266,None,None,-13251882,-18266,186770,None,None,None,None,None,None,None,0,None,None,186770,None,-14293341,None,-13251882,GLYC
2019-06-30,USD,-11394812,255493,None,2340570,-527350,71191,74767,None,None,-15829815,-74767,75767,None,None,None,None,None,None,None,0,None,None,75767,None,-3223092,None,-15829815,GLYC
2019-03-31,USD,-14347685,253387,None,-1133377,561897,70441,39538,None,None,-14083897,-39538,30554,None,None,None,None,None,None,None,0,None,None,30554,None,-14356669,None,-14083897,GLYC
2018-12-31,USD,-9980000,None,None,2322796,-253662,68329,57004,None,None,-13906915,-57004,125965,None,None,None,None,None,None,None,0,None,None,125965,None,-9911039,None,-13906915,GLYC
2018-09-30,USD,-10084304,None,None,-609127,-878330,68477,26560,None,None,-11575111,-26560,504774,None,None,None,None,None,None,None,0,None,None,504774,None,-11506634,None,-11575111,GLYC
2018-06-30,USD,-13058002,None,None,-1465194,6231,69560,25436,None,None,-11278763,-25436,-113923,None,None,None,None,None,None,None,-208920,None,None,-111587,None,-11209203,None,-11278763,GLYC
2018-03-31,USD,-10208824,None,None,319159,182401,68757,16618,None,None,-11512844,-16618,128932789,None,None,None,None,None,None,None,128634000,None,None,128932789,None,118707347,None,-11512844,GLYC
2017-12-31,USD,-8368874,None,None,1594915,2279137,69565,34247,None,None,-9257858,-34247,19455325,None,None,None,None,None,None,None,19302976,None,None,19455325,None,11052204,None,-9257858,GLYC
2017-09-30,USD,-6229878,None,None,1213533,513592,70060,32687,None,None,-7950101,-32687,-12829,None,None,None,None,None,None,None,-136294,None,None,-12829,None,-6275394,None,-7950101,GLYC
2017-06-30,USD,-6107994,None,None,789680,-194908,69574,164204,None,None,-8141796,-164204,90829548,None,None,None,None,None,None,None,90737464,None,None,90829548,None,84557350,None,-8141796,GLYC
2017-03-31,USD,-9061615,None,None,-1811451,218560,54339,62969,None,None,-7931313,-62969,3673521,None,None,None,None,None,None,None,3668043,None,None,3673521,None,-5451063,None,-7931313,GLYC
2016-12-31,USD,-5954617,None,None,936550,-656573,50791,438567,None,None,-8328597,-438567,1152275,None,None,None,None,None,None,None,1148170,None,None,23606060,None,-5240909,None,-8328597,GLYC
2016-09-30,USD,-7472003,None,None,-590783,-209303,45808,225385,None,None,-7854693,-225385,-105252,None,None,None,None,None,None,None,-135777,None,None,-22559037,None,-7802640,None,-7854693,GLYC
2016-06-30,USD,2161231,None,None,365463,713334,46707,22980,None,None,-8071570,-22980,21353015,None,None,None,None,None,None,None,21350943,None,None,21353015,None,14255080,None,-8071570,GLYC
2016-03-31,USD,-8279782,None,None,-2214434,241555,47234,17270,None,None,-7554978,-17270,1274510,None,None,None,None,None,None,None,1238619,None,None,1274510,None,-7972450,None,-7554978,GLYC
2015-12-31,USD,-5575547,None,None,896680,-423059,49067,3227,None,None,35375,-3227,3424,None,None,None,None,None,None,None,0,None,None,3424,None,-6957279,None,-8881703,GLYC
2015-09-30,USD,-7116189,None,None,102517,-19847147,51882,58392,None,None,-7168071,-58392,20160,None,None,None,None,None,None,None,0,None,None,20160,None,13525682,None,-7168071,GLYC
2015-06-30,USD,10435695,None,None,2722068,19759254,46290,204636,None,None,10389405,-204636,15160,None,None,None,None,None,None,None,0,None,None,15160,None,-6332737,None,10389405,GLYC
2015-03-31,USD,-17410134,None,None,-2337819,-110122,44245,2339,None,None,-7109129,-2339,75377,None,None,None,None,None,None,None,0,None,None,75377,None,-8632029,None,-7109129,GLYC
2014-12-31,USD,-11612427,None,None,1764994,356175,44447,14865,None,None,-7393859,-14865,6164,None,None,None,None,None,None,None,0,None,None,0,None,-6163180,None,-7393860,GLYC
2014-09-30,USD,-6576788,None,None,1113031,-268418,40789,102001,None,None,-6617577,-102001,424,None,None,None,None,None,None,None,0,None,None,0,None,-4855139,None,-6617577,GLYC
2014-06-30,USD,8030573,None,None,951011,213408,38852,81817,None,None,7991721,-81817,119529,None,None,None,None,None,None,None,-8174,None,None,-8174,None,9251214,None,7991721,GLYC
2014-03-31,USD,-2587048,None,None,359389,-1854053,34620,13920,None,None,-5101850,-13920,57256393,None,None,None,None,None,None,None,57256393,None,None,57256393,None,54655425,None,-5101850,GLYC
