fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,26779000,115000,None,-1137000,-500000,4211000,5239000,11574000,-10372000,-23251000,-19896000,-4519000,None,0,0,None,None,None,None,-4519000,0,None,-4519000,None,None,None,-23251000,TNDM
2024-06-30,USD,-5275000,914000,None,5883000,15566000,4108000,6466000,6903000,8314000,-30814000,-3540000,-3002000,None,0,0,None,None,None,None,-3002000,0,None,-3002000,None,None,None,-30814000,TNDM
2024-03-31,USD,-7996000,269000,None,-2025000,-8582000,4043000,4457000,-9765000,-3157000,-42715000,-5056000,13586000,None,30000000,30000000,None,None,None,None,-1511000,306850000,None,-31511000,None,None,None,-42715000,TNDM
2023-12-31,USD,-7216000,12381000,None,14837000,22748000,4031000,5199000,5595000,13339000,-30002000,-16584000,2617000,None,None,None,None,None,None,None,2617000,None,None,2617000,None,None,None,-30002000,TNDM
2023-09-30,USD,55000,4800000,None,1851000,4156000,4023000,5400000,3681000,-3231000,-32961000,-48525000,-1911000,0,None,None,None,None,None,None,-1840000,None,0,-1840000,None,None,None,-32961000,TNDM
2023-06-30,USD,-6323000,4002000,None,11775000,24533000,4265000,7377000,9292000,16029000,-35775000,5698000,3948000,0,None,None,None,None,None,None,0,None,0,0,None,3323000,None,-35775000,TNDM
2023-03-31,USD,-18326000,2169000,None,2787000,2665000,3396000,8828000,-22845000,19916000,-123873000,-26329000,-541000,0,None,None,None,None,None,None,-541000,None,0,0,None,-45196000,None,-123873000,TNDM
2022-12-31,USD,5820000,9706000,None,1384000,10093000,3641000,5627000,3034000,5390000,-15853000,35777000,6100000,0,None,None,None,None,None,None,6100000,None,0,6100000,None,47697000,None,-15852000,TNDM
2022-09-30,USD,23943000,5656000,None,27897000,26647000,3508000,13710000,9718000,16710000,-48970000,-14163000,-774000,0,None,None,None,None,None,None,-369000,None,0,-369000,None,9006000,None,-48970000,TNDM
2022-06-30,USD,6901000,2492000,None,16961000,18732000,3553000,12117000,10807000,8389000,-15056000,6357000,8051000,0,None,None,None,None,None,None,8254000,None,0,8321000,None,21309000,None,-15056000,TNDM
2022-03-31,USD,13800000,3570000,None,13525000,-3925000,3628000,2643000,-15729000,11963000,-14715000,5197000,3500000,0,None,None,None,None,None,None,3484000,None,0,3500000,None,22497000,None,-14715000,TNDM
2021-12-31,USD,19635000,6713000,None,8395000,27177000,3520000,-3585000,24207000,3024000,10808000,-76818000,15886000,0,None,None,None,None,None,None,15887000,None,0,15886000,None,12738000,None,10808000,TNDM
2021-09-30,USD,34144000,2463000,None,4147000,7347000,3400000,3095000,7819000,-1035000,5794000,-39203000,18850000,0,None,None,None,None,None,None,18695000,None,0,18850000,None,6140000,None,5794000,TNDM
2021-06-30,USD,28895000,2400000,None,7214000,5543000,3440000,11146000,7343000,-119000,4008000,-64761000,13623000,0,None,None,None,None,None,None,13623000,None,0,13623000,None,4241000,None,4008000,TNDM
2021-03-31,USD,28685000,2497000,None,13408000,-3876000,3485000,3524000,-8389000,3084000,-5044000,-6094000,3573000,0,None,None,None,None,None,None,3135000,None,0,3573000,None,26164000,None,-5044000,TNDM
2020-12-31,USD,15237000,4992000,None,1360000,25575000,3427000,4096000,31017000,-6691000,17000000,-59626000,9204000,0,None,None,None,None,None,None,9189000,None,0,9204000,None,18662000,None,17000000,TNDM
2020-09-30,USD,14564000,3061000,None,11213000,15595000,2989000,6841000,7770000,8871000,-9408000,-137825000,29931000,0,None,None,None,None,None,None,29032000,None,0,29931000,None,-5760000,None,-9408000,TNDM
2020-06-30,USD,15499000,2940000,None,-426000,-6675000,2205000,14591000,-8242000,2086000,-27107000,-131521000,263822000,0,None,None,None,None,None,None,17171000,None,0,19200000,None,-12771000,None,-27107000,TNDM
2020-03-31,USD,-20631000,91000,None,2421000,22001000,1830000,6766000,8292000,11095000,-14867000,32916000,11481000,0,None,None,None,None,None,None,11474000,None,0,11481000,None,23766000,None,-14867000,TNDM
2019-12-31,USD,19443000,67000,None,6907000,11855000,1642000,6749000,2110000,8985000,2652000,-20901000,6418000,0,None,None,None,None,None,None,23553000,None,0,6418000,None,2144000,None,2652000,TNDM
