fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,2473800000,None,None,None,6805300000,484800000,1496000000,None,None,4409800000,-1920500000,-225400000,3042300000,2053900000,2053900000,None,1168300000,1168300000,None,None,0,None,-2053900000,None,None,None,4409800000,LLY
2024-09-30,USD,3711900000,None,None,None,429800000,466800000,1350700000,None,None,970300000,-4004700000,211300000,-3089400000,446100000,446100000,None,1170500000,1170500000,None,None,4964600000,None,0,None,None,None,970300000,LLY
2024-06-30,USD,1466200000,None,None,None,1007600000,414400000,1224800000,None,None,2967000000,-2198700000,1555500000,3400100000,0,0,None,1172400000,1172400000,None,None,0,None,0,None,None,None,2967000000,LLY
2024-03-31,USD,1166000000,None,None,None,279000000,400600000,986300000,None,None,2242900000,-1177600000,-311300000,-5204800000,0,0,None,1169200000,1169200000,None,None,6452500000,None,0,None,None,None,2242900000,LLY
2023-12-31,USD,-311900000,None,None,None,5384600000,387700000,1070600000,None,-1425000000,2189700000,-2924300000,3544700000,4594400000,0,0,None,1018100000,1018100000,None,None,0,None,0,None,None,None,2189700000,LLY
2023-09-30,USD,2189500000,None,None,None,844300000,411000000,970300000,None,None,-57400000,-3080500000,572000000,1595000000,0,0,None,1016200000,1016200000,None,None,0,None,0,None,None,None,-57400000,LLY
2023-06-30,USD,631900000,None,None,None,431100000,366300000,738200000,None,None,1763200000,-459100000,-1033400000,0,0,0,None,1017800000,1017800000,None,None,0,None,0,None,-860600000,None,1763200000,LLY
2023-03-31,USD,1730600000,None,None,None,559400000,362300000,668500000,None,None,1344900000,-688800000,412300000,-1498000000,750000000,750000000,None,1017200000,1017200000,None,None,3958500000,None,-750000000,None,1454100000,None,1344900000,LLY
2022-12-31,USD,1161400000,None,None,None,1382800000,375000000,500700000,-299600000,-599700000,1937700000,-442200000,-1141400000,-243300000,0,0,None,884400000,884400000,None,None,0,None,0,None,-422200000,None,1937700000,LLY
2022-09-30,USD,2216700000,None,None,None,1070600000,362900000,617200000,None,-599700000,1451700000,-955300000,-1263300000,-375900000,0,0,None,882200000,882200000,None,None,0,None,0,None,-1900000,None,1451700000,LLY
