fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-10-27,USD,300659000,None,None,251118000,444804000,113599000,178483000,None,351606000,351870000,-308589000,-411967000,None,412593000,412593000,None,None,None,None,None,None,None,-411079000,None,None,None,351870000,LULU
2024-07-28,USD,443140000,None,None,9430000,132336000,103573000,145086000,None,89651000,392922000,-135088000,-587915000,None,589456000,589456000,None,None,None,None,None,None,None,-587086000,None,None,None,392922000,LULU
2024-04-28,USD,127524000,None,None,-38652000,87030000,95759000,130681000,None,36425000,321421000,-131537000,-328628000,None,299479000,299479000,None,None,None,None,None,None,None,-296086000,None,None,None,321421000,LULU
2024-01-28,USD,1384098000,None,None,173153000,-439724000,103290000,206512000,None,-368385000,669468000,-208807000,-38245000,None,54009000,54009000,None,None,None,None,None,None,None,-36516000,None,None,None,669468000,LULU
2023-10-29,USD,389853000,None,None,3133000,153444000,97969000,162900000,None,67751000,248714000,-161665000,-204932000,None,212626000,212626000,None,None,None,None,None,None,None,-203790000,None,None,None,248714000,LULU
2023-07-30,USD,476710000,None,None,44095000,120648000,94009000,145511000,None,78876000,341603000,-145441000,-190252000,None,193538000,193538000,None,5255000,5255000,None,None,None,None,-189310000,None,None,None,341603000,LULU
2023-04-30,USD,45503000,None,None,-102518000,131636000,84116000,136942000,None,155174000,290405000,-138219000,-115399000,None,98479000,98479000,None,5255000,5255000,None,None,None,None,-86606000,None,-208115000,None,290405000,LULU
2023-01-29,USD,1046264000,None,None,-12445000,-301199000,80162000,206980000,None,-321514000,-888426000,-183075000,-68059000,None,69025000,69025000,None,23905000,23905000,None,None,None,None,-67564000,None,None,None,119811000,LULU
2022-10-30,USD,65817000,None,None,133205000,454214000,79188000,175607000,None,321457000,255470000,-161918000,-14852000,None,16992000,16992000,None,None,None,None,None,None,None,-12935000,None,None,None,255470000,LULU
2022-07-31,USD,97638000,None,None,-55093000,253317000,67971000,144718000,None,189960000,289521000,-123616000,-125016000,None,125340000,125340000,None,None,None,None,None,None,None,-124297000,None,None,None,289521000,LULU
2022-05-01,USD,-243256000,None,None,-110508000,318188000,64470000,111352000,None,320607000,189998000,-101328000,-259560000,None,232644000,232644000,None,None,None,None,None,None,None,-227501000,None,-604144000,None,189998000,LULU
2022-01-30,USD,730984000,None,None,88302000,66750000,62120000,127511000,None,34788000,434504000,-114453000,-321790000,None,321266000,321266000,None,None,None,None,None,None,None,-320692000,None,294741000,None,434504000,LULU
2021-10-31,USD,158352000,None,None,87016000,212466000,57963000,122497000,None,151457000,187788000,-111945000,-232430000,None,236423000,236423000,None,None,None,None,None,None,None,-228516000,None,123254000,None,187788000,LULU
2021-08-01,USD,285663000,None,None,35201000,45975000,53638000,80269000,None,63146000,208074000,-116029000,-168532000,None,171082000,171082000,None,None,None,None,None,None,None,-165864000,None,1102000,None,208074000,LULU
2021-05-02,USD,214109000,None,None,41087000,83450000,50485000,64225000,None,74218000,144956000,-85464000,-122235000,None,83831000,83831000,None,None,None,None,None,None,None,-79336000,None,6410000,None,144956000,LULU
2021-01-31,USD,717932000,None,None,71976000,-184803000,52269000,58396000,None,-137606000,329837000,-78988000,616000,None,0,0,None,None,None,None,None,None,None,1121000,None,639560000,None,329837000,LULU
2020-11-01,USD,25342000,None,None,-10685000,165599000,49033000,66107000,None,95960000,143643000,-71221000,753000,None,0,0,None,None,None,None,None,None,None,1679000,None,126569000,None,143643000,LULU
2020-08-02,USD,181305000,None,None,63823000,74540000,40644000,52622000,None,15384000,86801000,-499697000,8430000,None,0,0,None,None,None,None,None,None,None,9328000,None,74823000,None,86801000,LULU
2020-05-03,USD,-121243000,None,None,59448000,180325000,43532000,52101000,None,122810000,28632000,-45626000,-90587000,None,63663000,63663000,None,None,None,None,None,None,None,-60528000,None,-257456000,None,28632000,LULU
2020-02-02,USD,574210000,None,None,36277000,-154718000,47489000,68831000,None,-107533000,298021000,-65933000,2382000,None,307000,307000,None,None,None,None,None,None,None,2833000,None,510659000,None,298021000,LULU
2019-11-03,USD,45064000,None,None,23856000,163477000,44022000,78453000,None,131766000,125982000,-80506000,-8570000,None,7993000,7993000,None,None,None,None,None,None,None,-6477000,None,125982000,None,125982000,LULU
2019-08-04,USD,112845000,None,None,55324000,110248000,37599000,67330000,None,50502000,124990000,-68061000,-693000,None,1569000,1569000,None,None,None,None,None,None,None,-232000,None,124990000,None,124990000,LULU
2019-05-05,USD,-62803000,None,None,-106858000,91836000,32823000,68434000,None,42856000,96603000,-63908000,-170292000,None,163530000,163530000,None,None,None,None,None,None,None,-151353000,None,96603000,None,96603000,LULU
2019-02-03,USD,425903000,None,None,-14436000,-125827000,35369000,69061000,None,-91948000,218465000,-76880000,-183853000,None,184005000,184005000,None,None,None,None,None,None,None,-183612000,None,177713000,12543000,218465000,LULU
2018-10-28,USD,106850000,None,None,101130000,132029000,31686000,72739000,None,104825000,94413000,-76622000,-106122000,None,8089000,8089000,None,None,None,None,None,None,None,-4584000,None,-74234000,1660000,94413000,LULU
2018-07-29,USD,174189000,None,None,94616000,46274000,28656000,49693000,None,22295000,95770000,-54978000,-302139000,None,406238000,406238000,None,None,None,None,None,None,None,-400894000,None,-188730000,-5802000,95770000,LULU
2018-04-29,USD,35837000,None,None,-27028000,47770000,26773000,34314000,None,50770000,75153000,-34314000,1900000,None,8000,8000,None,None,None,None,None,None,None,8400000,None,-23930000,-27353000,75153000,LULU
2018-01-28,USD,358028000,None,None,79929000,-90562000,28106000,50736000,None,-74297000,119761000,-53341000,2845000,None,992000,992000,None,None,None,None,None,None,None,2988000,None,340447000,32915000,119761000,LULU
2017-10-29,USD,29271000,None,None,17140000,70535000,28560000,57239000,None,85434000,58944000,-70162000,-8797000,None,8468000,8468000,None,None,None,None,None,None,None,-7735000,None,-71158000,-21470000,58944000,LULU
2017-07-30,USD,82638000,None,None,12352000,6696000,28406000,30010000,None,-86000,48711000,-30010000,-77423000,None,77997000,77997000,None,None,None,None,None,None,None,-77360000,None,22923000,47718000,48711000,LULU
2017-04-30,USD,19400000,300000,None,-43580000,21438000,23163000,19879000,None,10127000,31246000,-19879000,-14487000,None,12804000,12804000,None,None,None,None,None,None,None,-12526000,None,-36557000,-21591000,31246000,LULU
2017-01-29,USD,287733000,137545000,None,54513000,-99552000,24056000,43343000,None,-68257000,136135000,-43343000,-1323000,None,771000,771000,None,None,None,None,None,None,None,177000,None,254460000,11393000,136135000,LULU
2016-10-30,USD,-2534000,123000,None,5133000,119043000,23959000,34906000,None,90607000,68285000,-34907000,-206000,None,0,0,None,None,None,None,None,None,None,880000,None,-54964000,-17317000,68285000,LULU
2016-07-31,USD,61166000,None,None,735000,7351000,20497000,44618000,None,-4643000,53625000,-44617000,-11460000,None,12791000,12791000,None,None,None,None,None,None,None,-11291000,None,-14696000,-19785000,53625000,LULU
2016-05-01,USD,40027000,None,None,-29901000,-8683000,19185000,26644000,None,-12304000,45336000,-26644000,-13622000,None,15765000,15765000,None,None,None,None,None,None,None,-12186000,None,48564000,48803000,45336000,LULU
2016-01-31,USD,271598000,111718000,None,40232000,-112908000,20885000,35426000,None,-68031000,117416000,-35426000,-105039000,None,104219000,104219000,None,None,None,None,None,None,None,-103955000,None,98036000,-33097000,117416000,LULU
2015-11-01,USD,-6221000,17000,None,55592000,147920000,19707000,42943000,None,77307000,53153000,-42943000,-88615000,None,87976000,87976000,None,None,None,None,None,None,None,-87657000,None,-137816000,-37000,53153000,LULU
2015-08-02,USD,11221000,440000,None,11041000,66033000,16695000,37182000,None,48213000,47668000,-37182000,-61796000,None,63183000,63183000,None,None,None,None,None,None,None,-61864000,None,-114619000,-26862000,47668000,LULU
2015-05-03,USD,20940000,209000,None,-35074000,27025000,16096000,27936000,None,25797000,47810000,-27936000,-17041000,None,18815000,18815000,None,None,None,None,None,None,None,-16013000,None,-8598000,15439000,47810000,LULU
2015-02-01,USD,147608000,146750000,None,25893000,-22306000,16655000,30360000,None,-17789000,110853000,-30360000,-17296000,None,17165000,17165000,None,None,None,None,None,None,None,-16704000,None,30897000,-69055000,110853000,LULU
2014-11-02,USD,42856000,7000,None,11905000,63653000,15613000,37271000,None,54013000,60451000,-37271000,-74614000,None,74462000,74462000,None,None,None,None,None,None,None,-74261000,None,-91491000,-22462000,60451000,LULU
2014-08-03,USD,53010000,46000,None,8348000,20104000,13636000,26655000,None,-211000,48748000,-26655000,-55518000,None,55804000,55804000,None,None,None,None,None,None,None,-55128000,None,-26892000,2271000,48748000,LULU
2014-05-04,USD,70975000,0,None,-2365000,-15054000,12460000,25447000,None,-9207000,18981000,-25447000,-1649000,None,0,0,None,None,None,None,None,None,None,1575000,None,53316000,9437000,18981000,LULU
2014-02-02,USD,183533000,155515000,None,24143000,-47621000,12345000,34463000,None,-32193000,109692000,-34463000,253000,None,None,None,None,None,None,None,None,None,None,693000,None,97904000,-51419000,109692000,LULU
2013-11-03,USD,23875000,481000,None,-17897000,53630000,12916000,27932000,None,44559000,66111000,-27931000,2349000,None,None,None,None,None,None,None,None,None,None,2344000,None,-9528000,-7821000,66111000,LULU
2013-08-04,USD,45796000,5692000,None,8398000,34541000,12078000,23038000,None,19912000,56465000,-23038000,10663000,None,None,None,None,None,None,None,None,None,None,4971000,None,21855000,-11566000,56465000,LULU
2013-05-05,USD,25135000,280000,None,-27231000,9298000,11729000,20976000,None,6229000,47279000,-20976000,-4358000,None,None,None,None,None,None,None,None,None,None,163000,None,-1761000,-1562000,47279000,LULU
