fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,73968000,None,None,-28801000,-1413000,79937000,121057000,-3024000,254000,-41289000,-115778000,39594000,None,None,0,None,42101000,42101000,None,None,947500000,None,0,None,None,None,-49379000,GEL
2024-09-30,USD,87324000,None,None,78928000,60808000,81837000,119645000,58556000,1683000,-9287000,-112341000,24286000,None,None,0,None,40264000,40264000,None,None,293400000,None,0,None,None,None,-17177000,GEL
2024-06-30,USD,104721000,None,None,4475000,-16884000,77613000,172270000,19653000,-20318000,-1387000,-157337000,50264000,None,None,0,None,40264000,40264000,None,None,1102300000,None,0,None,None,None,-8744000,GEL
2024-03-31,USD,125921000,None,None,-86240000,-105413000,73771000,174173000,-92696000,-20443000,18956000,-166708000,47600000,None,None,0,None,40264000,40264000,None,None,364300000,None,0,None,None,None,11353000,GEL
2023-12-31,USD,124762000,None,None,-116390000,-119060000,70223000,224251000,-104952000,8285000,20499000,-217656000,81027000,None,None,75000000,None,40966000,40966000,None,None,947556000,None,-75000000,None,None,None,11950000,GEL
2023-09-30,USD,141043000,None,None,99781000,102334000,68379000,148407000,93525000,9094000,66782000,-144268000,12820000,None,None,None,None,41701000,41701000,None,None,327800000,None,0,None,None,None,58070000,GEL
2023-06-30,USD,157664000,None,None,27092000,8287000,68427000,115736000,32814000,-3476000,55678000,-109864000,-54296000,None,None,None,None,67404000,67404000,None,None,501976000,None,0,None,-6496000,None,49344000,GEL
2023-03-31,USD,97657000,None,None,-174894000,-154946000,73160000,131625000,-180813000,23663000,3388000,-121860000,34442000,None,None,None,None,42389000,42389000,None,None,500000000,None,0,None,10239000,None,-1644000,GEL
2022-12-31,USD,81800000,None,0,45019000,83961000,79080000,120406000,91214000,-14764000,46598000,-120307000,40589000,None,None,None,None,37071000,37071000,None,None,274500000,None,0,None,2082000,None,41975000,GEL
2022-09-30,USD,94308000,None,0,91683000,116029000,73946000,122348000,122368000,1073000,8573000,-120298000,21959000,None,None,None,None,37071000,37071000,None,None,294000000,None,0,None,82519000,None,3385000,GEL
2022-06-30,USD,104042000,None,0,-91655000,-97894000,73673000,101242000,-82982000,11322000,69515000,-58400000,-31678000,None,None,None,None,37071000,37071000,None,None,629300000,None,0,None,143188000,None,35347000,GEL
2022-03-31,USD,54245000,None,0,92234000,123203000,69506000,80199000,131249000,282000,4449000,-75514000,10829000,None,None,None,None,37071000,37071000,None,None,181700000,None,0,None,-10440000,None,-5250000,GEL
2021-12-31,USD,95594000,None,17500000,88804000,65717000,108771000,83423000,90652000,-9262000,-58990000,-80365000,-5733000,None,None,None,None,37071000,37071000,None,None,223200000,None,0,None,9496000,None,-68262000,GEL
2021-09-30,USD,54173000,None,17500000,-112684000,-87569000,67148000,106560000,-93272000,10442000,-13827000,-99387000,14422000,None,None,None,None,37071000,37071000,None,None,186500000,None,40082000,None,53321000,None,-20899000,GEL
2021-06-30,USD,111025000,None,17500000,20964000,-16070000,67541000,72024000,-21719000,5900000,-35780000,-64314000,-34210000,None,None,None,None,37071000,37071000,None,None,413975000,None,35280000,None,31761000,None,-41682000,GEL
2021-03-31,USD,77159000,None,17500000,61555000,67317000,66286000,39388000,99504000,-27450000,-29435000,-30051000,-40339000,None,None,None,None,37071000,37071000,None,None,212000000,None,17738000,None,6769000,None,-34224000,GEL
2020-12-31,USD,1117000,None,0,44154000,77173000,73112000,43752000,77389000,10066000,-81148000,-18765000,650000,None,None,None,None,37072000,37072000,None,None,958900000,None,0,None,-16998000,None,-85156000,GEL
2020-09-30,USD,143466000,None,46503000,29237000,-23791000,67733000,30943000,13004000,-19720000,-25580000,-28893000,-116058000,None,None,None,None,37071000,37071000,None,None,129600000,None,0,None,42153000,None,-29717000,GEL
2020-06-30,USD,62610000,None,5167000,-26034000,-37918000,80120000,31437000,-77104000,39370000,-322565000,-25218000,-33400000,None,None,None,None,37070000,37070000,None,None,291000000,None,0,None,-242445000,None,-326714000,GEL
2020-03-31,USD,89552000,None,5167000,-87884000,-94518000,74357000,38001000,-101405000,5024000,28979000,-30880000,-73568000,None,None,None,None,86103000,86103000,None,None,1143500000,None,0,None,-14896000,None,24909000,GEL
2019-12-31,USD,50558000,10306000,5167000,4574000,64292000,79293000,53650000,81253000,-6950000,24660000,-50436000,-326000,None,None,None,None,86102000,86102000,None,None,217600000,None,0,None,24660000,None,22368000,GEL
2019-09-30,USD,136119000,9872000,5167000,44687000,7996000,83522000,40932000,23382000,-12007000,17807000,-33381000,-55708000,None,None,None,None,86102000,86102000,None,None,210500000,None,0,None,47030000,None,17557000,GEL
2019-06-30,USD,81589000,None,5167000,-47916000,-11659000,79353000,39054000,-21840000,4682000,41652000,-33165000,-50049000,None,None,None,None,73557000,73557000,None,None,199500000,None,0,None,-1625000,None,40120000,GEL
2019-03-31,USD,114021000,None,5167000,805000,-8014000,77638000,29612000,-23337000,6616000,15947000,-23829000,-89288000,None,None,None,None,67419000,67419000,None,None,187500000,None,0,None,904000,None,15954000,GEL
2018-12-31,USD,82475000,None,None,-94749000,-70817000,68379000,42499000,-48422000,-11804000,-28927000,233620000,-317673000,None,None,None,None,66192000,66192000,None,None,220900000,None,0,None,-1578000,None,-24783000,GEL
2018-09-30,USD,156748000,None,None,-19889000,-86890000,91876000,41898000,-76651000,-10595000,-1634000,-582000,-152134000,None,None,None,None,64967000,64967000,None,None,216700000,None,0,None,4032000,None,-323000,GEL
2018-06-30,USD,64488000,None,None,-27735000,-3135000,77680000,44919000,6367000,-3033000,10871000,-35577000,-37157000,None,None,None,None,63742000,63742000,None,None,209300000,None,0,None,-8246000,None,10997000,GEL
2018-03-31,USD,86328000,43000000,None,-14826000,-16436000,75255000,66051000,-32535000,4469000,7898000,-56768000,-22509000,None,None,None,None,62515000,62515000,None,None,333800000,None,0,None,7051000,None,8034000,GEL
2017-12-31,USD,117166000,41400000,None,81316000,43299000,76027000,67940000,55843000,-17082000,15401000,-16404000,-101415000,None,None,None,None,61289000,61289000,None,None,661000000,None,-3539000,None,-653000,None,15512000,GEL
2017-09-30,USD,30069000,46900000,None,47710000,78868000,63732000,56073000,78437000,-2173000,6160000,-1372145000,1341693000,None,None,None,None,88593000,88593000,None,None,1387000000,None,729934000,None,-383000,None,6312000,GEL
2017-06-30,USD,115281000,33300000,None,16348000,-27053000,56609000,65288000,336000,-23791000,33580000,-20171000,-95806000,None,None,None,None,88228000,88228000,None,None,194000000,None,-431000,None,-696000,None,33733000,GEL
2017-03-31,USD,61040000,46700000,None,-39293000,-16097000,56112000,61292000,-14336000,-6009000,26938000,-50851000,-6445000,None,None,None,None,83765000,83765000,None,None,216700000,None,140968000,None,3744000,None,27090000,GEL
2016-12-31,USD,54355000,32300000,None,22527000,45015000,65396000,99882000,15717000,28146000,20321000,-78459000,27686000,None,None,None,None,82585000,82585000,None,None,232200000,None,-31000,None,3582000,None,22118000,GEL
2016-09-30,USD,124725000,46700000,None,-24266000,-600000,54265000,115802000,-37471000,-8297000,31983000,-106400000,-23428000,None,None,None,None,81433000,81433000,None,None,251700000,None,0,None,-5103000,None,32101000,GEL
2016-06-30,USD,62566000,32600000,None,10645000,2700000,55900000,129164000,26918000,14697000,23601000,-115313000,48986000,None,None,None,None,73934000,73934000,None,None,312500000,None,0,None,-3761000,None,23727000,GEL
2016-03-31,USD,41106000,45800000,None,-34493000,12707000,46635000,118252000,-15977000,19815000,35177000,-134551000,94861000,None,None,None,None,72087000,72087000,None,None,319400000,None,0,None,1416000,None,35303000,GEL
2015-12-31,USD,97408000,30000000,None,-43084000,-1100000,53640000,136270000,-32175000,-5292000,26296000,-129421000,27340000,None,None,None,None,70363000,70363000,None,None,356200000,None,0,None,-4673000,None,27434000,GEL
2015-09-30,USD,121026000,16500000,None,-27175000,-75755000,41170000,118858000,-77338000,-6256000,363409000,-1630631000,1516454000,None,None,None,None,68710000,68710000,None,None,1358068000,None,436037000,None,6849000,None,363214000,GEL
2015-06-30,USD,8637000,26100000,None,18104000,900000,28205000,129142000,65535000,-9236000,11665000,-125777000,114721000,None,None,None,None,60774000,60774000,None,None,724300000,None,0,None,-2419000,None,11665000,GEL
2015-03-31,USD,62465000,14200000,None,-40169000,-52780000,27125000,111504000,-76070000,16973000,20215000,-103630000,42841000,None,None,None,None,56542000,56542000,None,None,226200000,None,0,None,1676000,None,20215000,GEL
2014-12-31,USD,82935000,28500000,None,-69868000,-300000,25989000,107421000,-56712000,-52561000,26166000,-254324000,163926000,None,None,None,None,54111000,54111000,None,None,419000000,None,115000,None,-7463000,None,26166000,GEL
2014-09-30,USD,102922000,12900000,None,-8528000,-1800000,25148000,95067000,-28079000,-30463000,29113000,-117514000,17191000,None,None,None,None,50114000,50114000,None,None,239700000,None,0,None,2599000,None,29113000,GEL
2014-06-30,USD,-891000,19400000,None,6516000,-600000,20491000,136740000,33903000,32823000,21148000,-138624000,142165000,None,None,None,None,48783000,48783000,None,None,1281300000,None,0,None,2650000,None,21148000,GEL
2014-03-31,USD,106088000,14000000,None,-37051000,-96425000,19280000,104254000,-65361000,11700000,29775000,-113525000,10247000,None,None,None,None,47453000,47453000,None,None,249900000,None,0,None,2810000,None,29775000,GEL
2013-12-31,USD,29048000,17800000,None,4836000,-1200000,18004000,143485000,-1922000,-33793000,17886000,-161910000,124869000,None,None,None,None,46344000,46344000,None,None,358800000,None,-23000,None,-7993000,None,17887000,GEL
2013-09-30,USD,13552000,13600000,None,12127000,-300000,16066000,92468000,5245000,31215000,18474000,-326883000,311522000,None,None,None,None,42302000,42302000,None,None,566000000,None,0,None,-1809000,None,18474000,GEL
2013-06-30,USD,56970000,16100000,None,7534000,-6266000,15665000,60015000,-8885000,8805000,26902000,-60022000,5737000,None,None,None,None,40405000,40405000,None,None,282100000,None,0,None,2685000,None,26902000,GEL
2013-03-31,USD,38816000,2800000,None,63067000,68240000,15049000,47151000,80600000,-7947000,22847000,-107015000,72900000,None,None,None,None,39390000,39390000,None,None,736400000,None,0,None,4701000,None,22846000,GEL
2012-12-31,USD,46366000,17100000,None,-21112000,-500000,0,29754000,-51905000,19752000,26937000,-32830000,-17715000,None,None,None,None,38375000,38375000,None,None,267400000,None,0,None,-4179000,None,26937000,GEL
2012-09-30,USD,43659000,2800000,None,84112000,88412000,14838000,36324000,82024000,-5680000,31194000,-38440000,-4800000,None,None,None,None,36563000,36563000,None,None,706300000,None,0,None,419000,None,31194000,GEL
2012-06-30,USD,79357000,16400000,None,-63387000,-105641000,15830000,32905000,-68066000,-30453000,18584000,-48322000,-30317000,None,None,None,None,35768000,35768000,None,None,191500000,None,-103000,None,718000,None,18584000,GEL
2012-03-31,USD,19922000,5200000,None,43270000,55113000,14779000,47473000,50442000,2307000,19604000,-282015000,265600000,None,None,None,None,31677000,31677000,None,None,610200000,None,169524000,None,3507000,None,19604000,GEL
2011-12-31,USD,19161000,12600000,None,14167000,112569000,19061000,12835000,60745000,11394000,7773000,-26607000,13887000,None,None,None,None,30777000,30777000,None,None,205900000,None,None,None,6441000,None,7773000,GEL
2011-09-30,USD,29724000,2700000,None,-6490000,-5463000,14706000,5829000,-5463000,910000,19088000,-143305000,112523000,None,None,None,None,29878000,29878000,None,None,303800000,None,None,None,-1058000,None,19088000,GEL
2011-06-30,USD,11527000,None,None,None,None,14253000,3839000,None,54058000,17358000,1035000,-11283000,None,None,None,None,26343000,26343000,None,None,None,None,None,None,1279000,None,17358000,GEL
2011-03-31,USD,-2105000,None,None,None,None,13903000,5489000,None,-20211000,7030000,-3420000,3918000,None,None,None,None,25846000,25846000,None,None,None,None,None,None,-1607000,None,7030000,GEL
2010-12-31,USD,56389000,None,None,None,None,13080000,3601000,None,8701000,-74650000,-333003000,279318000,None,None,None,None,16271000,16271000,None,None,None,None,None,None,2704000,None,-74650000,GEL
2010-09-30,USD,23361000,None,None,None,None,13477000,2819000,None,19437000,3863000,-2575000,-23761000,None,None,None,None,17790000,17790000,None,None,None,None,None,None,-2975000,None,5068000,GEL
2010-06-30,USD,-2577000,None,None,None,None,13606000,3681000,None,-35506000,13921000,None,529000,None,None,None,None,17184000,17184000,None,None,None,None,None,None,None,None,14238000,GEL
2010-03-31,USD,13290000,None,None,None,None,13406000,2299000,None,-9502000,6325000,None,-4197000,None,None,None,None,16579000,16579000,None,None,None,None,None,None,None,None,6885000,GEL
