fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,741942000,None,None,None,None,96200000,188349000,None,None,1191018000,-175375000,-935230000,None,697688000,697688000,None,297634000,297634000,None,-194000,None,None,-637325000,0,None,None,1191018000,LRCX
2024-09-30,USD,1568471000,None,None,None,None,94295000,110588000,None,32985000,1116444000,-110551000,-1259321000,None,997035000,997035000,None,260985000,260985000,None,-43000,None,None,-997078000,0,None,None,1116444000,LRCX
2024-06-30,USD,862430000,296797000,None,None,None,323237000,100748000,None,-405714000,1020282000,-101613000,-574151000,None,373550000,373550000,None,261462000,261462000,None,2796000,None,None,-303869000,66885000,None,None,1020282000,LRCX
2024-03-31,USD,1384836000,10199000,None,None,None,15200000,103654000,None,89200000,965826000,-92360000,-1235793000,None,980561000,980561000,None,262707000,262707000,None,8235000,None,None,-972326000,0,None,None,965826000,LRCX
2023-12-31,USD,1453840000,9487000,None,None,None,12800000,115276000,None,298500000,954266000,-101958000,-859894000,None,645458000,645458000,None,264414000,264414000,None,1704000,None,None,-590673000,0,None,None,954266000,LRCX
2023-09-30,USD,951163000,14787000,None,None,None,14000000,76992000,None,18014000,887398000,-74683000,-1326012000,0,843238000,843238000,None,230332000,230332000,None,2818000,None,None,-840420000,0,None,None,887398000,LRCX
2023-06-30,USD,1122725000,333942000,None,None,None,309037000,78670000,1452256000,-20798000,802537000,-55180000,-1037986000,0,869014000,869014000,None,232335000,232336000,None,3438000,None,None,-800673000,64903000,29559000,None,802537000,LRCX
2023-03-31,USD,1726438000,None,None,None,None,13800000,119457000,None,2032000,814008000,-84332000,-819528000,None,581943000,581943000,None,233977000,233977000,None,0,None,None,-581943000,0,822578000,None,814008000,LRCX
2022-12-31,USD,1140187000,None,None,None,None,12200000,163378000,None,56932000,1468507000,-267247000,-662212000,None,456276000,456276000,None,235980000,235980000,None,877000,None,None,-410403000,0,210728000,None,1468507000,LRCX
2022-09-30,USD,1189588000,None,None,None,None,11600000,140063000,None,20798000,1425879000,-127803000,-310941000,None,109779000,109779000,None,205615000,205615000,None,6796000,None,None,-102983000,None,750844000,None,1425879000,LRCX
2022-06-30,USD,443934000,None,None,None,None,275781000,125746000,-1287680000,-1351344000,1208934000,-75937000,-1023534000,None,876089000,876089000,None,208056000,208056000,None,997000,None,None,-813294000,61798000,-655537000,None,1208934000,LRCX
2022-03-31,USD,757710000,None,None,None,None,21432000,145368000,None,62116000,1021778000,-94564000,-1549708000,None,1338006000,1338006000,None,210587000,210587000,None,492000,None,None,-1337514000,0,1090321000,None,1021778000,LRCX
2021-12-31,USD,1440506000,None,None,None,None,20526000,138493000,None,55322000,1194830000,186083000,-578103000,None,414815000,414815000,None,211216000,211216000,None,3451000,None,None,-364984000,0,1257664000,None,1194830000,LRCX
2021-09-30,USD,457524000,None,None,None,None,20118000,136427000,None,15518000,1179744000,596693000,-1427592000,None,1236753000,1236753000,None,185431000,185431000,None,742000,None,None,-1236011000,None,-373375000,None,1179744000,LRCX
