fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,80300000,23000000,None,127500000,175400000,111500000,38400000,157900000,None,45300000,-38100000,-321100000,-262400000,None,51000000,None,None,None,None,None,None,None,-38300000,None,None,None,45200000,EEFT
2024-09-30,USD,440300000,25800000,None,-49700000,-311100000,6300000,29600000,-371000000,None,151600000,-30000000,-119000000,-18600000,None,101300000,None,None,None,None,None,None,None,-100100000,None,None,None,151500000,EEFT
2024-06-30,USD,182200000,20100000,None,-26100000,7600000,7500000,36700000,19300000,None,83200000,-58400000,223100000,335800000,None,114200000,None,None,None,None,None,None,None,-112300000,None,None,None,83100000,EEFT
2024-03-31,USD,30000000,9400000,None,-95300000,-177100000,6500000,27100000,-76000000,None,26200000,-96800000,81300000,82600000,None,2100000,None,None,None,None,None,None,None,-700000,None,None,None,26200000,EEFT
2023-12-31,USD,135700000,14000000,None,235500000,379400000,111000000,28100000,348000000,-554600000,69500000,-83000000,65100000,-419000000,None,53000000,None,6189800000,6189800000,None,None,None,None,-48300000,None,None,None,69300000,EEFT
2023-09-30,USD,287200000,9500000,None,114600000,153600000,6500000,29600000,210200000,241400000,104200000,-29100000,-312700000,-16600000,0,296100000,None,2441000000,2441000000,None,None,0,None,-295400000,None,None,None,104200000,EEFT
2023-06-30,USD,216900000,24000000,None,1500000,-40800000,7500000,25500000,11000000,14600000,86000000,-27400000,108800000,108500000,0,100000,None,1975800000,1975800000,None,None,0,None,1300000,None,298300000,None,86100000,EEFT
2023-03-31,USD,3300000,5700000,None,-286400000,-343700000,7900000,20300000,-378300000,298600000,19800000,-18100000,-4400000,24300000,0,29200000,None,1773000000,1773000000,None,None,0,None,-28200000,None,-19200000,None,20100000,EEFT
2022-12-31,USD,299590000,7399000,None,717043000,292724000,109716000,26790000,305496000,-278382000,67842000,-37676000,-174654000,-171500000,0,700000,None,2148009000,2148009000,None,None,0,None,3991000,None,87226000,None,67694000,EEFT
2022-09-30,USD,268000000,5810000,None,30866000,104177000,6839000,28287000,52070000,-42902000,97600000,-29100000,-317700000,-320800000,0,0,None,2192920000,2192920000,None,None,0,None,680000,None,-78801000,None,97800000,EEFT
2022-06-30,USD,175000000,12241000,None,-176404000,189847000,8884000,31146000,62039000,-49182000,57100000,-30100000,255900000,360200000,0,104800000,None,1416000,1416000,None,None,0,None,-103342000,None,400800000,None,57300000,EEFT
2022-03-31,USD,5700000,3617000,None,47552000,-94748000,6792000,25762000,-120196000,199740000,8300000,-356900000,235300000,303500000,0,70500000,None,1638484000,1638484000,None,None,0,None,-68213000,None,-115865000,None,8200000,EEFT
2021-12-31,USD,102236000,1277000,None,52234000,230242000,115511000,27730000,204019000,26011000,-3138000,-27157000,4055000,-147000,0,228898000,None,1534753000,1534753000,None,None,0,None,-224493000,None,79134000,None,-3125000,EEFT
2021-09-30,USD,131033000,3538000,None,48163000,56213000,34075000,22880000,39580000,31530000,73714000,-22620000,32262000,249844000,0,36000,None,1933199000,1933199000,None,None,0,None,1136000,None,73714000,None,73882000,EEFT
2021-06-30,USD,175952000,10985000,None,-213000,-153306000,-12356000,30744000,12576000,117635000,8632000,-30107000,20658000,20787000,0,135000,None,899000000,899000000,None,None,0,None,1466000,None,8632000,None,8635000,EEFT
2021-03-31,USD,-2645000,2703000,None,16768000,-119146000,10768000,18605000,-148697000,35251000,-8621000,-18225000,-269211000,-270432000,0,808000,None,707100000,707100000,None,None,0,None,2862000,None,-290081000,None,-8665000,EEFT
2020-12-31,USD,33089000,60836000,None,103310000,311090000,96005000,28034000,168751000,-39029000,70394000,-28458000,279467000,-125000,0,680000,None,1100232000,1100232000,None,None,0,None,10857000,None,70394000,None,70235000,EEFT
2020-09-30,USD,41859000,3294000,None,-42363000,6135000,10499000,27779000,-2783000,-51281000,40315000,-28449000,-3095000,-58000,0,154000,None,588468000,588468000,None,None,0,None,742000,None,40315000,None,40249000,EEFT
2020-06-30,USD,72673000,-2705000,None,36491000,-32183000,-10299000,17147000,70466000,139140000,-115733000,-17018000,1670000,-2811000,154000,154000,None,619600000,619600000,None,None,0,None,3814000,None,-115944900,None,-115804000,EEFT
2020-03-31,USD,105884000,16064000,None,4357000,-180415000,30816000,32438000,-300063000,-115291000,1720000,-31606000,-242644000,-2163000,240530000,240530000,None,805500000,805500000,None,None,0,None,-238830000,None,-168366000,None,1921000,EEFT
2019-12-31,USD,140109000,19061000,None,37714000,135254000,29491000,30842000,92601000,-4939000,106570000,-124626000,-45334000,-13298000,37196000,37196000,None,151393000,151393000,None,None,0,None,-30514000,None,106570000,None,106446000,EEFT
2019-09-30,USD,307665000,18482000,None,-18642000,-99262000,27846000,36556000,-151160000,-70540000,137541000,-35641000,-44313000,-4609000,34812000,34812000,None,317491000,317491000,None,None,0,None,-33552000,None,-214859000,-62714000,137607000,EEFT
