fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,11307000000,None,None,None,None,2983000000,4443000000,None,1000000,None,None,-5895000000,None,None,None,None,2293000000,2293000000,None,None,None,None,0,None,None,None,5891000000,PBR
2024-06-30,USD,8437678877,None,None,None,None,2979214366,2985620719,None,243095306,None,None,-10371000000,None,None,None,None,7123000000,7123000000,None,None,None,None,-138093875,None,None,None,-465977389,PBR
2024-03-31,USD,8819552458,None,None,None,None,3128143989,2837322933,None,-629102493,None,None,-6687470587,None,None,None,None,3470060690,3470060690,None,None,None,None,-228777724,None,None,None,4786429889,PBR
2023-12-31,BRL,11032461305,None,None,None,None,3838376513,3528238641,None,407775951,None,None,-7405994968,None,None,None,None,4289827074,4289827074,None,None,None,None,-533144733,None,None,None,6263718767,PBR
2023-09-30,USD,11554000000,None,None,None,None,48223000000,3185000000,None,52000000,None,-23518000000,-7048000000,None,None,None,None,4837000000,4837000000,None,None,None,None,-197000000,None,None,None,5484000000,PBR
2023-06-30,USD,9642000000,None,None,None,None,31268000000,2912000000,None,91000000,None,-9741000000,-8808000000,None,None,None,None,6205000000,6205000000,None,None,None,None,None,None,None,None,5859000000,PBR
2023-03-31,USD,10347000000,None,None,None,None,15186000000,2423000000,None,989000000,None,-5738000000,-6973000000,None,None,None,None,4192000000,4192000000,None,None,None,None,None,None,None,None,7370000000,PBR
2022-12-31,USD,12848000000,None,None,None,None,3321000000,3561000000,None,1378000000,None,-4377000000,-7047000000,None,None,None,None,4030000000,4030000000,None,None,None,None,None,None,None,None,8276000000,PBR
2022-09-30,USD,12065000000,None,None,None,None,31465000000,1947000000,None,-561000000,None,-3823000000,-23157000000,None,None,None,None,21242000000,21242000000,None,None,None,None,0,None,None,None,8790000000,PBR
2022-06-30,USD,14496000000,None,None,None,None,3460000000,1697000000,None,-117000000,None,16727000000,-18099000000,None,None,None,None,11965315688.96,11965315688.96,None,None,None,None,None,None,None,None,11041000000,PBR
2022-03-31,USD,10308000000,None,None,None,None,3170000000,2376000000,None,-1917000000,None,-4983000000,-3150000000,None,None,None,None,2000000,2000000,None,None,None,None,None,None,None,None,8648000000,PBR
2021-12-31,USD,9196000000,None,None,None,None,2872623426,1685000000,None,-170000000,None,727457730,-9890000000,None,None,None,None,7250000000,7250000000,None,None,None,None,None,None,None,None,5676000000,PBR
2021-09-30,USD,10528000000,None,None,None,None,2740461538,1505000000,None,-585000000,None,20579000000,-12984000000,None,None,None,None,3980000000,3980000000,None,None,None,None,None,None,None,None,5954000000,PBR
2021-06-30,USD,10823000000,None,None,None,None,2522111979,1485000000,None,394000000,None,-5187000000,-12343000000,None,None,None,None,1848000000,1848000000,None,None,None,None,None,None,None,None,8156000000,PBR
2021-03-31,USD,7244000000,None,None,None,None,2594276424,1650000000,None,-1973000000,None,-7427000000,-5574000000,None,None,None,None,10282000000,10282000000,None,None,None,None,None,None,None,None,200000000,PBR
2020-12-31,USD,7072000000,None,None,None,None,2236000000,1388000000,None,-18000000,None,-1835000000,-7407000000,None,None,None,None,347000000,347000000,None,None,None,None,None,None,None,None,11617000000,PBR
2020-09-30,USD,8584000000,None,None,None,None,2873000000,1115000000,None,-364000000,None,-3051000000,-14683000000,None,None,None,None,1783000000,1783000000,None,None,None,None,None,None,None,None,-257000000,PBR
2020-06-30,USD,5457000000,None,None,None,None,2793000000,1502000000,None,660000000,None,-11905000000,699000000,None,None,None,None,1783000000,1783000000,None,None,None,None,None,None,None,None,-436000000,PBR
2020-03-31,USD,7777000000,None,None,None,None,3543000000,1869000000,None,446000000,None,-6664000000,2132000000,None,None,None,None,1020000000,1020000000,None,None,None,None,None,None,None,None,-9976000000,PBR
2019-12-31,USD,7460000000,None,None,None,None,3631000000,18497000000,0,-415000000,None,-31937000000,-6379000000,None,None,None,None,573000000,573000000,None,None,None,None,0,None,0,0,2075000000,PBR
2019-09-30,USD,8270000000,None,None,None,None,3776000000,1778000000,0,751000000,None,23985000000,-12191000000,None,None,None,None,298000000,298000000,None,None,None,None,0,None,0,0,2228000000,PBR
2019-06-30,USD,5226000000,None,None,None,None,3747000000,2045000000,0,-976000000,None,26536000000,-5465000000,None,None,None,None,1006000000,1006000000,None,None,None,None,0,None,0,0,4935000000,PBR
2019-03-31,USD,6852000000,None,None,None,None,3716000000,2633000000,0,646000000,None,-4493000000,-5696000000,None,None,None,None,309000000,309000000,None,None,None,None,0,None,0,0,781000000,PBR
2018-12-31,USD,6852000000,None,None,None,None,2869000000,2633000000,0,646000000,None,-416080.40,-5696000000,None,None,None,None,309000000,309000000,None,None,None,None,0,None,0,0,781000000,PBR
2018-09-30,USD,1548167971.81,None,None,None,None,748345914.04,976281431.16,0,-210070682.61,None,-3458599835.74,-1368601670.68,None,None,None,None,42014136.52,42014136.52,None,None,None,None,0,None,0,0,487505207.63,PBR
