fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,128377000,None,None,79406000,-95237000,25142000,33874000,-43653000,-18727000,56099000,-60923000,-9929000,None,10056000,10056000,None,None,None,None,None,None,None,-10056000,None,None,None,56099000,OII
2024-09-30,USD,91931000,None,None,18101000,1604000,25263000,24886000,-12063000,10312000,41237000,-20037000,-10111000,None,None,None,None,None,None,None,None,None,None,-3144000,None,None,None,41237000,OII
2024-06-30,USD,52623000,None,None,66822000,73831000,25980000,22858000,52197000,14391000,34997000,-20006000,454000,None,None,None,None,None,None,None,None,None,None,498000,None,None,None,34997000,OII
2024-03-31,USD,-69717000,None,None,-68337000,40894000,27058000,25518000,11519000,7116000,15135000,-23205000,-7456000,None,None,None,None,None,None,None,None,None,None,-7344000,None,None,None,15135000,OII
2023-12-31,USD,152815000,None,22999977,218717000,-53405000,25497000,34045000,-52162000,1598000,44529000,-29780000,-222161000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,44529000,OII
2023-09-30,USD,79608000,None,None,54359000,36311000,25596000,25945000,31791000,-627000,29812000,-19707000,204000,0,0,0,None,None,None,None,0,0,None,0,None,None,None,29812000,OII
2023-06-30,USD,20451000,None,23000000,24490000,52260000,26046000,22428000,56566000,11217000,19002000,-21176000,-404000,0,0,0,None,None,None,None,0,0,None,0,None,-1129000,None,19002000,OII
2023-03-31,USD,-42919000,None,None,-34000,73332000,27821000,18308000,46880000,13235000,4060000,-15690000,-4936000,0,0,0,None,None,None,None,0,0,None,0,None,-63545000,None,4060000,OII
2022-12-31,USD,159466000,None,None,162413000,-58156000,27700000,25949000,-79291000,16613000,23128000,-25733000,0,0,0,0,None,None,None,None,0,0,None,0,None,133733000,None,42177000,OII
2022-09-30,USD,85899000,None,None,46254000,267115000,30300000,19280000,235420000,-1483000,18303000,-16037000,200000,0,0,0,None,None,None,None,0,0,None,0,None,70062000,None,18303000,OII
2022-06-30,USD,-43981000,None,None,3992000,-74325000,30900000,16495000,-57817000,6984000,3720000,-15812000,140000,0,0,0,None,None,None,None,0,0,None,0,None,32720000,None,3720000,OII
2022-03-31,USD,-80501000,None,None,-46051000,-53210000,32019000,19319000,-47580000,8578000,-19210000,-19283000,-2202000,0,0,0,None,None,None,None,0,0,None,0,None,-101986000,None,-19210000,OII
2021-12-31,USD,139995000,None,9999990,73773000,53159000,33900000,14383000,11512000,5058000,-38813000,-11221000,-36945000,0,0,0,None,None,None,None,0,0,None,0,None,90389000,-1440000,-12572000,OII
2021-09-30,USD,36496000,None,4,-28594000,-2003000,33800000,12488000,92659000,-24478000,-7370000,-10779000,-32453000,0,0,0,None,None,None,None,0,0,None,0,None,25630000,-1626000,-7370000,OII
2021-06-30,USD,50546000,None,None,44231000,-5404000,35800000,12629000,-74688000,1479000,6241000,-7150000,-30478000,0,0,0,None,None,None,None,0,0,None,0,None,41241000,426000,6241000,OII
2021-03-31,USD,-1723000,None,None,-4761000,2660000,36300000,10699000,11616000,10628000,-9365000,-5007000,-1806000,0,0,0,None,None,None,None,0,0,None,0,None,-9273000,-737000,-9365000,OII
2020-12-31,USD,104284000,None,None,7529000,267386000,47000000,14847000,213540000,-7287000,-25000000,-13876000,26000,0,0,0,None,None,None,None,0,0,None,0,None,93239000,2805000,480000,OII
2020-09-30,USD,26995000,None,None,1520000,-25579000,39500000,7980000,-24275000,-4882000,-79365000,-3397000,222000,0,0,0,None,None,None,None,0,0,None,0,None,-43365000,1448000,-79365000,OII
2020-06-30,USD,37518000,None,None,-769000,-49777000,38800000,10631000,-33421000,-5913000,-24788000,-8611000,-279000,0,0,0,None,None,None,None,0,0,None,0,None,13212000,-2579000,-24788000,OII
2020-03-31,USD,-32150000,None,None,-12822000,-27183000,356196000,27229000,-30303000,-8384000,-367598000,-26706000,-1668000,0,0,0,None,None,None,None,0,0,None,0,None,-66195000,-5671000,-367598000,OII
2019-12-31,USD,45402000,None,None,77761000,18829000,51000000,18837000,69190000,-22542000,-262912000,-14741000,21000,0,0,0,None,None,None,None,0,0,None,0,None,33332000,2650000,-254170000,OII
