fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,2468000000,None,None,None,None,709000000,1133000000,None,None,None,None,399000000,None,None,None,None,193000000,193000000,None,None,None,None,-133000000,None,None,None,-349000000,MT
2024-09-30,USD,1411000000,None,None,None,None,682000000,1051000000,None,None,None,None,-533000000,None,None,None,None,0,0,None,None,None,None,-277000000,None,None,None,287000000,MT
2024-06-30,USD,1073000000,None,None,None,None,635000000,2221000000,None,None,None,None,-614000000,None,None,None,None,200000000,200000000,None,None,None,None,-293000000,None,None,None,504000000,MT
2024-03-31,USD,973000000,None,None,None,None,1277000000,2221000000,None,None,None,None,-614000000,None,None,None,None,284000000,284000000,None,None,None,None,-890000000,None,None,None,1442000000,MT
2023-12-31,USD,-100000000,None,None,None,None,642000000,1236000000,None,1568000000,None,None,-1060000000,None,None,None,None,183820874,183820874,None,None,None,None,-597000000,None,None,None,938000000,MT
2023-09-30,USD,1281000000,None,None,None,None,662000000,1165000000,None,None,None,-4862000000,102000000,None,None,None,None,185000000,185000000,None,None,None,None,-38000000,None,None,None,929000000,MT
2023-06-30,USD,2087000000,None,None,None,None,680000000,1060000000,None,None,None,-3884000000,-1490000000,None,None,None,None,185000000,185000000,None,None,None,None,-227000000,None,None,None,1860000000,MT
2023-03-31,USD,949000000,None,None,None,None,630000000,938000000,None,None,None,-2869000000,-1349000000,None,None,None,None,0,0,None,None,None,None,-477000000,None,None,None,1096000000,MT
2022-12-31,USD,3634000000,None,None,None,None,1662000000,1500000000,None,-2062000000,None,-4483000000,1578000000,None,None,None,None,17000000,17000000,None,None,None,None,-288000000,None,None,None,261000000,MT
2022-09-30,USD,1981000000,None,None,None,None,628000000,784000000,None,916000000,None,-803000000,-219000000,None,None,None,None,332000000,332000000,None,None,None,None,-649000000,None,None,None,993000000,MT
2022-06-30,USD,2554000000,None,None,None,None,669000000,655000000,None,916000000,None,-1541000000,-1651000000,None,None,None,None,332000000,332000000,None,None,None,None,-1496000000,None,None,None,3923000000,MT
2022-03-31,USD,2034000000,None,None,None,None,647000000,529000000,None,916000000,None,-606000000,-185000000,None,None,None,None,332000000,332000000,None,None,None,None,-504000000,None,None,None,4125000000,MT
2021-12-31,USD,4154000000,None,None,None,None,494000000,1145000000,None,-8654000000,None,-1235000000,-2990000000,None,None,None,None,51000000,51000000,None,None,None,None,-1820000000,None,None,None,4045000000,MT
2021-09-30,USD,2442000000,None,None,None,None,590000000,675000000,None,-3167000000,None,509000000,-2740000000,None,None,None,None,28000000,28000000,None,None,None,None,-1703000000,None,None,None,4621000000,MT
2021-06-30,USD,2312000000,None,None,None,None,620000000,569000000,None,-8654000000,None,118000000,-3780000000,None,None,None,None,284000000,284000000,None,None,None,None,-997000000,None,None,None,4005000000,MT
2021-03-31,USD,997000000,None,None,None,None,601000000,619000000,None,-8654000000,None,268000000,-1388000000,None,None,None,None,284000000,284000000,None,None,None,None,-650000000,None,None,None,2285000000,MT
2020-12-31,USD,1416000000,None,None,None,None,1042000000,668000000,None,1529000000,None,-406000000,-2227000000,None,None,None,None,16000000,16000000,None,None,None,None,-487000000,None,None,None,1207000000,MT
2020-09-30,USD,1770000000,None,None,None,None,183000000,520000000,None,1786000000,None,-486000000,-401000000,None,None,None,None,55000000,55000000,None,None,None,None,-13000000,None,None,None,-261000000,MT
2020-06-30,USD,302000000,None,None,None,None,739000000,401000000,None,1786000000,None,-364000000,1516000000,None,None,None,None,7000000,7000000,None,None,None,None,-395000000,None,None,None,-559000000,MT
2020-03-31,USD,594000000,None,None,None,None,863000000,850000000,None,257000000,None,-755000000,-386000000,None,None,None,None,103000000,103000000,None,None,None,None,0,None,None,None,-1120000000,MT
2019-12-31,USD,2932000000,None,None,None,None,1632000000,815000000,None,1781000000,None,-1751000000,19000000,None,None,None,None,21000000,21000000,None,None,None,None,90000000,None,None,None,-1882000000,MT
2019-09-30,USD,328000000,None,None,None,None,766000000,941000000,None,846000000,None,-2073000000,659000000,None,None,None,None,61000000,61000000,None,None,None,None,-90000000,None,None,None,-539000000,MT
2019-06-30,USD,1786000000,None,None,None,None,1713000000,869000000,None,71000000,None,-1257000000,180000000,None,None,None,None,204000000,204000000,None,None,None,None,-90000000,None,None,None,-447000000,MT
2019-03-31,USD,971000000,None,None,None,None,883000000,947000000,None,-230000000,None,-693000000,-344000000,None,None,None,None,46000000,46000000,None,None,None,None,-90000000,None,None,None,414000000,MT
2018-12-31,USD,2170000000,None,None,None,None,938000000,1156000000,None,-2054000000,None,-1926000000,-411000000,None,None,None,None,32000000,32000000,None,None,None,None,226000000,None,None,None,1193000000,MT
2018-09-30,USD,634000000,None,None,None,None,1162000000,781000000,None,-4652000000,None,-601000000,-597000000,None,None,None,None,37000000,37000000,None,None,None,None,None,None,None,None,899000000,MT
2018-06-30,USD,1232000000,None,None,None,None,712000000,616000000,None,-4652000000,None,-556000000,352000000,None,None,None,None,101000000,101000000,None,None,None,None,None,None,None,None,1865000000,MT
2018-03-31,USD,160000000,None,None,None,None,797000000,752000000,None,-684000000,None,-676000000,-33000000,None,None,None,None,50000000,50000000,None,None,None,None,-226000000,None,None,None,1192000000,MT
2017-12-31,USD,2885000000,None,None,None,None,907000000,1036000000,None,-2347000000,None,-2830000000,-2167000000,None,None,None,None,141000000,141000000,None,None,None,None,None,None,None,None,1039000000,MT
2017-09-30,USD,763000000,None,None,None,None,690000000,637000000,None,-2347000000,None,-563000000,514000000,None,None,None,None,80000000,80000000,None,None,None,None,None,None,None,None,1205000000,MT
2017-06-30,USD,1214000000,None,None,None,None,722000000,566000000,None,-2347000000,None,-738000000,-744000000,None,None,None,None,40000000,40000000,None,None,None,None,None,None,None,None,1322000000,MT
2017-03-31,USD,-299000000,None,None,None,None,655000000,580000000,None,-2347000000,None,-598000000,666000000,None,None,None,None,40000000,40000000,None,None,None,None,None,None,None,None,1002000000,MT
2016-12-31,USD,1653000000,None,None,None,None,852000000,802000000,None,-2055000000,None,-1143000000,-468000000,None,None,None,None,7000000,7000000,None,None,None,None,3115000000,None,None,None,403000000,MT
2016-09-30,USD,876000000,None,None,None,None,693000000,535000000,None,-2055000000,None,-300000000,-741000000,None,None,None,None,7000000,7000000,None,None,None,None,None,None,None,None,680000000,MT
2016-06-30,USD,869000000,None,None,None,None,729000000,521000000,None,-2055000000,None,538000000,-1857000000,None,None,None,None,41000000,41000000,None,None,None,None,None,None,None,None,1112000000,MT
