fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,265000000,333000000,None,None,None,96000000,51000000,None,None,21000000,-120000000,-61000000,None,None,None,None,34000000,34000000,0,None,0,None,18000000,None,None,None,1000000,PARA
2024-06-30,USD,59000000,254000000,None,None,None,101000000,49000000,None,None,-5404000000,-69000000,-50000000,None,None,None,None,48000000,33000000,15000000,None,0,None,-1000000,None,None,None,-5413000000,PARA
2024-03-31,USD,260000000,297000000,None,None,None,100000000,51000000,None,None,-544000000,-128000000,-187000000,None,None,None,None,49000000,35000000,14000000,None,0,None,-17000000,None,None,None,-554000000,PARA
2023-12-31,USD,444000000,627000000,None,None,None,108000000,115000000,None,-15518000000,517000000,1286000000,-1097000000,None,None,None,None,53000000,38000000,15000000,None,0,None,-8000000,None,None,None,514000000,PARA
2023-09-30,USD,432000000,279000000,None,None,None,105000000,73000000,None,None,309000000,-117000000,-197000000,0,0,0,None,48000000,34000000,14000000,0,0,None,0,None,None,None,295000000,PARA
2023-06-30,USD,-23000000,207000000,None,None,None,105000000,69000000,None,None,-290000000,-138000000,-235000000,0,0,0,None,166000000,151000000,15000000,0,0,None,0,None,-396000000,None,-299000000,PARA
2023-03-31,USD,-378000000,328000000,None,None,None,100000000,71000000,None,None,-1112000000,-89000000,-312000000,0,0,0,None,180000000,166000000,14000000,0,0,None,0,None,-779000000,None,-1118000000,PARA
2022-12-31,USD,-107000000,599000000,None,None,None,123000000,130000000,-180000000,-17164000000,109000000,-143000000,-300000000,0,0,0,None,175000000,160000000,15000000,0,0,None,0,None,-550000000,None,21000000,PARA
2022-09-30,USD,-265000000,308000000,None,None,None,92000000,77000000,None,-17164000000,242000000,-125000000,-183000000,0,0,0,None,170000000,156000000,14000000,0,-89000000,None,0,None,-573000000,None,231000000,PARA
2022-06-30,USD,194000000,205000000,None,None,None,94000000,99000000,None,None,422000000,-178000000,-1227000000,0,0,0,None,172000000,157000000,15000000,0,50000000,None,0,None,-1211000000,None,419000000,PARA
2022-03-31,USD,397000000,336000000,None,None,None,96000000,52000000,None,None,441000000,-80000000,-1271000000,0,0,0,None,172000000,158000000,14000000,0,1028000000,None,0,None,-954000000,None,433000000,PARA
2021-12-31,USD,-699000000,617000000,None,None,None,101000000,123000000,179000000,-16584000000,2108000000,2411000000,-253000000,0,0,0,None,174000000,159000000,15000000,0,0,None,0,None,1459000000,None,2058000000,PARA
2021-09-30,USD,-139000000,311000000,None,None,None,95000000,93000000,None,-16584000000,551000000,-145000000,-250000000,0,0,0,None,171000000,156000000,15000000,0,0,None,0,None,613000000,None,538000000,PARA
2021-06-30,USD,68000000,245000000,None,None,None,95000000,76000000,None,-16584000000,1049000000,43000000,-372000000,0,0,0,None,151000000,151000000,0,0,13000000,None,0,None,1141000000,None,1036000000,PARA
2021-03-31,USD,1723000000,400000000,None,None,None,99000000,62000000,None,-16584000000,923000000,86000000,723000000,0,0,0,None,151000000,151000000,0,1672000000,25000000,None,3063000000,None,2532000000,None,911000000,PARA
2020-12-31,USD,-271000000,665000000,None,None,None,95000000,111000000,-68000000,-12170000000,829000000,325000000,-196000000,0,0,0,None,150000000,150000000,None,0,10000000,None,5000000,None,829000000,None,810000000,PARA
2020-09-30,USD,1414000000,400000000,None,None,None,98000000,81000000,None,-12170000000,627000000,-82000000,-543000000,-8000000,0,0,None,149000000,149000000,None,0,-5000000,None,0,None,673000000,None,615000000,PARA
2020-06-30,USD,795000000,262000000,None,None,None,124000000,81000000,None,-12170000000,726000000,-236000000,1128000000,-512000000,0,0,None,149000000,149000000,None,0,0,None,0,None,783000000,None,481000000,PARA
2020-03-31,USD,356000000,421000000,None,None,None,113000000,51000000,None,-12170000000,519000000,49000000,-479000000,-186000000,58000000,58000000,None,152000000,152000000,None,0,0,None,-58000000,None,-74000000,None,516000000,PARA
2019-12-31,USD,-459000000,874000000,None,None,None,457000000,259000000,None,-14215000000,-254000000,-144000000,344000000,649000000,43000000,43000000,None,390000000,149000000,None,None,0,None,-42000000,None,-254000000,None,-258000000,PARA
2019-09-30,USD,500000000,53000000,None,None,None,3000000,34000000,None,-14215000000,646000000,-131000000,-333000000,50000000,0,0,None,67000000,147000000,None,None,-1000000,None,3000000,None,271000000,None,630000000,PARA
2019-06-30,USD,260000000,53000000,None,None,None,3000000,33000000,None,-14215000000,983000000,-99000000,-209000000,0,0,0,None,68000000,149000000,None,None,0,None,0,None,387000000,None,977000000,PARA
2019-03-31,USD,929000000,205000000,None,None,None,3000000,27000000,None,-14215000000,1964000000,219000000,-1018000000,-674000000,14000000,14000000,None,70000000,150000000,None,None,493000000,None,-3000000,None,179000000,None,1959000000,PARA
2018-12-31,USD,2284000000,478000000,None,None,None,55000000,66000000,None,-830000000,900000000,-392000000,-1467000000,300000000,89000000,89000000,None,68000000,391000000,None,None,0,None,-85000000,None,647000000,None,887000000,PARA
2018-09-30,USD,137000000,19000000,None,None,None,56000000,37000000,None,None,899000000,-36000000,-171000000,4000000,103000000,103000000,None,68000000,68000000,None,None,0,None,-102000000,None,-70000000,None,886000000,PARA
2018-06-30,USD,326000000,8000000,None,None,None,56000000,32000000,None,None,957000000,-93000000,-128000000,153000000,208000000,208000000,None,69000000,69000000,None,None,0,None,-202000000,None,105000000,None,954000000,PARA
2018-03-31,USD,717000000,13000000,None,None,None,56000000,30000000,None,None,736000000,-90000000,-765000000,-462000000,186000000,186000000,None,71000000,71000000,None,None,0,None,-170000000,None,-138000000,None,728000000,PARA
2017-12-31,USD,1452000000,529000000,None,None,None,57000000,73000000,-268000000,-723000000,1104000000,543000000,-1991000000,318000000,0,0,None,72000000,392000000,None,None,884000000,None,10000000,None,111000000,None,-41000000,PARA
2017-09-30,USD,49000000,4000000,None,None,None,55000000,44000000,None,None,418000000,-265000000,211000000,327000000,266000000,266000000,None,73000000,73000000,None,None,0,None,-224000000,None,-5000000,None,592000000,PARA
2017-06-30,USD,219000000,6000000,None,None,None,56000000,41000000,None,None,397000000,-63000000,-147000000,233000000,314000000,314000000,None,74000000,74000000,None,None,0,None,-311000000,None,9000000,None,58000000,PARA
2017-03-31,USD,719000000,11000000,None,None,None,55000000,27000000,None,None,454000000,-89000000,-1082000000,-420000000,531000000,531000000,None,77000000,77000000,None,None,0,None,-495000000,None,-452000000,None,-252000000,PARA
2016-12-31,USD,379000000,49000000,None,None,None,37000000,71000000,36000000,-804000000,484000000,-159000000,223000000,417000000,1463000000,1463000000,None,79000000,79000000,None,None,-1000000,None,-1455000000,None,443000000,None,-113000000,PARA
2016-09-30,USD,55000000,158000000,None,None,None,61000000,46000000,None,None,514000000,-39000000,-13000000,-130000000,501000000,501000000,None,67000000,67000000,None,None,0,None,-498000000,None,3000000,None,478000000,PARA
2016-06-30,USD,223000000,58000000,None,None,None,63000000,41000000,None,None,423000000,-44000000,-414000000,163000000,500000000,500000000,None,69000000,69000000,None,None,0,None,-496000000,None,-235000000,None,423000000,PARA
2016-03-31,USD,1028000000,172000000,None,None,None,64000000,38000000,None,None,473000000,-98000000,-842000000,0,533000000,533000000,None,73000000,73000000,None,None,0,None,-527000000,None,88000000,None,473000000,PARA
2015-12-31,USD,771000000,366000000,None,None,None,65000000,89000000,None,-497000000,357000000,260000000,-841000000,-303000000,468000000,468000000,None,72000000,72000000,None,None,0,None,-463000000,None,190000000,None,261000000,PARA
2015-09-30,USD,-240000000,12000000,None,None,None,65000000,58000000,None,None,426000000,-64000000,117000000,-91000000,513000000,513000000,None,73000000,73000000,None,None,781000000,None,-499000000,None,-187000000,None,426000000,PARA
2015-06-30,USD,446000000,-101000000,None,None,None,66000000,29000000,None,None,332000000,-44000000,-413000000,394000000,783000000,783000000,None,75000000,75000000,None,None,0,None,-740000000,None,-11000000,None,332000000,PARA
2015-03-31,USD,417000000,117000000,None,None,None,68000000,17000000,None,None,394000000,2000000,-516000000,-616000000,1049000000,1049000000,None,80000000,80000000,None,None,1178000000,None,-969000000,None,-97000000,None,394000000,PARA
2014-12-31,USD,987000000,713000000,None,None,None,71000000,94000000,None,-213000000,707000000,-133000000,-604000000,185000000,765000000,765000000,None,78000000,78000000,None,None,-1000000,None,-719000000,None,250000000,None,413000000,PARA
2014-09-30,USD,-336000000,3000000,None,None,None,68000000,43000000,None,None,1649000000,-319000000,349000000,50000000,362000000,362000000,None,69000000,69000000,None,None,0,None,-317000000,None,-306000000,None,1639000000,PARA
2014-06-30,USD,123000000,-149000000,None,None,None,30000000,41000000,None,None,444000000,-84000000,134000000,-59000000,436000000,436000000,None,70000000,70000000,None,None,0,None,-320000000,None,173000000,None,439000000,PARA
2014-03-31,USD,501000000,159000000,None,None,None,112000000,36000000,None,None,468000000,-65000000,-522000000,-35000000,2032000000,2032000000,None,75000000,75000000,None,None,1570000000,None,-1956000000,None,-86000000,None,468000000,PARA
2013-12-31,USD,553000000,-336000000,None,None,None,391000000,130000000,None,48000000,470000000,-156000000,-226000000,134000000,321000000,321000000,None,72000000,72000000,None,None,0,None,-296000000,None,171000000,None,470000000,PARA
2013-09-30,USD,269000000,137000000,None,None,None,26000000,57000000,None,None,494000000,114000000,-439000000,-111000000,285000000,285000000,None,73000000,73000000,None,None,0,None,-262000000,None,-56000000,None,494000000,PARA
2013-06-30,USD,464000000,458000000,None,None,None,24000000,49000000,None,None,472000000,-176000000,-415000000,-98000000,290000000,290000000,None,74000000,74000000,None,None,0,None,-250000000,None,-127000000,None,472000000,PARA
