fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,452000000,None,None,None,None,157000000,267000000,None,-102000000,None,None,-227000000,None,None,None,None,68000000,68000000,None,None,None,None,None,None,None,None,70000000,ICL
2024-09-30,USD,408000000,None,None,None,None,140000000,159000000,None,-14000000,None,None,-107000000,None,None,None,None,63000000,63000000,None,None,None,None,None,None,None,None,127000000,ICL
2024-06-30,USD,316000000,None,None,None,None,152000000,140072823,None,57106734,None,None,-216320400,None,None,None,None,59000000,59000000,None,None,None,None,None,None,None,None,115000000,ICL
2024-03-31,USD,276503115,None,None,None,None,145684437,143702335,None,50543580,None,None,-226950585,None,None,None,None,60454086,60454086,None,None,None,None,None,None,None,None,108024514,ICL
2023-12-31,USD,441992179,None,None,None,None,153687299,268114993,None,57985035,None,None,-51287840,None,None,None,None,76372003,76372003,None,None,None,None,None,None,None,None,70527733,ICL
2023-09-30,USD,407000000,None,None,None,None,119000000,191000000,None,251000000,None,-189000000,-278000000,None,None,None,None,82000000,82000000,None,None,None,None,None,None,None,None,142000000,ICL
2023-06-30,USD,391000000,None,None,None,None,141000000,170000000,None,113000000,None,-205000000,-348000000,None,None,None,None,146000000,146000000,None,None,None,None,None,None,None,None,167000000,ICL
2023-03-31,USD,382000000,None,None,None,None,130000000,164000000,None,51000000,None,-205000000,-47000000,None,None,None,None,178000000,178000000,None,None,None,None,None,None,None,None,294000000,ICL
2022-12-31,USD,467000000,None,None,None,None,136000000,212000000,None,-72000000,None,-207000000,-355000000,None,None,None,None,314000000,314000000,None,None,None,None,None,None,None,None,342000000,ICL
2022-09-30,USD,606000000,None,None,None,None,121000000,184000000,None,-160000000,None,-176000000,-337000000,None,None,None,None,376000000,376000000,None,None,None,None,None,None,None,None,635000000,ICL
