fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1227007000,DADA
2024-09-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-197327000,DADA
2024-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-286231000,DADA
2024-03-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-327971000,DADA
2023-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1282389000,DADA
2023-09-30,CNY,33451028,None,None,None,None,16725514,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-165979000,DADA
2023-06-30,CNY,35945906,None,None,None,None,17972953,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-158727000,DADA
2023-03-31,CNY,38659904,None,None,None,None,19329952,3743000,None,297000,None,None,3054854000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-51219929,DADA
2022-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-370582000,DADA
2022-09-30,CNY,38882767,None,None,None,None,19441383,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-66294800,DADA
2022-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-578847000,DADA
2022-03-31,CNY,-2657580000,None,None,None,None,192567000,16880000,None,176000,None,None,-1554505000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1045242000,DADA
2021-12-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-577787000,DADA
2021-09-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-542661000,DADA
2021-06-30,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-640409000,DADA
2021-03-31,CNY,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-710270000,DADA
2020-12-31,CNY,-863667000,None,None,None,None,150187000,14426000,None,-14000,None,78517000,-100000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-534370000,DADA
2020-09-30,CNY,-288602000,None,None,None,None,49111000,4357000,None,248000,None,78517000,2983374000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-434029000,DADA
2020-06-30,CNY,-288602000,None,None,None,None,49111000,4357000,None,248000,None,78517000,2983374000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-457486000,DADA
2020-03-31,CNY,-244540000,None,None,None,None,51085000,9464000,None,427000,None,-4845000,100000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-279291000,DADA
2019-12-31,CNY,-356144000,None,None,None,None,54729000,3432000,None,-822000,None,-267460000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-541783000,DADA
2019-09-30,CNY,-244540000,None,None,None,None,160935000,28330000,None,None,None,-4845000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1127998000,DADA
2019-06-30,CNY,-244540000,None,None,None,None,None,0,None,None,None,-4845000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-316021000,DADA
2019-03-31,CNY,-255653000,None,None,None,None,53077000,3883000,None,3162000,None,363525000,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-336948000,DADA
2018-12-31,CNY,-1819355000,None,None,None,None,212241000,32861000,None,None,None,-415382000,3048112000,None,None,None,None,None,None,None,None,None,None,3412300000,None,None,None,-1878375000,DADA
