fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,1236000,971000,None,-201000,-2205000,2369000,1186000,-2079000,None,-7944000,-1186000,1355000,None,None,None,None,None,None,None,None,None,None,1000,None,None,None,-7944000,FLNT
2024-06-30,USD,-13067000,931000,None,-672000,2970000,2567000,1746000,1748000,None,-11627000,-1746000,9592000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-11627000,FLNT
2024-03-31,USD,-132000,759000,None,-1994000,-2862000,2571000,1796000,-3028000,6765000,-6276000,-1796000,-2218000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-6276000,FLNT
2023-12-31,USD,-1557000,3193000,None,-949000,6096000,2764000,1745000,8191000,None,-1899000,-1745000,-1407000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-1899000,FLNT
2023-09-30,USD,7644000,800000,None,-1865000,-11420000,2658000,1726000,-9564000,134000,-33627000,-1726000,-6388000,None,0,0,None,None,None,None,0,None,None,0,None,None,None,-33627000,FLNT
2023-06-30,USD,-2839000,770000,None,264000,5515000,3095000,1258000,1324000,-6899000,4251000,-1258000,-1487000,None,0,0,None,None,None,None,0,None,None,0,None,-5584000,None,4251000,FLNT
2023-03-31,USD,4890000,664000,None,6730000,-4460000,2359000,1134000,-6460000,None,-31943000,-2384000,-1486000,None,0,0,None,None,None,None,0,None,None,0,None,1020000,None,-31943000,FLNT
2022-12-31,USD,-5170000,2960000,None,-9045000,-3127000,3177000,1074000,-4211000,None,-67488000,-1139000,-1250000,None,0,0,None,None,None,None,0,None,None,0,None,-7559000,None,-67488000,FLNT
2022-09-30,USD,9081000,475000,None,-1492000,-10185000,3398000,1121000,-10319000,None,3113000,-1121000,-1250000,None,0,0,None,None,None,None,0,None,None,0,None,6710000,None,3113000,FLNT
2022-06-30,USD,-171000,386000,None,4258000,13015000,3332000,1127000,13040000,None,-56944000,-1127000,-1250000,None,0,0,None,None,None,None,0,None,None,0,None,-2548000,None,-56944000,FLNT
2022-03-31,USD,-1776000,301000,None,-3522000,-5565000,3307000,1078000,-5127000,None,-2013000,-2049000,-1698000,None,0,0,None,None,None,None,0,None,None,0,None,-5523000,None,-2013000,FLNT
2021-12-31,USD,19356000,2628000,None,-126000,-6037000,3231000,730000,-6362000,4724000,3830000,-730000,-1254000,None,0,0,None,None,None,None,0,None,None,0,None,17372000,None,3830000,FLNT
2021-09-30,USD,-6267000,316000,None,-679000,11254000,3200000,705000,10678000,3084000,-2452000,-705000,-2552000,None,0,0,None,None,None,None,0,None,None,0,None,748000,None,-2452000,FLNT
2021-06-30,USD,-5642000,325000,None,2167000,6529000,3366000,722000,8098000,-383000,-5179000,-722000,-1157000,None,0,0,None,None,None,None,0,None,None,136000,None,-1813000,None,-5179000,FLNT
2021-03-31,USD,4977000,772000,None,6354000,-3700000,3373000,836000,-4764000,-8457000,-6258000,-836000,7432000,None,0,0,None,None,None,None,0,None,None,934000,None,11573000,None,-6258000,FLNT
2020-12-31,USD,7437000,3146000,None,-853000,2617000,3810000,842000,3353000,6140000,178000,-842000,-902000,None,0,0,None,None,None,None,0,None,None,0,None,5693000,None,178000,FLNT
2020-09-30,USD,3029000,878000,None,-4151000,5292000,3906000,757000,4150000,3995000,1169000,-757000,-7096000,None,0,0,None,None,None,None,0,None,None,0,None,5075000,None,1169000,FLNT
2020-06-30,USD,10079000,952000,None,-3311000,-5255000,3853000,616000,-5793000,448000,452000,-2042000,-905000,None,0,0,None,None,None,None,0,None,None,0,None,4305000,None,452000,FLNT
2020-03-31,USD,-247000,1148000,None,-5334000,416000,3733000,632000,280000,-1637000,408000,-632000,-4714000,None,1300000,1300000,None,None,None,None,0,None,None,-1300000,None,-5593000,None,408000,FLNT
2019-12-31,USD,-597000,1807000,None,4140000,15958000,3675000,749000,15638000,2969000,956000,-749000,-4203000,None,1792000,1792000,None,None,None,None,0,None,None,0,None,-5549000,None,956000,FLNT
2019-09-30,USD,13502000,600000,None,3900000,-6318000,3642000,1091000,-5902000,-737000,-4463000,-8337000,-2773000,None,None,None,None,None,None,None,0,None,None,0,None,-1421000,None,-4463000,FLNT
2019-06-30,USD,7948000,1408000,None,72000,1792000,3306000,1130000,1871000,1246000,715000,-1130000,-3689000,None,None,None,None,None,None,None,0,None,None,0,None,4661000,None,715000,FLNT
2019-03-31,USD,5165000,1402000,None,-1421000,-4007000,3317000,1742000,-4629000,-5551000,1045000,-1742000,-2485000,None,None,None,None,None,None,None,0,None,None,0,None,938000,None,1045000,FLNT
2018-12-31,USD,6837000,1498000,None,138000,8968000,3153000,372000,8926000,6101000,1643000,-372000,-4577000,None,None,None,None,None,None,None,0,None,None,-9000,None,1888000,None,1643000,FLNT
2018-09-30,USD,12038000,1589000,None,-1038000,2064000,3352000,498000,2117000,4583000,4462000,-498000,-4247000,None,None,None,None,None,None,None,0,None,None,0,None,7293000,None,4462000,FLNT
2018-06-30,USD,7561000,1664000,None,210000,2480000,3338000,405000,3920000,1634000,2645000,-405000,-2456000,None,None,None,None,None,None,None,0,None,None,0,None,4700000,None,2645000,FLNT
2018-03-31,USD,-2952000,1678000,None,1118000,-1055000,3331000,199000,-2127000,-5168000,-26682000,-21313000,13069000,None,None,None,None,None,None,None,0,None,None,13392000,None,-11196000,None,-26682000,FLNT
2017-12-31,USD,5447000,1766000,None,-961000,409000,3319000,1471000,448000,1213000,-2387000,-1471000,2491000,None,None,None,None,None,None,None,0,None,None,0,None,6306000,None,-5977000,FLNT
2017-09-30,USD,-5681000,1745000,None,-3937000,5240000,3297000,2388000,6044000,1655000,-14095000,-2388000,-856000,None,None,None,None,None,None,None,0,None,None,0,None,-8925000,None,-14095000,FLNT
2017-06-30,USD,555000,1948000,None,4201000,6156000,3234000,1928000,5544000,7692000,-20409000,-1928000,-1393000,None,None,None,None,None,None,None,0,None,None,0,None,-2766000,None,-20409000,FLNT
2017-03-31,USD,2192000,1247000,None,-2463000,-2841000,3205000,2340000,-3046000,-719000,-12725000,-2340000,12073000,None,None,None,None,None,None,None,0,None,None,0,None,11925000,None,-12725000,FLNT
2016-12-31,USD,-2287000,0,None,-1551000,1792000,3519000,2224000,2532000,-1863000,-5653000,-2524000,4505000,None,None,None,None,None,None,None,5355000,None,None,5955000,None,-306000,None,-5386000,FLNT
2016-09-30,USD,3244000,1285000,None,5264000,4436000,3507000,2223000,4170000,428000,-9744000,-2973000,-1109000,None,None,None,None,None,None,None,60000,None,None,60000,None,-838000,None,-9744000,FLNT
2016-06-30,USD,689000,1234000,None,-649000,-767000,2996000,2939000,-203000,-298000,-7184000,-3315000,3721000,None,None,None,None,None,None,None,0,None,None,0,None,1095000,None,-7184000,FLNT
2016-03-31,USD,453000,1276000,None,-16000,-364000,2609000,2995000,-666000,-667000,-6772000,-3214000,-563000,None,None,None,None,None,None,None,0,None,None,0,None,-3324000,None,-6772000,FLNT
2015-12-31,USD,-3865000,0,None,1830000,2101000,708000,1019000,615000,-1506000,-34598000,-94295000,102544000,None,None,None,None,None,None,None,49780000,None,None,49780000,None,4384000,None,-32639000,FLNT
2015-09-30,USD,-2299000,3000,None,372000,153000,57000,1103000,106000,-75000,-4000000,-1103000,9400000,None,None,None,None,None,None,None,None,None,None,None,None,5998000,None,-4789000,FLNT
2015-06-30,USD,-2630000,0,None,16000,182000,41000,1712000,5000,-580000,-45453000,-1583000,0,None,None,None,None,None,None,None,None,None,None,None,None,-4216000,None,-45470000,FLNT
2015-03-31,USD,-1879000,0,None,-128000,544000,35000,143000,167000,8000,-1654000,3176000,0,None,None,None,None,None,None,None,None,None,None,None,None,1300000,3000,-1637000,FLNT
2014-12-31,USD,-474000,None,None,713000,-457000,44000,548000,None,None,-3501000,-24896000,10456000,None,None,None,None,None,None,None,None,None,None,None,None,3758000,None,-610000,FLNT
2014-09-30,USD,-32000,None,None,None,None,None,None,None,None,-32000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-32000,None,-32000,FLNT
