fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,90518000,13310000,None,8707000,19262000,15697000,13545000,11914000,-836000,75776000,-18517000,-56453000,0,57821000,57821000,None,7487000,7487000,None,None,0,None,-46509000,None,None,None,75776000,CHE
2024-06-30,USD,77517000,18551000,None,-8736000,11536000,15713000,11062000,7767000,13000,70887000,-93489000,-74475000,-13634000,55768000,55768000,None,6057000,6057000,None,None,0,None,-54416000,None,None,None,70887000,CHE
2024-03-31,USD,84549000,12453000,None,-5809000,3687000,15808000,12163000,-5345000,-1302000,65017000,-19385000,-15772000,-2115000,38460000,38460000,None,6050000,6050000,None,None,0,None,-1218000,None,None,None,65017000,CHE
2023-12-31,USD,108563000,88946000,0,7277000,15162000,15539000,16163000,13645000,-507000,90053000,-11670000,-6085000,-433000,39928000,39928000,None,6056000,6056000,None,None,0,None,3987000,None,None,None,90053000,CHE
2023-09-30,USD,28927000,12297000,300000,-9845000,54520000,15379000,11655000,47943000,827000,74958000,-15438000,-263000,0,14344000,14344000,None,6034000,6034000,None,0,0,None,-9742000,None,None,None,74958000,CHE
2023-06-30,USD,132317000,12387000,None,17448000,-32243000,15148000,16400000,-34418000,1021000,53377000,-16521000,-13926000,0,0,0,None,5727000,5727000,None,0,0,None,14570000,None,101870000,None,53377000,CHE
2023-03-31,USD,60492000,12668000,None,322000,15646000,14799000,17020000,14318000,391000,54121000,-17013000,-59551000,0,0,0,None,5685000,5685000,None,0,0,None,25680000,None,-16072000,None,54121000,CHE
2022-12-31,USD,100199000,81519000,None,43594000,20597000,14608000,22802000,18580000,-198000,62126000,-19488000,-14366000,-17419000,12976000,12976000,None,5626000,5626000,None,0,5300000,None,14864000,None,None,None,62126000,CHE
2022-09-30,USD,52017000,12477000,None,-7132000,31421000,14674000,13456000,-15279000,-227000,56873000,-14279000,-39597000,3819000,24325000,24325000,None,5669000,5669000,None,0,21400000,None,-20066000,None,-1859000,None,56873000,CHE
2022-06-30,USD,56580000,12684000,None,-21621000,14656000,15234000,12961000,18723000,156000,66456000,-11687000,-53413000,8767000,49420000,49420000,None,5400000,5400000,None,0,173600000,None,-44243000,None,-8520000,None,66456000,CHE
2022-03-31,USD,101090000,12489000,None,-3844000,-20716000,14656000,12649000,-19610000,431000,64169000,-13948000,-101877000,-7051000,27794000,27794000,None,5322000,5322000,None,0,21500000,None,-20102000,None,-14735000,None,64169000,CHE
2021-12-31,USD,63570000,113027000,None,-2550000,16531000,14350000,14384000,17678000,1715000,74625000,-14045000,-45373000,8830000,245662000,245662000,None,5559000,5559000,None,0,208800000,None,-227732000,None,4152000,None,74625000,CHE
2021-09-30,USD,112988000,12895000,None,31024000,9385000,14354000,10868000,-4525000,983000,72003000,-10410000,-165955000,0,163731000,163731000,None,5593000,5593000,None,0,0,None,-161999000,None,86357000,None,72003000,CHE
2021-06-30,USD,25320000,14001000,None,-32754000,24564000,16122000,15907000,18051000,634000,56522000,-15879000,-127477000,0,125542000,125542000,None,5427000,5427000,None,0,0,None,-120382000,None,72644000,None,56522000,CHE
2021-03-31,USD,106719000,21340000,None,5785000,-22219000,14225000,17697000,-22773000,-318000,65400000,-17423000,-41815000,0,41107000,41107000,None,5437000,5437000,None,0,0,None,-30081000,None,47481000,None,65400000,CHE
2020-12-31,USD,86877000,76084000,0,4049000,17912000,14346000,19123000,15220000,-451000,113752000,-15962000,-21005000,0,28471000,28471000,None,5440000,5440000,None,0,0,None,-9587000,None,49910000,None,113752000,CHE
2020-09-30,USD,124590000,12426000,None,2484000,-12521000,14225000,10419000,-21297000,79000,67722000,-10220000,-21981000,0,24975000,24975000,None,5401000,5401000,None,0,0,None,-12917000,None,81947000,None,67722000,CHE
2020-06-30,USD,188496000,12939000,None,41356000,9007000,14147000,12354000,-427000,154000,82101000,-13885000,-183186000,0,21913000,21913000,None,5108000,5108000,None,0,800000,None,-11714000,None,96248000,None,82101000,CHE
2020-03-31,USD,89326000,12028000,None,-2945000,-12677000,13865000,19897000,-6269000,-149000,55891000,-21493000,-45040000,-9849000,100235000,100235000,None,5130000,5130000,None,0,174100000,None,-90994000,None,22793000,None,55891000,CHE
2019-12-31,USD,63604000,59476000,0,3346000,30386000,14095000,149271000,29805000,108000,65580000,-13098000,-53414000,3608000,20705000,20705000,None,5131000,5131000,None,0,82200000,None,-9708000,None,-2908000,None,65580000,CHE
2019-09-30,USD,128738000,10605000,0,38177000,-18126000,10588000,11441000,-27171000,1018000,58947000,-149213000,26218000,-9245000,0,0,None,5090000,5090000,None,0,177900000,None,6866000,None,58930000,None,58947000,CHE
2019-06-30,USD,35322000,10214000,0,-16617000,18507000,10293000,14446000,16532000,21000,50729000,-14515000,-26252000,15013000,22676000,60756000,None,4768000,4768000,None,0,97700000,None,-56066000,None,50808000,None,50729000,CHE
2019-03-31,USD,73585000,9987000,6000000,16026000,5691000,10229000,13866000,81000,610000,44667000,-13934000,-55714000,-13303000,49250000,11170000,None,4799000,4799000,None,0,125100000,None,657000,None,3937000,None,44667000,CHE
2018-12-31,USD,56530000,None,None,-11946000,7379000,10125000,69329000,10207000,-78000,54328000,-56276000,-62882000,13776000,36908000,2785000,None,4812000,4812000,None,0,41400000,None,6548000,None,-62628000,None,54328000,CHE
2018-09-30,USD,109572000,None,None,43114000,-5448000,9692000,12682000,-10694000,67000,51249000,-23735000,-31046000,-14596000,37672000,3741000,None,4834000,4834000,None,0,69800000,None,-871000,None,54791000,None,51249000,CHE
2018-06-30,USD,55843000,None,None,-9373000,10632000,9752000,11224000,7648000,422000,54971000,-11297000,-45564000,5960000,3179000,14645000,None,4483000,4483000,None,0,224050000,None,-3359000,None,-1018000,None,54971000,CHE
2018-03-31,USD,65193000,None,None,9489000,1567000,9294000,12648000,-1591000,-60000,44996000,-13917000,-48711000,-6671000,81125000,6377000,None,4533000,4533000,None,0,134300000,None,2546000,None,2565000,None,44996000,CHE
