fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,253995000,None,None,-15383000,180566000,6064000,3793000,217395000,None,1847475000,31791000,-183066000,None,100198000,100198000,None,None,None,None,None,None,None,-98331000,None,None,None,1847475000,PINS
2024-09-30,USD,29798000,None,None,42379000,36840000,5017000,4417000,-27346000,None,29798000,-271408000,-614800000,None,500000000,0,None,None,None,None,None,None,None,0,None,None,None,30556000,PINS
2024-03-31,USD,356146000,None,None,23432000,-190948000,4861000,12113000,-201188000,None,-24812000,-3119000,-82952000,None,0,0,None,None,None,None,None,None,None,16756000,None,None,None,-24812000,PINS
2023-12-31,USD,258280000,None,None,5552000,119675000,5324000,4283000,140085000,-41071000,201178000,21719000,-87501000,None,0,0,None,None,None,None,None,None,None,3592000,None,None,None,201178000,PINS
2023-09-30,USD,108505000,None,None,-29338000,56784000,4902000,980000,77524000,None,6733000,-40236000,-79275000,None,0,0,None,None,None,None,None,None,None,1448000,None,None,None,6733000,PINS
2023-06-30,USD,62719000,None,None,-14727000,72971000,5071000,810000,55696000,None,-34942000,-32639000,-501403000,None,430524000,430524000,None,None,None,None,None,None,None,-429708000,None,-471323000,None,-34942000,PINS
2023-03-31,USD,183457000,None,None,-80799000,-186750000,6212000,1990000,-192523000,None,-208579000,14163000,-158584000,None,69476000,69476000,None,None,None,None,None,None,None,-67076000,None,39036000,None,-208579000,PINS
2022-12-31,USD,58290000,None,None,23811000,165193000,19605000,1053000,172939000,None,-18800000,-66096000,-55377000,None,0,0,None,None,None,None,None,None,None,8075000,None,-63183000,None,17491000,PINS
2022-09-30,USD,77455000,None,None,-9649000,6697000,10529000,8015000,-206000,None,-65181000,13680000,-59677000,None,0,0,None,None,None,None,None,None,None,727000,None,31458000,None,-65181000,PINS
2022-06-30,USD,120068000,None,None,73490000,59098000,9135000,13014000,36326000,None,-43076000,-125233000,-34909000,None,0,0,None,None,None,None,None,None,None,3044000,None,-40074000,None,-43076000,PINS
2022-03-31,USD,213389000,None,None,-49080000,-171918000,7220000,6902000,-180203000,None,-5281000,49404000,1036000,None,0,0,None,None,None,None,None,None,None,1036000,None,263829000,None,-5281000,PINS
2021-12-31,USD,211772000,None,None,-2950000,143481000,7201000,3694000,149895000,None,174699000,-29659000,4275000,None,None,None,None,None,None,None,None,None,None,4275000,None,186388000,None,174699000,PINS
2021-09-30,USD,165742000,None,None,-2294000,40452000,6762000,1909000,37653000,-2633210000,93996000,50697000,2952000,None,None,None,None,None,None,None,None,None,None,4702000,None,93996000,None,93996000,PINS
2021-06-30,USD,104814000,None,None,-4063000,96129000,6754000,2177000,77878000,-2426590000,69417000,-11838000,5591000,None,None,None,None,None,None,None,None,None,None,5591000,None,69417000,None,69417000,PINS
2021-03-31,USD,270579000,None,None,7581000,-176473000,6783000,1251000,-176564000,-2240530000,-21674000,-35058000,9344000,None,None,None,None,None,None,None,None,None,None,9344000,None,244865000,None,-21674000,PINS
2020-12-31,USD,100696000,None,None,11288000,217194000,7814000,3369000,227506000,4421000,207841000,-98902000,13290000,None,None,None,None,None,None,None,None,None,None,13290000,None,15084000,None,207841000,PINS
2020-09-30,USD,-92637000,None,None,26043000,128215000,8943000,2707000,129211000,18474000,-94220000,-164550000,30486000,None,None,None,None,None,None,None,None,None,None,32243000,None,-94220000,None,-94220000,PINS
2020-06-30,USD,-36523000,None,None,4329000,11251000,8485000,4320000,-2553000,-27794000,-100748000,157994000,-395000,None,None,None,None,None,None,None,None,None,None,12402000,None,-100748000,None,-100748000,PINS
2020-03-31,USD,57290000,None,None,-2292000,-107615000,11746000,7005000,-100991000,-11486000,-141196000,57835000,-23743000,None,None,None,None,None,None,None,None,None,None,20347000,None,91382000,None,-141196000,PINS
2019-12-31,USD,9558000,None,None,21496000,97892000,8295000,13350000,106555000,18659000,-35718000,-383722000,-9476000,None,None,None,None,None,None,None,None,None,None,40600000,None,-383640000,None,-35718000,PINS
2019-09-30,USD,7474000,None,None,-469000,2612000,7293000,8519000,7284000,-6922000,-124732000,-258077000,-123450000,None,None,None,None,None,None,None,None,None,None,42000,None,-124732000,None,-124732000,PINS
2019-06-30,USD,-49497000,None,None,17042000,48398000,6507000,8208000,41714000,5011000,-1159501000,59120000,1264293000,None,None,None,None,None,None,None,None,None,None,1573792000,None,-1159501000,None,-1159501000,PINS
2019-03-31,USD,33122000,None,None,5457000,-61839000,5696000,3706000,-61329000,-6092000,-41420000,-3822000,-3169000,None,None,None,None,None,None,None,None,None,None,110000,None,26131000,None,-41420000,PINS
