fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,9100000,None,None,4900000,9100000,7100000,2400000,None,None,-11100000,-5900000,-7500000,None,3600000,3600000,None,3100000,3100000,0,None,None,None,-3400000,None,None,None,-11100000,EEX
2024-06-30,USD,9800000,None,None,-20600000,2400000,7000000,2700000,None,None,-2800000,-2800000,-600000,None,0,0,None,0,None,0,None,None,None,400000,None,None,None,-2800000,EEX
2024-03-31,USD,7300000,None,None,11800000,-6200000,7100000,2500000,None,None,11000000,-14100000,-10600000,None,1800000,1800000,None,0,8600000,8600000,None,None,None,-900000,None,None,None,11000000,EEX
2023-12-31,USD,15600000,None,None,24900000,-900000,9800000,2100000,None,-2200000,-17900000,-2100000,-9600000,None,0,0,None,8600000,8600000,8600000,None,None,None,100000,None,None,None,-17900000,EEX
2023-09-30,USD,8500000,None,None,-15200000,7800000,8800000,3000000,None,-13300000,10700000,-3000000,-9900000,0,0,0,None,8600000,8600000,8600000,0,0,0,100000,None,None,None,10700000,EEX
2023-06-30,USD,7300000,None,None,-10700000,2700000,12900000,2700000,None,-12600000,-8100000,-2700000,-17200000,0,0,0,None,0,8600000,0,0,0,0,0,None,None,None,-8100000,EEX
2023-03-31,USD,8900000,None,None,6100000,-7300000,13500000,3700000,-28100000,28100000,7100000,-13200000,-17500000,0,16900000,16900000,None,0,8600000,0,0,0,0,-16900000,None,-21800000,None,7100000,EEX
2022-12-31,USD,-23600000,None,None,-51100000,-1700000,16500000,2800000,7900000,None,22400000,-2800000,-100600000,0,200000,200000,None,297500,297500,None,0,0,0,-200000,None,-127000000,None,22400000,EEX
2022-09-30,USD,153500000,None,None,50900000,600000,14700000,2600000,-3200000,None,93000000,38200000,-7300000,0,5900000,5900000,None,None,None,None,0,0,0,-5900000,None,184400000,None,93000000,EEX
2022-06-30,USD,12200000,None,None,7300000,7300000,14000000,1700000,-39800000,None,-700000,-80100000,-4800000,0,3400000,3400000,None,None,None,None,0,0,0,-3300000,None,23200000,None,-700000,EEX
2022-03-31,USD,33000000,None,None,31600000,-1300000,14300000,3200000,-39800000,None,16100000,-3200000,-6600000,0,900000,900000,None,None,None,None,0,0,0,-900000,None,23200000,None,-48000000,EEX
2021-12-31,USD,53700000,None,None,29400000,3300000,11500000,2500000,0,-17200000,-8900000,-120800000,-5300000,0,1700000,1700000,None,75000,75000,None,0,0,0,-1700000,None,-14400000,None,-14400000,EEX
2021-09-30,USD,9600000,None,None,-16500000,-4900000,12200000,1800000,0,17500000,-9000000,-1800000,-7000000,0,5600000,5600000,None,None,None,None,0,0,0,-5600000,None,5600000,None,-9000000,EEX
2021-06-30,USD,25100000,None,None,50600000,-6500000,12100000,1300000,-2400000,1200000,-46500000,-8300000,-7600000,0,4200000,4200000,None,None,None,None,0,0,0,-4100000,None,-31600000,None,-46500000,EEX
2021-03-31,USD,1600000,None,None,18900000,-6100000,11800000,1000000,-15400000,-9700000,-15300000,-1000000,-2300000,0,900000,900000,None,None,None,None,0,0,0,-900000,None,-1700000,None,-15300000,EEX
2020-12-31,USD,5600000,None,None,-12300000,8200000,11400000,900000,8300000,-8900000,-33900000,-34200000,-2800000,0,800000,1000000,None,0,5325000,None,0,0,0,-1000000,None,-33500000,None,-33500000,EEX
2020-09-30,USD,-20100000,None,None,-30300000,-22200000,12200000,800000,-23700000,-3900000,-15300000,-800000,129000000,0,0,6300000,None,0,5000,None,100000,0,136600000,130400000,None,-1600000,None,-15300000,EEX
2020-06-30,USD,-31400000,None,None,-5900000,34000000,12200000,1200000,8900000,None,9900000,-1200000,201200000,-100000000,0,10900000,None,0,5400000,None,0,50000000,None,252600000,None,23200000,None,9900000,EEX
2020-03-31,USD,8800000,None,None,-88700000,-16000000,12800000,1100000,-900000,None,-594300000,-1100000,32700000,-5000000,100000,100000,None,5400000,5400000,None,100000,45000000,None,0,None,40400000,None,-570100000,EEX
2019-12-31,USD,16200000,41400000,None,18900000,11300000,12700000,2100000,17500000,None,-68200000,-14900000,-5300000,-6000000,3900000,3900000,None,5300000,5300000,None,1400000,10000000,None,-6800000,None,-119600000,None,-68200000,EEX
2019-09-30,USD,11600000,1000000,None,-5600000,-700000,12900000,900000,-1200000,None,-19700000,-900000,-9500000,-5000000,3800000,3800000,None,5400000,5400000,None,100000,0,None,-3700000,None,-1700000,None,-19700000,EEX
2019-06-30,USD,28400000,None,None,-24100000,2700000,13200000,600000,18600000,None,11400000,-600000,-26300000,-20000000,500000,500000,None,5400000,5400000,None,1000000,0,None,500000,None,24600000,None,11400000,EEX
2019-03-31,USD,11600000,None,None,-3100000,-9200000,13200000,300000,-31500000,None,26500000,-300000,-20900000,-15000000,100000,100000,None,5200000,5200000,None,1800000,0,None,1700000,None,-9600000,None,26500000,EEX
2018-12-31,USD,35400000,None,None,-18100000,4400000,12600000,300000,24600000,None,-90000000,-43700000,15000000,0,19400000,19400000,None,5300000,5300000,None,1200000,0,None,-18200000,None,6700000,None,-90000000,EEX
2018-09-30,USD,14100000,None,None,2000000,-1300000,11400000,500000,-6800000,None,20900000,-28300000,-6500000,0,0,0,None,5300000,5300000,None,5300000,0,None,200000,None,32300000,None,20900000,EEX
2018-06-30,USD,33800000,None,None,4000000,1300000,11400000,2200000,24400000,None,5900000,-2200000,-24100000,0,0,0,None,5300000,5300000,None,None,0,None,2600000,None,17300000,None,5900000,EEX
2018-03-31,USD,20600000,None,None,2100000,-8100000,11400000,500000,-41200000,None,38100000,-500000,-4000000,0,0,0,None,5100000,5100000,None,None,0,None,2500000,None,16100000,None,38100000,EEX
2017-12-31,USD,41700000,None,None,22243000,8258000,10900000,2279000,None,None,40300000,-39300000,-5500000,-18000000,0,None,None,5100000,5092000,None,None,18000000,None,5325000,None,-3079000,None,40300000,EEX
2017-09-30,USD,10700000,None,None,-9421000,-3348000,10900000,145000,-26381000,None,19200000,-100000,-6500000,None,0,None,None,5100000,5054000,None,None,0,None,-76000,None,4076000,None,19200000,EEX
2017-06-30,USD,-15616000,None,None,9717000,2659000,10800000,291000,14814000,None,-6047000,-16682000,-18817000,None,0,None,None,5000000,5054000,None,None,10000000,None,159117000,None,-5897000,None,-6100000,EEX
2017-03-31,USD,53387000,None,None,-10339000,-12169000,10600000,285000,-27313000,None,28114000,-39418000,11517000,None,0,None,None,0,None,None,None,15000000,None,None,None,900000,None,28300000,EEX
