fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,206000000,None,None,None,None,109600000,None,None,None,76500000,-285300000,-18600000,0,100000,100000,None,20900000,20900000,None,None,-1400000,None,32000000,None,None,None,76500000,GATX
2024-09-30,USD,160200000,None,None,None,None,108000000,820600000,None,None,89000000,-432400000,-50200000,0,12900000,12900000,None,20900000,20900000,None,None,12000000,None,-12900000,None,None,None,89000000,GATX
2024-06-30,USD,138300000,None,None,None,None,103200000,442000000,None,None,44400000,-387400000,594300000,0,4300000,4300000,None,21000000,21000000,None,None,727600000,None,-4300000,None,None,None,44400000,GATX
2024-03-31,USD,97600000,None,None,None,None,100600000,378600000,None,None,74300000,-311600000,245000000,0,4600000,4600000,None,22000000,22000000,None,None,557400000,None,-4600000,None,None,None,74300000,GATX
2023-12-31,USD,120300000,None,None,None,None,102300000,427500000,None,None,66000000,-358700000,484200000,-2100000,2600000,2600000,None,19900000,19900000,None,None,510800000,None,0,None,None,None,66000000,GATX
2023-09-30,USD,141700000,None,None,None,None,100100000,363900000,None,None,52500000,-316000000,61000000,1800000,0,0,None,19900000,19900000,None,None,323800000,None,0,None,None,None,52500000,GATX
2023-06-30,USD,163400000,None,None,None,None,96100000,363900000,None,None,63300000,-421700000,397200000,-9600000,0,0,None,19900000,19900000,None,None,420000000,None,0,None,138900000,None,63300000,GATX
2023-03-31,USD,95000000,None,None,None,None,93600000,363900000,None,None,77400000,-122900000,-98300000,2800000,0,0,None,20900000,20900000,None,None,165400000,None,0,None,-126200000,None,77400000,GATX
2022-12-31,USD,180900000,None,None,None,None,93100000,367900000,None,None,48400000,-467000000,-8400000,-700000,0,0,None,18700000,18700000,None,None,10500000,None,30900000,None,None,None,48400000,GATX
2022-09-30,USD,136100000,None,None,None,None,88700000,203400000,None,None,29100000,-130400000,413800000,-2700000,8000000,8000000,None,18700000,18700000,None,None,442700000,None,-8000000,None,None,None,29100000,GATX
