fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,CNY,156554000,None,None,None,None,None,0,None,None,None,None,-74780000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,165654000,RLX
2024-06-30,CNY,196764000,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,132314000,RLX
2024-03-31,CNY,196764000,None,None,None,None,96601000,28221000,None,-39054000,None,None,-768990000,None,None,None,None,None,None,None,None,None,None,-996628000,None,None,None,213477000,RLX
2023-12-31,CNY,4020000,None,None,None,None,None,0,None,None,None,None,-472885000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,131907999,RLX
2023-09-30,CNY,320598000,None,None,None,None,96601000,28221000,None,-39054000,None,967342000,-768990000,None,None,None,None,92384000,92384000,None,None,None,None,-996628000,None,None,None,213477000,RLX
2023-06-30,CNY,67452000,None,None,None,None,None,0,None,None,None,967342000,-229492000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,170988000,RLX
2023-03-31,CNY,-248866000,None,None,None,None,159092000,38638000,None,179694000,None,967342000,-150647000,None,None,None,None,640000,640000,None,None,None,None,-500370000,None,None,None,703451000,RLX
2022-12-31,CNY,-230686000,None,None,None,None,159092000,38638000,None,179694000,None,-4133040000,4346000,None,None,None,None,640000,640000,None,None,None,None,-476508000,None,None,None,-56305000,RLX
2022-09-30,CNY,-1016862000,None,None,None,None,164459000,38638000,None,278493000,None,211064000,-19822000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,503357000,RLX
2022-06-30,CNY,1444388000,None,None,None,None,None,0,None,None,None,-4145885000,-145189000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,461061000,RLX
2022-03-31,CNY,465738000,None,None,None,None,108772000,130940000,None,-349036000,None,-950764000,-127516000,None,None,None,None,325447000,325447000,None,None,None,None,None,None,None,None,493524000,RLX
2021-12-31,CNY,308169000,None,None,None,None,108772000,130940000,None,-349036000,None,-1397519000,-161612000,None,None,None,None,325447000,325447000,None,None,None,None,None,None,None,None,705281000,RLX
2021-09-30,CNY,-142852000,None,None,None,None,113546000,130940000,None,-349036000,None,-38534000,389000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,973915000,RLX
2021-06-30,CNY,649441000,None,None,None,None,113546000,130940000,None,-349036000,None,-3620360000,-6174000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,824304000,RLX
2021-03-31,CNY,1290121000,None,None,None,None,14663000,4220000,None,-190700000,None,-2814247000,-1200659000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-236745000,RLX
2020-12-31,CNY,1290121000,None,None,None,None,14663000,4220000,None,-190700000,None,829504000,-1200659000,None,None,None,None,0,0,None,None,None,None,None,None,None,None,-236745000,RLX
2020-09-30,CNY,798828000,None,None,None,None,14060000,13234000,None,-190700000,None,829504000,324272000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7834000,RLX
2020-06-30,CNY,570525000,None,None,None,None,None,0,None,None,None,None,234948000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,88711000,RLX
2020-03-31,CNY,-70091000,None,None,None,None,14663000,3267000,None,-190700000,None,-1067102000,816320000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12099000,RLX
2019-12-31,CNY,23549000,None,None,None,None,8718000,75481000,None,-110457000,None,-447678000,584205000,None,None,None,None,0,0,None,None,None,None,None,None,None,None,-50299000,RLX
2019-09-30,CNY,23549000,None,None,None,None,8718000,70610000,None,-110457000,None,-447678000,584205000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,37520000,RLX
