fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-11-30,USD,685200000,None,None,None,5500000,119300000,228400000,-32900000,68900000,1302700000,-240600000,-434800000,382000000,218900000,218900000,None,230200000,182700000,None,None,0,None,-201100000,None,None,None,615900000,STZ
2024-08-31,USD,1181800000,None,None,114100000,-68500000,109600000,327800000,-22800000,-62000000,-2517000000,-480200000,-711000000,-285100000,249200000,249200000,None,183300000,183300000,None,None,0,None,-225500000,None,None,None,-1199000000,STZ
2024-05-31,USD,690500000,None,None,-35000000,172100000,111900000,375300000,63400000,47300000,1813600000,-377400000,-393000000,551800000,200000000,200000000,None,185300000,185300000,None,None,0,None,-175300000,None,None,None,877000000,STZ
2024-02-29,USD,433200000,None,None,-152800000,53000000,106400000,357200000,-66300000,91900000,1085000000,-356000000,-2200000,-217500000,0,0,None,162700000,162700000,None,None,399600000,None,15500000,None,None,None,392400000,STZ
2023-11-30,USD,724800000,None,None,151900000,136000000,108400000,329900000,-36900000,171700000,1171800000,-329000000,-400000000,-8500000,214700000,214700000,None,163500000,163500000,None,None,0,None,-211900000,None,None,None,509100000,STZ
2023-08-31,USD,956600000,None,None,-51300000,-110400000,108700000,305000000,-1500000,-138900000,1548600000,-309000000,-757700000,-351600000,0,0,None,163500000,163500000,None,None,0,None,70300000,None,None,None,690000000,STZ
2023-05-31,USD,665400000,None,None,-39000000,107000000,105700000,277000000,31500000,57600000,369600000,-291900000,-314700000,-346300000,35000000,35000000,None,164100000,164100000,None,None,744800000,None,-19100000,None,None,None,135900000,STZ
2023-02-28,USD,476300000,None,None,-65300000,82500000,105800000,351600000,-21400000,97100000,961200000,-352800000,-174000000,289700000,299700000,299700000,None,146600000,146600000,None,None,499100000,None,-294000000,None,None,None,223000000,STZ
2022-11-30,USD,626300000,None,None,39200000,74400000,95800000,248800000,-59500000,173000000,1090500000,-160600000,-447300000,211700000,0,0,None,145800000,145800000,None,None,999000000,None,6200000,None,None,None,467700000,STZ
2022-08-31,USD,896100000,None,None,-27100000,33400000,91700000,238400000,102000000,3300000,-2149000000,-259200000,-571400000,539900000,392900000,392900000,None,146000000,146000000,None,None,0,None,-376400000,None,-2295700000,None,-1151200000,STZ
2022-05-31,USD,758200000,None,None,-71700000,-27900000,93700000,196600000,-17200000,83000000,924000000,-226800000,-627200000,-199000000,1007600000,1007600000,None,149300000,149300000,None,None,1846800000,None,-993600000,None,-95800000,None,389500000,STZ
2022-02-28,USD,261300000,None,None,-356500000,20600000,90000000,428100000,-20800000,42900000,1132600000,-361600000,-61600000,80000000,0,0,None,142500000,142500000,None,None,0,None,17900000,None,1132600000,None,395400000,STZ
2021-11-30,USD,918200000,None,None,299300000,240900000,87800000,245300000,-53000000,169100000,1060900000,-297100000,-361500000,-243000000,85500000,85500000,None,141200000,141200000,None,None,-6300000,None,51300000,None,903400000,None,470800000,STZ
2021-08-31,USD,809900000,None,None,79700000,-3700000,87400000,239500000,51100000,-33000000,155100000,-260500000,-949900000,486000000,904200000,904200000,None,142600000,142600000,None,None,995600000,None,-893800000,None,3000000,None,1500000,STZ
2021-05-31,USD,716000000,None,None,162400000,230700000,77200000,113900000,136700000,82300000,-1808100000,-116600000,-556500000,0,400800000,400800000,None,146700000,146700000,None,None,6300000,None,-388300000,None,42900000,None,-908100000,STZ
2021-02-28,USD,442900000,None,None,-287800000,-220500000,75900000,396900000,-103700000,-118500000,993700000,555300000,-691900000,-40000000,0,0,None,143800000,143800000,None,None,0,None,15700000,None,993700000,None,382900000,STZ
2020-11-30,USD,918700000,None,None,141700000,-30300000,77800000,189900000,-12000000,-2200000,2760600000,-187900000,-782600000,40000000,0,0,None,143600000,143600000,None,None,100000,None,11200000,None,2648500000,100000,1280900000,STZ
2020-08-31,USD,758400000,None,None,159300000,187900000,73000000,133600000,223100000,-24400000,521800000,-156200000,-703100000,0,0,0,None,143700000,143700000,None,None,0,None,27600000,None,461200000,2700000,512100000,STZ
2020-05-31,USD,686500000,None,None,-183900000,-256100000,72400000,144200000,-167000000,-48600000,-172600000,-299100000,-169000000,-238900000,0,0,None,143900000,143900000,None,None,1194600000,None,4400000,None,221400000,3000000,-177900000,STZ
2020-02-29,USD,474800000,472500000,None,-157200000,-9700000,79000000,188200000,63300000,-105000000,949800000,-195100000,-291200000,-42600000,0,0,None,142200000,142200000,None,None,0,None,39300000,None,-12300000,-800000,398400000,STZ
2019-11-30,USD,656900000,None,None,172600000,71800000,81200000,183100000,-147500000,227200000,366500000,89800000,-735200000,130500000,0,0,None,142000000,142000000,None,None,0,None,6000000,None,12400000,900000,360400000,STZ
2019-08-31,USD,826300000,None,None,27500000,10300000,83900000,199500000,164800000,-143000000,-517000000,-212200000,-630600000,-435500000,50000000,50000000,None,142000000,142000000,None,None,1291300000,None,-27500000,None,-17400000,-900000,-525200000,STZ
