fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,27310000,16782000,None,14031000,739000,18193000,19679000,None,-613000,-2927000,-19679000,-5394000,3000000,8248000,8248000,None,2000,2000,None,None,None,None,-8248000,None,None,None,-2927000,BJRI
2024-06-30,USD,20202000,16723000,None,-15918000,-1651000,18163000,19467000,None,-326000,17157000,-19467000,-3370000,5500000,0,0,None,4000,4000,None,None,None,None,-8835000,None,None,None,17157000,BJRI
2024-03-31,USD,22330000,16741000,None,-3134000,788000,17873000,21882000,None,138000,7723000,-21882000,-10698000,-10000000,0,0,None,5000,5000,None,None,None,None,168000,None,None,None,7723000,BJRI
2023-12-31,USD,32226000,17115000,None,10761000,5279000,17793000,16946000,None,-1347000,8051000,-16947000,1826000,8000000,6699000,6699000,None,6000,6000,None,None,None,None,-6095000,None,None,None,8051000,BJRI
2023-09-30,USD,32011000,16919000,None,4109000,4684000,17879000,29056000,None,2283000,-3804000,-29056000,2957000,7000000,0,0,None,6000,6000,None,0,None,None,-4035000,None,None,None,-3804000,BJRI
2023-06-30,USD,9701000,15992000,None,-8310000,717000,17708000,25946000,-11642000,-338000,11932000,-25946000,-7000000,0,0,0,None,6000,6000,None,0,None,None,0,None,-23245000,None,11932000,BJRI
2023-03-31,USD,31899000,17236000,None,3943000,-1061000,17612000,26966000,8744000,152000,3481000,-26962000,-512000,0,None,None,None,14000,14000,None,None,None,None,-498000,None,4425000,None,3481000,BJRI
2022-12-31,USD,17332000,17814000,None,8093000,5399000,17488000,27647000,None,-24000,3961000,-21598000,9960000,10000000,0,None,None,23000,23000,None,None,None,None,-2385000,None,None,None,3961000,BJRI
2022-09-30,USD,3578000,16979000,None,-11835000,468000,17356000,19840000,None,-167000,-1642000,-19756000,-2404000,0,0,0,None,15000,15000,None,None,None,None,0,None,None,None,-1642000,BJRI
2022-06-30,USD,29603000,16874000,None,4813000,-2658000,17565000,19023000,None,239000,297000,-19023000,-20000,0,None,None,None,20000,20000,None,None,None,None,-2385000,None,None,None,297000,BJRI
2022-03-31,USD,609000,16995000,None,-14709000,1321000,17976000,12096000,None,-334000,1460000,-11530000,-405000,0,None,None,None,42000,42000,None,None,None,None,-360000,None,-11326000,None,1460000,BJRI
2021-12-31,USD,18043000,18405000,None,19277000,6096000,18093000,17023000,None,214000,-4658000,-17023000,-22308000,-21800000,None,None,None,7000,7000,None,0,None,None,0,None,-21288000,None,-4658000,BJRI
2021-09-30,USD,-7256000,19145000,None,-22429000,418000,18224000,10875000,None,230000,-2176000,-10875000,-10029000,-10000000,None,None,None,29000,29000,None,0,None,None,0,None,16048000,None,-2176000,BJRI
2021-06-30,USD,39286000,19061000,None,16844000,-218000,18233000,7414000,None,334000,6369000,-7393000,-34165000,-35000000,None,None,None,2000,2000,None,-50000,None,None,851000,None,24602000,None,6369000,BJRI
2021-03-31,USD,14212000,18744000,None,4611000,-1419000,18203000,6877000,None,-392000,-3141000,-6877000,31248000,0,None,None,None,80000,80000,None,28957000,None,None,32567000,None,38583000,None,-3141000,BJRI
2020-12-31,USD,4319000,5095000,None,11268000,6424000,18389000,11340000,None,210000,-18084000,-7541000,-10038000,-10000000,0,0,None,16000,16000,None,-37000,None,None,-10000,None,-20313000,None,-18084000,BJRI
2020-09-30,USD,21644000,15385000,None,1433000,-1873000,18037000,7123000,None,-593000,-6584000,-3317000,-40144000,-40000000,0,0,None,19000,19000,None,-17000,None,None,-17000,None,11453000,None,-6584000,BJRI
2020-06-30,USD,13370000,15901000,None,28811000,2228000,18353000,8587000,1528000,572000,-28950000,-8587000,1649000,-65000000,0,0,None,12000,12000,None,None,None,None,67396000,None,-10597000,None,-28950000,BJRI
2020-03-31,USD,1208000,15868000,None,-22103000,-2152000,18345000,16275000,-2095000,-585000,-4267000,-16271000,72978000,88800000,15014000,15014000,None,103000,103000,None,None,None,None,-15014000,None,57915000,None,-4267000,BJRI
2019-12-31,USD,38332000,4506000,None,8548000,6167000,18362000,16631000,10296000,630000,14511000,-12592000,-27719000,-15000000,10330000,10330000,None,2505000,2505000,None,None,None,None,-10213000,None,16309000,None,14511000,BJRI
2019-09-30,USD,13280000,15222000,None,-11086000,-506000,18163000,26769000,1818000,-117000,3671000,-26769000,14486000,58000000,41289000,41289000,None,2452000,2452000,None,None,None,None,-41051000,None,3270000,None,3671000,BJRI
2019-06-30,USD,42331000,15184000,None,11737000,1516000,17839000,21083000,-1349000,-89000,14192000,-21083000,-23545000,-2000000,19247000,19247000,None,2496000,2496000,None,None,None,None,-19050000,None,15755000,None,14192000,BJRI
2019-03-31,USD,22056000,20255000,None,-19620000,3008000,17642000,17674000,16750000,545000,12864000,-17674000,-7933000,7000000,11894000,11894000,None,2550000,2550000,None,None,None,None,-11380000,None,13785000,None,12864000,BJRI
2018-12-31,USD,37929000,759000,None,18398000,-2304000,17679000,18584000,-15946000,7000,10685000,-18584000,-15753000,0,13640000,13640000,None,2572000,2572000,None,None,None,None,-13182000,None,14187000,None,10685000,BJRI
2018-09-30,USD,22895000,935000,None,-6927000,-242000,17686000,13628000,1807000,-21000,8516000,-8127000,-8499000,-15000000,0,0,None,2319000,2319000,None,None,None,None,8839000,None,7890000,None,8516000,BJRI
2018-06-30,USD,46339000,1317000,None,10338000,-1946000,17620000,14688000,-2768000,-13000,16945000,-14688000,-40993000,-48500000,1125000,1125000,None,2311000,2311000,None,None,None,None,9818000,None,19120000,None,16945000,BJRI
2018-03-31,USD,25754000,1147000,None,-7420000,138000,17454000,14064000,340000,-354000,14664000,-14064000,-7320000,-5000000,5566000,5566000,None,2289000,2289000,None,None,None,None,334000,None,4370000,None,14664000,BJRI
2017-12-31,USD,37982000,1277000,None,15594000,3682000,17434000,13378000,-1328000,288000,23486000,-212000,-42129000,-30500000,9639000,9639000,None,2269000,2269000,None,None,None,None,-9286000,None,-4359000,None,23486000,BJRI
2017-09-30,USD,17434000,1132000,None,-14224000,7000,17430000,12188000,12519000,-115000,2389000,-7449000,-3966000,21500000,25422000,25422000,None,None,None,None,None,None,None,-25455000,None,6019000,None,2389000,BJRI
2017-06-30,USD,38671000,1110000,None,9150000,-532000,17052000,18916000,-11866000,149000,12389000,-18916000,-12165000,-10200000,2866000,2866000,None,None,None,None,None,None,None,-1963000,None,-887000,None,9639000,BJRI
2017-03-31,USD,39231000,726000,None,-10429000,127000,16749000,26254000,2030000,285000,12949000,-26254000,5629000,34700000,28995000,28995000,None,None,None,None,None,None,None,-28836000,None,801000,None,9266000,BJRI
2016-12-31,USD,-63234000,447000,None,8931000,10306000,16345000,28681000,-2737000,394000,12887000,-24170000,-8745000,38700000,47610000,47610000,None,2269000,2269000,None,None,None,None,-47374000,None,-3187000,None,12887000,BJRI
2016-09-30,USD,23529000,249000,None,8917000,-1513000,16292000,30731000,None,20000,7237000,-30731000,-3938000,18300000,22846000,22846000,None,None,None,None,None,None,None,-22248000,None,3018000,None,7237000,BJRI
2016-06-30,USD,29829000,330000,None,-9357000,489000,16040000,24618000,1653000,267000,13789000,-24618000,-3529000,-4500000,0,0,None,None,None,None,None,None,None,749000,None,-4020000,None,13789000,BJRI
