fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,91000000,None,None,None,None,57000000,81000000,None,None,91000000,None,-547000000,0,None,None,None,71000000,71000000,None,None,None,None,None,None,None,None,88000000,DTM
2024-06-30,USD,100000000,None,None,None,None,58000000,81000000,None,None,100000000,None,-61000000,None,None,None,None,71000000,71000000,None,None,None,None,None,None,None,None,100000000,DTM
2024-03-31,USD,241000000,10000000,None,39000000,-19000000,54000000,98000000,-19000000,None,100000000,-71000000,-185000000,-110000000,None,None,None,67000000,67000000,None,None,None,None,None,None,None,None,97000000,DTM
2023-12-31,USD,184000000,85000000,None,67000000,8000000,53000000,150000000,8000000,-2000000,124000000,-128000000,-30000000,40000000,None,None,None,67000000,67000000,None,None,None,None,None,None,None,None,121000000,DTM
2023-09-30,USD,225000000,7000000,None,31000000,2000000,51000000,201000000,2000000,29000000,94000000,-192000000,-48000000,25000000,None,None,None,67000000,67000000,None,None,None,None,None,None,None,None,91000000,DTM
2023-06-30,USD,145000000,63000000,None,-27000000,22000000,48000000,193000000,22000000,-29000000,94000000,185000000,-380000000,-310000000,None,None,None,67000000,67000000,None,None,None,None,-2000000,None,-50000000,None,91000000,DTM
2023-03-31,USD,244000000,6000000,None,21000000,-39000000,5000000,228000000,-39000000,None,84000000,-216000000,6000000,80000000,None,None,None,62000000,62000000,None,None,None,None,-8000000,None,34000000,None,81000000,DTM
2022-12-31,USD,151000000,84000000,None,-26000000,11000000,175000000,165000000,11000000,None,88000000,-704000000,259000000,None,None,None,None,62000000,62000000,None,None,None,None,-6000000,None,-294000000,None,85000000,DTM
2022-09-30,USD,195000000,4000000,None,34000000,13000000,5000000,118000000,13000000,None,116000000,-119000000,-66000000,None,None,None,None,62000000,62000000,None,None,None,None,-4000000,None,10000000,None,113000000,DTM
2022-06-30,USD,145000000,49000000,None,-21000000,18000000,4000000,35000000,18000000,None,94000000,-14000000,-67000000,None,None,None,None,62000000,62000000,None,None,None,None,-3000000,None,64000000,None,91000000,DTM
2022-03-31,USD,234000000,6000000,None,20000000,-50000000,5000000,20000000,-50000000,None,84000000,-17000000,-68000000,None,None,None,None,58000000,58000000,None,None,None,None,-3000000,None,149000000,None,81000000,DTM
2021-12-31,USD,108000000,72000000,None,-25000000,23000000,171000000,44000000,23000000,-28000000,89000000,-40000000,-64000000,None,None,None,None,-443000000,58000000,None,None,None,None,None,None,4000000,None,87000000,DTM
2021-09-30,USD,136000000,7000000,None,26000000,38000000,4000000,36000000,38000000,28000000,77000000,-38000000,-7000000,None,None,None,None,501000000,0,None,None,None,None,None,None,77000000,None,74000000,DTM
2021-06-30,USD,165000000,None,None,None,None,41000000,33000000,None,None,71000000,218000000,-375000000,None,None,None,None,501000000,0,None,None,None,None,1000000,None,71000000,None,68000000,DTM
2021-03-31,USD,163000000,None,None,None,None,41000000,78000000,None,-14000000,81000000,-17000000,-159000000,None,None,None,None,38000000,0,None,None,None,None,1000000,None,None,None,78000000,DTM
2020-12-31,USD,143000000,None,None,None,None,41000000,518000000,None,None,72000000,-113000000,-43000000,None,None,None,None,38000000,38000000,None,None,None,None,252000000,None,None,None,69000000,DTM
2020-09-30,USD,157000000,None,None,None,None,38000000,94000000,None,None,105000000,-102000000,-71000000,None,None,None,None,501000000,501000000,None,None,None,None,260000000,None,None,None,101000000,DTM
2020-06-30,USD,164000000,None,None,None,None,37000000,210000000,None,None,73000000,-347000000,68000000,None,None,None,None,501000000,501000000,None,None,None,None,None,None,None,None,71000000,DTM
2020-03-31,USD,133000000,None,None,None,None,36000000,136000000,None,None,74000000,-152000000,159000000,None,None,None,None,501000000,501000000,None,None,None,None,None,None,None,None,74000000,DTM
