fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,3891000,26000,None,1970000,-3183000,310000,145000,-1343000,-1564000,-2842000,-145000,0,0,None,None,None,None,None,None,None,None,None,0,None,None,None,-2527000,ZVIA
2024-06-30,USD,282000,21000,None,-6836000,-12077000,403000,60000,-2697000,-8367000,-6961000,-60000,0,0,None,None,None,None,None,None,None,None,None,0,None,None,None,-5891000,ZVIA
2024-03-31,USD,-3202000,26000,None,-72000,-2098000,328000,33000,2929000,-3929000,-7199000,-33000,0,0,None,None,None,None,None,None,None,None,None,0,None,None,None,-5824000,ZVIA
2023-12-31,USD,-6606000,20000,None,-18022000,-17979000,381000,67000,-5253000,-14848000,-9151000,19000,0,None,None,None,None,None,None,None,None,0,None,0,None,None,None,-9151000,ZVIA
2023-09-30,USD,-10739000,20000,None,10207000,12242000,411000,25000,-565000,11802000,-11250000,2249000,2000,None,None,None,None,None,None,None,None,0,None,2000,None,None,None,-11250000,ZVIA
2023-06-30,USD,-8326000,20000,None,5019000,11259000,404000,670000,2621000,8646000,-5009000,-601000,0,None,None,None,None,None,None,None,None,0,None,0,None,None,None,-5009000,ZVIA
2023-03-31,USD,9397000,19000,None,13416000,4067000,419000,862000,3239000,1374000,-2912000,-862000,23000,None,None,None,None,None,None,None,None,0,None,23000,None,8558000,None,-2912000,ZVIA
2022-12-31,USD,-1432000,64000,None,-11809000,-12917000,342000,411000,-2461000,-9707000,-6170000,-411000,6000,None,None,None,None,None,None,None,None,0,None,6000,None,-1837000,None,-6170000,ZVIA
2022-09-30,USD,208000,0,None,3106000,1056000,326000,625000,-3577000,3359000,-9196000,-625000,5000,None,None,None,None,None,None,None,None,0,None,11000,None,-412000,None,-9196000,ZVIA
2022-06-30,USD,-8154000,0,None,2861000,4781000,328000,992000,3692000,1503000,-14796000,29008000,-24000,None,None,None,None,None,None,None,None,0,None,91000,None,20830000,None,-14796000,ZVIA
2022-03-31,USD,-11400000,0,None,1023000,4339000,351000,565000,4376000,920000,-17485000,-565000,-2327000,None,None,None,None,None,None,None,None,0,None,16000,None,-14292000,None,-17485000,ZVIA
2021-12-31,USD,-4712000,0,None,-188000,-83000,284000,835000,-5501000,6574000,-37464000,-30835000,-63000,None,None,None,None,124340000,124340000,None,None,0,None,-139699000,None,-35610000,None,-37404000,ZVIA
2021-09-30,USD,-13057000,-254000,None,2132000,11460000,239000,277000,5090000,2383000,-49661000,-277000,85674000,None,None,None,None,None,None,None,None,10413000,None,139672000,None,72340000,None,-49761000,ZVIA
2021-06-30,USD,2294000,None,None,None,None,243000,1777000,None,2478000,-749000,-1777000,-6498000,None,None,None,None,2669000,2669000,None,None,None,None,None,None,-5981000,None,-749000,ZVIA
