fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,12055000,16727000,None,-18387000,-28983000,1213000,2657000,-984000,-23588000,-29901000,-2561000,-10441000,-9548000,0,0,None,27000,27000,None,None,None,None,0,None,None,None,-29901000,BGFV
2024-06-30,USD,-11140000,21912000,None,12093000,16422000,1159000,4456000,1525000,13733000,-10004000,-4456000,7913000,10253000,0,0,None,1108000,1108000,None,None,None,None,7000,None,None,None,-10004000,BGFV
2024-03-31,USD,8213000,22777000,None,14612000,-3586000,1325000,1810000,-385000,80000,-8286000,-1810000,-2983000,-86000,0,0,None,1695000,1695000,None,None,None,None,5000,None,None,None,-8286000,BGFV
2023-12-31,USD,-1200000,None,None,None,None,4650000,2776000,None,15498000,-1200000,None,-3367000,0,0,0,None,2726000,2726000,None,None,None,None,0,None,None,None,-1200000,BGFV
2023-09-30,USD,24370000,21610000,600000,-27075000,-41129000,904000,3508000,-7536000,-33358000,1858000,-3448000,-8940000,-2790000,0,0,None,5451000,5451000,None,None,0,None,16000,None,None,None,1858000,BGFV
2023-06-30,USD,-15598000,21553000,None,-3080000,15274000,949000,2209000,4985000,9200000,-282000,-2209000,-3764000,0,0,0,None,5479000,5479000,None,None,0,None,0,None,-21571000,None,-282000,BGFV
2023-03-31,USD,12292000,22462000,None,25364000,10115000,1065000,2529000,-1036000,11922000,193000,-2529000,-7869000,-383000,None,None,None,6106000,6106000,None,None,None,None,57000,None,1894000,None,193000,BGFV
2023-03-31,USD,12292000,None,None,None,None,36108000,2529000,1036000,-11922000,193000,-2529000,-7869000,0,0,0,None,6106000,6106000,None,None,0,None,0,None,1894000,None,193000,BGFV
2022-12-31,USD,1478000,None,None,None,None,4712000,4366000,2937000,-12971000,-800000,-4366000,-5986000,None,0,None,None,5400000,5400000,None,None,None,None,4136000,None,-8874000,None,1728000,BGFV
2022-09-30,USD,9213000,21569000,None,-28285000,-28198000,919000,3295000,-5003000,-21239000,6369000,-3295000,-8076000,-1937000,15000,15000,None,5395000,5395000,None,None,None,None,47000,None,-2158000,None,6369000,BGFV
