fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,-13435000,None,None,-12972000,-15140000,8208000,2416000,-10920000,-10000,-44569000,-4131000,-2000,None,None,2000,None,None,None,None,None,None,None,-2000,None,None,None,-42654000,AMWL
2024-09-30,USD,-32354000,None,None,-232000,11308000,8314000,4733000,13240000,-812000,-44041000,-4733000,427000,None,None,1000,None,None,None,None,None,None,None,427000,None,None,None,-43464000,AMWL
2024-06-30,USD,-21793000,None,None,679000,-4222000,8215000,5180000,-4814000,-1005000,-50579000,-5180000,0,None,None,0,None,None,None,None,None,None,None,0,None,None,None,-49920000,AMWL
2024-03-31,USD,-59756000,None,None,16440000,28781000,8236000,2893000,27506000,-74000,-73449000,-4608000,956000,None,None,0,None,None,None,None,None,None,None,956000,None,None,None,-72105000,AMWL
2023-12-31,USD,-41576000,None,None,-6832000,7191000,8296000,1316000,8227000,-1180000,-50043000,94339000,0,None,None,0,None,None,None,None,None,None,None,0,None,None,None,-48587000,AMWL
2023-09-30,USD,-37991000,None,None,-7159000,-5897000,8266000,60000,-1314000,-700000,-137104000,195359000,896000,None,None,0,None,None,None,None,0,None,None,896000,None,None,None,-136414000,AMWL
2023-06-30,USD,-39628000,None,None,-9535000,-4618000,7708000,7103000,-7821000,94000,-93515000,88873000,-305000,None,None,585000,None,None,None,None,0,None,None,-305000,None,None,None,-92475000,AMWL
2023-03-31,USD,-29148000,None,None,17706000,-6627000,7242000,6769000,-2340000,-299000,-398509000,-397739000,1556000,None,None,1000,None,None,None,None,0,None,None,1556000,None,-425331000,None,-397688000,AMWL
2022-12-31,USD,-35946000,None,None,-699000,12900000,6624000,10445000,12936000,768000,-61592000,239700000,417000,None,None,0,None,None,None,None,0,None,None,417000,None,204171000,None,-61163000,AMWL
2022-09-30,USD,-50978000,None,None,-10681000,990000,6411000,-56000,967000,48000,-70575000,124930000,1500000,None,None,0,None,None,None,None,0,None,None,1500000,None,75452000,None,-70084000,AMWL
2022-06-30,USD,-43208000,None,None,-7595000,-2359000,6534000,-10000,-1473000,-104000,-69652000,123031000,2224000,None,None,0,None,None,None,None,0,None,None,1929000,None,82047000,None,-69145000,AMWL
2022-03-31,USD,-62191000,None,None,-5569000,-1788000,6598000,68000,-4290000,495000,-70253000,-499291000,-7753000,None,None,0,None,None,None,None,0,None,None,4037000,None,-569235000,None,-70037000,AMWL
2021-12-31,USD,-44923000,173000,None,-282000,17190000,6759000,338000,11837000,-1570000,-47909000,-338000,1217000,None,None,1050000,None,None,None,None,0,None,None,1217000,None,-44044000,None,-47793000,AMWL
2021-09-30,USD,-29224000,15965000,None,-10078000,-2142000,4340000,-62000,-1516000,171000,-50932000,-156464000,1045000,None,None,2360000,None,None,None,None,0,None,None,1045000,None,-50932000,None,-51494000,AMWL
2021-06-30,USD,-26251000,214000,None,-6977000,-3485000,2484000,135000,-2452000,-437000,-38136000,99865000,5191000,None,None,2245000,None,None,None,None,0,None,None,5191000,None,-38136000,None,-37859000,AMWL
2021-03-31,USD,-41139000,741000,None,-3191000,-6991000,2506000,148000,-7357000,238000,-39805000,-2696000,-1699000,None,None,9383000,None,None,None,None,0,None,None,-86000,None,-45534000,None,-39188000,AMWL
2020-12-31,USD,-24530000,992000,None,12567000,13390000,2782000,57000,5744000,1353000,-50586000,29920000,-20191000,None,None,19151000,None,None,None,None,-900000,None,None,-18354000,None,-14801000,None,-50312000,AMWL
2020-09-30,USD,-30112000,None,None,None,None,2576000,957000,None,2564000,-64596000,-101011000,854845000,None,None,18254000,None,None,None,None,None,None,None,-18254000,None,-64596000,None,-63081000,AMWL
2020-06-30,USD,-25729000,None,None,None,None,2509000,1050000,None,1495000,-88220000,-1306000,135896000,None,None,None,None,None,None,None,None,None,None,-163000,None,None,None,-86658000,AMWL
2020-03-31,USD,-32093000,None,None,None,None,2286000,1254000,None,612000,-25224000,5640000,12566000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-24381000,AMWL
2019-12-31,USD,-15277000,None,None,None,None,2093000,240000,None,92000,-22723000,-26466000,46187000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-22431000,AMWL
2019-09-30,USD,-25876000,None,None,None,None,1868000,288000,None,-9000,-24071000,-387000,73000,None,None,None,None,None,None,None,None,None,None,-158000,None,None,None,-24015000,AMWL
2019-06-30,USD,None,None,None,None,None,None,None,None,None,-20057000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AMWL
2019-03-31,USD,None,None,None,None,None,None,None,None,None,-21515000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,AMWL
