fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,-14091000,645000,None,-2718000,-213000,1676000,-9000,-1738000,313000,-15517000,3583000,-16000,None,None,None,None,None,None,None,-16000,None,None,-16000,None,None,None,-15517000,MVIS
2024-06-30,USD,-18634000,660000,None,-2491000,-2492000,1770000,166000,849000,512000,-23930000,-4131000,5153000,None,None,None,None,None,None,None,5153000,None,None,5153000,None,None,None,-23930000,MVIS
2024-03-31,USD,-20759000,639000,None,-645000,-922000,1800000,114000,172000,-102000,-26313000,-3282000,21018000,None,None,None,None,None,None,None,20956000,None,None,21018000,None,None,None,-26313000,MVIS
2023-12-31,USD,-16578000,687000,None,-3442000,-636000,1576000,-46000,209000,273000,-19737000,437000,11675000,None,None,None,None,None,None,None,11677000,None,None,11677000,None,None,None,-19737000,MVIS
2023-09-30,USD,-20388000,717000,None,339000,3790000,2137000,497000,-81000,688000,-23469000,2704000,4742000,None,None,None,None,None,None,None,4741000,None,None,4748000,None,None,None,-23469000,MVIS
2023-06-30,USD,-16642000,427000,None,-606000,645000,1627000,869000,315000,-156000,-20609000,12427000,43336000,None,None,None,None,None,None,None,43175000,None,None,43343000,None,None,None,-20609000,MVIS
2023-03-31,USD,-13482000,669000,None,2283000,138000,2524000,615000,506000,87000,-19027000,6254000,12685000,None,None,None,None,None,None,None,12691000,None,None,12691000,None,5457000,None,-19027000,MVIS
2022-12-31,USD,-8403000,342000,None,258000,1089000,821000,2342000,None,126000,-33000,-7030000,13992000,None,None,None,None,None,None,None,0,None,None,13998000,None,-1441000,None,-13475000,MVIS
2022-09-30,USD,-9012000,320000,None,-433000,-1847000,524000,889000,None,-28000,-12851000,-6281000,306000,None,None,None,None,None,None,None,0,None,None,311000,None,-14987000,None,-12851000,MVIS
2022-06-30,USD,-9697000,320000,None,-774000,789000,418000,244000,None,35000,-13597000,-8682000,58000,None,None,None,None,None,None,None,0,None,None,163000,None,-18321000,None,-13597000,MVIS
