fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,-58942000,None,None,9560000,47175000,-1986000,0,27133000,19509000,-26447000,-554000,3578000,None,None,None,None,None,None,None,None,None,None,3578000,None,None,None,-26447000,GERN
2024-06-30,USD,-53478000,None,None,4810000,2138000,-1836000,206000,None,-774000,-67383000,-36146000,16833000,None,None,None,None,None,None,None,None,None,None,17104000,None,None,None,-67383000,GERN
2024-03-31,USD,-62253000,None,None,-9723000,819000,-1565000,615000,None,None,-55390000,34207000,147798000,None,None,None,None,None,None,None,0,0,None,6798000,None,None,None,-55390000,GERN
2023-12-31,USD,-40938000,None,None,-5681000,-13500000,-2469000,64000,None,None,-51973000,47569000,33280000,None,None,None,None,None,None,None,0,0,None,3580000,None,None,None,-51973000,GERN
2023-09-30,USD,-50839000,None,None,5279000,16105000,-3117000,192000,None,None,-44805000,-4714000,29354000,None,None,None,None,None,None,None,0,0,None,29354000,None,None,None,-44805000,GERN
2023-06-30,USD,-29601000,None,None,17802000,-496000,-3143000,202000,None,None,-49227000,-44444000,18340000,None,None,None,None,None,None,None,0,0,None,18340000,None,None,None,-49227000,GERN
2023-03-31,USD,-46365000,None,None,-11997000,-1915000,-1333000,372000,None,None,-38122000,-178733000,281047000,None,None,None,None,None,None,None,0,0,None,67710000,None,55949000,None,-38122000,GERN
2022-12-31,USD,-35181000,None,None,-13684000,-21282000,-583000,140000,None,None,-42635000,18988000,11923000,None,None,None,None,None,None,None,0,0,None,11748000,None,-4270000,None,-42635000,GERN
2022-09-30,USD,-29582000,None,None,27982000,18999000,232000,171000,None,None,-41051000,9842000,4778000,None,None,None,None,None,None,None,0,0,None,4839000,None,-14962000,None,-41051000,GERN
2022-06-30,USD,-28642000,None,None,-5061000,-1786000,607000,70000,None,None,-28117000,2810000,70563000,None,None,None,None,None,None,None,0,0,None,0,None,44731000,None,-28117000,GERN
2022-03-31,USD,-33974000,None,None,967000,7293000,686000,50000,None,None,-30098000,30427000,70563000,None,None,None,None,None,None,None,0,0,None,0,None,-3547000,None,-30098000,GERN
2021-12-31,USD,-22168000,None,None,7422000,-873000,553000,103000,None,None,-32017000,8365000,19639000,None,None,None,None,None,None,None,4151000,14895000,None,4744000,None,5836000,None,-32017000,GERN
2021-09-30,USD,-22840000,None,None,1345000,321000,511000,94000,None,None,-26697000,-5406000,0,None,None,None,None,None,None,None,0,0,None,0,None,-25639000,None,-26697000,GERN
2021-06-30,USD,-17814000,None,None,8306000,-715000,609000,0,None,None,-29574000,30905000,12654000,None,None,None,None,None,None,None,0,0,None,2654000,None,-28770000,None,-29574000,GERN
2021-03-31,USD,-32734000,None,None,-2515000,3757000,644000,10000,None,None,-27824000,38083000,16263000,None,None,None,None,None,None,None,16234000,0,None,16263000,None,21612000,None,-27824000,GERN
2020-12-31,USD,-12614000,None,None,7778000,-1071000,659000,11000,None,-166251000,-23787000,-21836000,-581000,None,None,None,None,None,None,None,0,-692000,None,111000,None,-35031000,None,-23787000,GERN
2020-09-30,USD,-15449000,None,None,4883000,2952000,470000,4000,None,None,-19651000,13564000,23976000,None,None,None,None,None,None,None,0,0,None,31000,None,-20133000,None,-19651000,GERN
2020-06-30,USD,-12395000,None,None,15894000,-140000,123000,195000,None,None,-15824000,-129206000,144265000,None,None,None,None,None,None,None,3389000,0,None,3471000,None,-16299000,None,-15824000,GERN
2020-03-31,USD,-26194000,None,None,-12039000,-249000,-97000,191000,None,None,-16355000,32158000,686000,None,None,None,None,None,None,None,686000,0,None,686000,None,6650000,None,-16355000,GERN
2019-12-31,USD,-10366000,None,None,5140000,-556000,-222000,89000,None,None,-29070000,-7013000,10272000,None,None,None,None,None,None,None,10235000,0,None,10272000,None,-30008000,None,-29070000,GERN
2019-09-30,USD,-11980000,None,None,2564000,1013000,-316000,257000,None,None,-15180000,6037000,8984000,None,None,None,None,None,None,None,8817000,0,None,8984000,None,-16201000,None,-15180000,GERN
2019-06-30,USD,-8745000,None,None,2928000,-1146000,-465000,22000,None,None,-14239000,19412000,243000,None,None,None,None,None,None,None,0,0,None,0,None,-15352000,None,-14239000,GERN
2019-03-31,USD,-12738000,None,None,-2034000,1532000,-467000,45000,None,None,-10059000,8964000,8000,None,None,None,None,None,None,None,0,0,None,0,None,-3774000,None,-10059000,GERN
2018-12-31,USD,-3010000,None,None,2176000,-282000,-443000,7000,None,None,-7300000,848000,8000,None,None,None,None,None,None,None,-6943000,0,None,8000,None,-9589000,None,-7300000,GERN
