fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,456000000,None,None,-34000000,11000000,22000000,26000000,None,None,3000000,-569000000,-488000000,None,0,0,None,10000000,10000000,None,None,565000000,None,0,None,None,None,2000000,BFH
2024-06-30,USD,477000000,None,None,-58000000,-48000000,23000000,9000000,None,None,133000000,31000000,-244000000,None,0,0,None,11000000,11000000,None,None,500000000,None,0,None,None,None,133000000,BFH
2024-03-31,USD,447000000,None,None,-23000000,3000000,23000000,17000000,None,None,135000000,720000000,-975000000,None,11000000,11000000,None,11000000,11000000,None,None,200000000,None,-11000000,None,None,None,134000000,BFH
2023-12-31,USD,617000000,None,None,56000000,10000000,24000000,10000000,None,None,25000000,-1791000000,1395000000,None,0,0,None,10000000,10000000,None,None,1075000000,None,-35000000,None,None,None,43000000,BFH
2023-09-30,USD,629000000,None,None,127000000,50000000,23000000,10000000,None,None,173000000,-281000000,-304000000,None,0,0,None,11000000,11000000,None,0,125000000,None,0,None,None,None,171000000,BFH
2023-06-30,USD,343000000,None,None,-106000000,-7000000,35000000,17000000,None,None,64000000,-281000000,-343000000,None,0,0,None,11000000,11000000,None,0,1067000000,None,0,None,-281000000,None,48000000,BFH
2023-03-31,USD,398000000,None,None,-77000000,-81000000,34000000,11000000,None,None,455000000,3141000000,-3834000000,None,0,0,None,11000000,11000000,None,0,325000000,None,0,None,-295000000,None,455000000,BFH
2022-12-31,USD,497000000,None,None,76000000,109000000,33000000,15000000,None,None,-134000000,-3623000000,3445000000,None,0,0,None,11000000,11000000,None,0,2525000000,None,0,None,None,None,-134000000,BFH
2022-09-30,USD,608000000,None,None,117000000,-7000000,29000000,10000000,None,None,134000000,-591000000,-106000000,None,0,0,None,10000000,10000000,None,0,135000000,None,0,None,124000000,None,134000000,BFH
2022-06-30,USD,246000000,None,None,-179000000,30000000,30000000,23000000,None,None,13000000,-1207000000,1024000000,None,0,0,None,11000000,11000000,None,0,1063000000,None,0,None,1000000,None,12000000,BFH
2022-03-31,USD,497000000,None,None,73000000,2000000,21000000,20000000,None,None,210000000,310000000,-1096000000,None,12000000,12000000,None,10000000,10000000,None,0,525000000,None,-12000000,None,-289000000,None,210000000,BFH
2021-12-31,USD,335000000,55600000,None,-126000000,-59000000,26000000,25000000,None,None,18000000,-2072000000,1765000000,None,0,0,None,10400000,11000000,None,0,1510500000,None,0,None,28400000,None,18000000,BFH
2021-09-30,USD,475000000,9400000,None,61000000,30000000,31700000,24000000,None,None,223000000,-154000000,208000000,None,0,0,None,10500000,10000000,None,0,702500000,None,0,None,246000000,None,224000000,BFH
2021-06-30,USD,216000000,10100000,None,-41000000,119000000,31500000,23000000,None,None,274000000,-474000000,376000000,None,0,0,None,10400000,10000000,None,0,1890000000,None,0,None,294900000,None,274000000,BFH
2021-03-31,USD,517000000,117700000,None,95000000,-60000000,34000000,12000000,None,None,286000000,1009000000,-1741000000,None,0,0,None,10700000,11000000,None,0,175000000,None,0,None,-214600000,None,286000000,BFH
2020-12-31,USD,394400000,119400000,None,None,None,63700000,16100000,None,None,12300000,-1590800000,897300000,None,0,0,None,10100000,10500000,None,0,1984200000,None,0,None,93300000,None,12000000,BFH
2020-09-30,USD,421100000,14300000,None,None,None,40100000,11800000,None,None,133300000,24800000,-2152700000,None,0,0,None,10100000,10100000,None,0,85000000,None,0,None,164400000,None,133300000,BFH
2020-06-30,USD,495000000,15800000,None,None,None,41300000,10400000,None,None,38400000,1593700000,-1408200000,None,0,0,None,10100000,10100000,None,0,0,None,0,None,70100000,None,38400000,BFH
2020-03-31,USD,572500000,166000000,None,None,None,38800000,15700000,None,None,30000000,1746300000,-1503400000,None,0,0,None,30300000,30300000,None,0,350000000,None,0,None,815400000,None,30000000,BFH
2019-12-31,USD,-312200000,177800000,None,None,None,42600000,22800000,None,None,97500000,-789500000,4100000,None,100000,200000,None,30000000,29600000,None,0,1275000000,None,12200000,None,130400000,None,97500000,BFH
2019-09-30,USD,440500000,21000000,None,None,None,44900000,27000000,None,None,-107600000,4164800000,-3699500000,None,753100000,753100000,None,30400000,30400000,None,0,1383500000,None,-753100000,None,100600000,None,-107600000,BFH
2019-06-30,USD,478900000,10300000,None,None,None,42600000,53500000,None,None,139000000,-1231800000,1086400000,None,0,0,None,33100000,33100000,None,0,1148200000,None,0,None,671400000,None,139000000,BFH
2019-03-31,USD,610800000,206700000,None,None,None,118900000,38700000,None,None,149100000,717500000,-1483000000,None,222800000,222800000,None,33900000,33900000,None,0,1045100000,None,-222800000,None,-154700000,None,149100000,BFH
2018-12-31,USD,729500000,192300000,None,None,122800000,121100000,50500000,None,20000000,284900000,-1011300000,288100000,None,246200000,246200000,None,125200000,125200000,None,0,1368000000,None,-228600000,None,159700000,None,284900000,BFH
2018-09-30,USD,703600000,180000000,None,None,-81300000,122500000,50800000,None,None,296500000,-624500000,363000000,None,102500000,102500000,None,31200000,31200000,None,0,808200000,None,-102500000,None,436900000,None,296500000,BFH
2018-06-30,USD,671900000,188300000,None,None,-7400000,122000000,53800000,None,None,217800000,-629100000,-655200000,None,0,0,None,31600000,31600000,None,0,1714100000,None,0,None,360600000,None,217800000,BFH
2018-03-31,USD,649900000,159200000,None,None,-41100000,121700000,44700000,None,None,163900000,392900000,-1213800000,None,0,0,None,31700000,31700000,None,0,685000000,None,0,None,-171000000,None,163900000,BFH
2017-12-31,USD,840300000,169200000,None,None,76900000,123100000,48800000,None,-157100000,271400000,-2657000000,2281800000,None,0,0,None,28700000,115500000,None,0,1257100000,None,18400000,None,864000000,2600000,271300000,BFH
2017-09-30,USD,736200000,131100000,None,None,-1100000,124300000,59800000,None,None,233200000,-1050100000,1650000000,None,53800000,53800000,None,28800000,28800000,None,0,582700000,None,-53800000,None,1380100000,2000000,233200000,BFH
2017-06-30,USD,550500000,146100000,None,None,-1900000,125500000,70200000,None,None,137700000,-902400000,836000000,None,84900000,84900000,None,29000000,29000000,None,0,4093700000,None,-84900000,None,79100000,-1800000,137700000,BFH
2017-03-31,USD,472100000,105000000,None,None,4300000,124800000,46600000,None,None,146400000,341400000,-762900000,None,415000000,415000000,None,29000000,29000000,None,0,1763200000,None,-415000000,None,7600000,2000000,146400000,BFH
2016-12-31,USD,772400000,117900000,None,None,274000000,127400000,48700000,None,131200000,10500000,-2139900000,1512600000,None,106000000,106000000,None,30000000,30000000,None,0,737200000,None,-87600000,None,358700000,-2100000,10500000,BFH
2016-09-30,USD,599900000,93500000,None,None,3500000,126700000,50700000,None,None,207500000,-982800000,568300000,None,170200000,170200000,None,None,None,None,0,636600000,None,-170200000,None,184000000,-1400000,207500000,BFH
2016-06-30,USD,149200000,109100000,None,None,-9000000,129600000,52700000,None,None,140700000,-421100000,270100000,None,113800000,113800000,None,None,None,None,0,737000000,None,-113800000,None,346500000,0,140700000,BFH
2016-03-31,USD,463100000,84600000,None,None,1600000,128400000,54900000,None,None,158900000,-747700000,286400000,None,408800000,408800000,None,None,None,None,0,1712900000,None,-408800000,None,-198000000,5900000,158900000,BFH
2015-12-31,USD,-119109000,64763000,None,None,103934000,125100000,51600000,None,-75537000,180100000,-2259631000,1726044000,None,94700000,94695000,None,2756772000,2756772000,None,9225000,660971000,None,-85467000,None,190700000,-4379000,180175000,BFH
2015-09-30,USD,275575000,73165000,None,None,-18231000,123400000,52000000,None,None,130400000,-763641000,455904000,None,180200000,180187000,None,1625223000,1625223000,None,77000,675341000,None,-180110000,None,155000000,-4648000,130382000,BFH
2015-06-30,USD,276187000,88106000,None,None,2191000,122100000,45700000,None,None,130000000,-676598000,348682000,None,134100000,134074000,None,2057106000,2057106000,None,7294000,749387000,None,-126780000,None,61900000,719000,130039000,BFH
2015-03-31,USD,449290000,85362000,None,None,29507000,121600000,42400000,None,None,164900000,337270000,-811730000,None,542600000,542594000,None,1305296000,1305296000,None,1404000,1001715000,None,-541190000,None,-316800000,-17001000,164832000,BFH
2014-12-31,USD,76256000,69669000,None,None,262945000,88401000,44105000,None,30084000,76256000,-2874286000,2951383000,None,69114000,69132000,None,2679276000,2679276000,None,6661000,1510897000,None,-62508000,None,442398000,-10949000,76256000,BFH
2014-09-30,USD,259536000,43815000,None,None,7163000,76331000,37335000,None,None,164948000,-1210693000,837802000,None,15727000,15727000,None,1531163000,1531163000,None,2237000,798356000,None,-13490000,None,3657000,-3633000,164948000,BFH
2014-06-30,USD,229357000,77003000,None,None,953000,74295000,33772000,None,None,139189000,-651792000,319340000,None,157154000,157154000,None,2277801000,2277801000,None,3599000,625012000,None,-153555000,None,187705000,2290000,139189000,BFH
2014-03-31,USD,333111000,64909000,None,None,390000,74073000,43488000,None,None,135747000,-350000,-592379000,None,44605000,44605000,None,1115597000,1115597000,None,4603000,496822000,None,-40002000,None,-568012000,-3562000,135747000,BFH
2013-12-31,USD,117873000,76249000,None,None,193498000,55221000,43617000,None,67712000,117873000,-1245083000,1232947000,None,0,0,None,636264000,636264000,None,5551000,238000000,None,5551000,None,295090000,-6738000,117873000,BFH
2013-09-30,USD,202763000,58485000,None,None,25420000,54472000,32764000,None,None,132878000,-42607000,-194490000,None,23111000,23111000,None,3159895000,3159895000,None,3005000,478715000,None,-20106000,None,202763000,2945000,132878000,BFH
2013-06-30,USD,185007000,64189000,None,32551000,34038000,53576000,30713000,10828000,4758000,116440000,-73838000,-187015000,None,156264000,156264000,None,768300000,768300000,None,3441000,768281000,None,-152823000,None,185007000,-4938000,116440000,BFH
2013-03-31,USD,279002000,57547000,None,15505000,-8508000,52850000,28282000,-5605000,-11045000,128979000,-257888000,-147290000,None,51710000,51710000,None,500000000,500000000,None,2093000,500004000,None,-49617000,None,-258406000,-3027000,128979000,BFH
2012-12-31,USD,272129000,86831000,None,-7401000,38190000,47022000,39115000,39624000,-126191000,83661000,-1482793000,1339190000,None,60482000,60482000,None,1266500000,1266500000,None,5577000,395648000,None,-54905000,None,127035000,-1491000,83661000,BFH
2012-09-30,USD,444623000,49819000,None,137577000,-27910000,41732000,21799000,-34277000,None,119545000,-575576000,248055000,None,6326000,6326000,None,116800000,116800000,None,3708000,0,None,-2618000,None,124118000,7016000,119545000,BFH
2012-06-30,USD,177815000,49791000,None,-31466000,69404000,39403000,24175000,77819000,None,103821000,-747816000,814674000,None,56511000,56511000,None,1419400000,1419400000,None,4483000,0,None,-52028000,None,243155000,-1518000,103821000,BFH
2012-03-31,USD,239623000,49466000,None,3258000,-52216000,38719000,31366000,-33947000,-17000,115229000,134835000,-192900000,None,2521000,2521000,None,836300000,836300000,None,6928000,699500000,None,4407000,None,182831000,1273000,115229000,BFH
2011-12-31,USD,248847000,53748000,None,3470000,41703000,38502000,24966000,33346000,22311000,65906000,-298900000,24990000,None,54557000,54557000,None,1450800000,1450800000,None,6470000,398000000,None,-48087000,None,-23357000,1706000,65906000,BFH
2011-09-30,USD,354633000,58330000,None,67496000,-35286000,43233000,14601000,19057000,None,93981000,-464503000,122105000,None,69659000,69659000,None,1012400000,1012400000,None,2409000,522000000,None,-67250000,None,6749000,-5486000,93981000,BFH
2011-06-30,USD,197479000,64377000,None,30293000,-48277000,36020000,15304000,-34679000,None,69023000,-535966000,269793000,None,55226000,55226000,None,2521500000,2521500000,None,8024000,2134500000,None,-47202000,None,-67541000,1153000,69023000,BFH
2011-03-31,USD,210388000,54594000,None,-15639000,38973000,35398000,18631000,14434000,-59000,86376000,258659000,-307638000,None,61435000,61435000,None,451500000,451500000,None,12509000,202000000,None,-48926000,None,161248000,-161000,86376000,BFH
2010-12-31,USD,209205000,65022000,None,23824000,-27564000,36727000,20459000,-23113000,10969000,48605000,-504939000,43661000,None,71975000,71975000,None,522800000,522800000,None,2006000,302000000,None,-69969000,None,-252112000,-39000,46704000,BFH
2010-09-30,USD,247009000,57045000,None,35574000,-11404000,37907000,16784000,-23546000,None,53059000,-20756000,-85036000,None,62222000,62222000,None,1071181000,1071181000,None,2217000,650000000,None,-60005000,None,140891000,-326000,53059000,BFH
2010-06-30,USD,239942000,None,None,None,None,34421000,16084000,None,None,47320000,-258211000,48882000,None,0,None,None,None,None,None,22992000,None,None,None,None,29771000,-842000,47320000,BFH
