fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,80425000,10500000,None,7544000,13945000,33170000,15391000,14198000,-3624000,58058000,-14457000,-12009000,0,0,0,None,17357000,17357000,None,None,None,None,0,None,None,None,58058000,LFUS
2024-06-30,USD,69424000,6400000,None,5333000,26161000,32780000,19127000,23751000,-62000,45466000,-18194000,-45770000,0,24731000,24731000,None,16130000,16129999,None,None,None,None,-24731000,None,None,None,45466000,LFUS
2024-03-31,USD,57150000,13235000,None,-28615000,-7666000,32493000,15547000,12723000,-16179000,48452000,-8483000,-33520000,0,16131000,16131000,None,16200000,16200000,None,None,None,None,-16131000,None,None,None,48452000,LFUS
2023-12-31,USD,144247000,99627000,None,2553000,-63043000,34145000,23022000,-46269000,-16015000,42881000,-22938000,-138582000,0,0,0,None,16188000,16187999,None,None,None,None,-1,None,None,None,42881000,LFUS
2023-09-30,USD,161507000,11867000,None,-7303000,-57326000,33909000,21665000,-8810000,-39818000,57788000,-62359000,-14458000,0,0,0,None,16183000,16183000,None,None,0,None,0,None,None,None,57788000,LFUS
2023-06-30,USD,98226000,10283000,None,-31577000,-9128000,34892000,15836000,17386000,-28173000,70071000,-15832000,-20482000,0,0,0,None,14910000,14910000,None,None,0,None,0,None,61912000,None,70071000,LFUS
2023-03-31,USD,53407000,11027000,None,-59185000,8072000,34482000,25665000,13176000,1535000,88745000,-183188000,-12204000,None,0,0,None,14880000,14880000,None,None,None,None,-5219000,None,-141985000,None,88745000,LFUS
2023-03-31,USD,53407000,None,None,None,None,34482000,25665000,-13176000,-1535000,88745000,-183188000,-12204000,0,0,0,None,14880000,14880000,None,None,0,None,0,None,-141985000,None,88745000,LFUS
2022-12-31,USD,106279000,117623000,None,-23169000,-31707000,32497000,26568000,-37097000,5432000,93304000,-26417000,-11721000,0,0,0,None,14856000,14856000,None,None,0,None,0,None,68141000,None,93304000,LFUS
2022-09-30,USD,148117000,8523000,None,5025000,2351000,32591000,21622000,-20376000,13518000,75468000,-544613000,76906000,100000000,None,None,None,14854000,14854000,None,None,0,None,None,None,-319590000,None,75468000,LFUS
2022-06-30,USD,113591000,2347000,None,29417000,69062000,27320000,26342000,30862000,39406000,87016000,-35579000,282087000,0,None,None,None,13115000,13115000,None,None,0,None,-1016000,None,360099000,None,87016000,LFUS
2022-03-31,USD,51731000,6018000,None,-43056000,70855000,28298000,29809000,45945000,30879000,117518000,-29788000,-37070000,-25000000,None,None,None,13086000,13086000,None,None,None,None,1016000,None,-15127000,None,117518000,LFUS
2021-12-31,USD,132680000,None,None,-6381000,-36249000,25586000,33036000,-73559000,33323000,51944000,-333549000,-8107000,None,0,0,None,13082000,13082000,None,None,None,None,7594000,None,-208976000,None,51944000,LFUS
2021-09-30,USD,114318000,None,None,31958000,44409000,24636000,24869000,13912000,33027000,92054000,-25671000,-11694000,None,0,0,None,13052000,13052000,None,None,0,None,1358000,None,117462000,None,92054000,LFUS
2021-06-30,USD,76180000,None,None,41641000,79497000,24215000,17936000,36908000,32053000,82095000,-17920000,-14910000,None,0,0,None,11814000,11814000,None,None,0,None,-3096000,None,107099000,None,82095000,LFUS
2021-03-31,USD,50166000,None,None,1486000,41355000,24198000,14721000,32973000,6152000,57713000,-122020000,-34273000,None,0,0,None,11782000,11782000,None,None,None,None,7509000,None,-106127000,None,57713000,LFUS
2020-12-31,USD,93775000,None,None,30864000,6039000,24313000,14655000,-3774000,10814000,58977000,-10045000,-49432000,None,0,0,None,11739000,11739000,None,None,0,None,-10620000,None,59777000,None,58977000,LFUS
2020-09-30,USD,62970000,None,None,20122000,30515000,24329000,12057000,43276000,-9150000,55356000,-11998000,-68902000,None,0,0,None,11697000,11697000,None,None,0,None,2795000,None,80962000,None,55356000,LFUS
2020-06-30,USD,56007000,None,None,-4873000,1800000,23734000,12893000,-23371000,17428000,-8991000,-12854000,-15278000,None,0,0,None,11678000,11678000,None,None,140000000,None,686000,None,50408000,None,-8991000,LFUS
2020-03-31,USD,45279000,None,None,-11121000,4015000,23802000,16586000,9457000,-6667000,24644000,-16536000,65804000,None,22927000,22927000,None,11725000,11725000,None,None,100000000,None,2956000,None,94547000,None,24644000,LFUS
2019-12-31,USD,84465000,None,None,-32665000,-36546000,23447000,23498000,-25716000,-3992000,22654000,-23497000,-10811000,None,0,0,None,11699000,11699000,None,None,None,None,-103799000,None,24754000,None,22654000,LFUS
2019-09-30,USD,80771000,None,None,-7756000,-32720000,23088000,13148000,-16023000,-11872000,35647000,-13148000,-59841000,None,None,None,None,11716000,11716000,None,None,None,None,1401000,None,61272000,None,35647000,LFUS
2019-06-30,USD,49173000,None,None,-9543000,2325000,22689000,11173000,7442000,-9480000,43792000,-5568000,-44291000,None,None,None,None,10649000,10649000,None,None,None,None,813000,None,-1833000,-1147000,43792000,LFUS
2019-03-31,USD,30919000,None,None,-27170000,5777000,23279000,14076000,5800000,3250000,36989000,-14244000,-31333000,None,None,None,None,10625000,10625000,None,None,None,None,2198000,None,-13119000,1539000,36989000,LFUS
2018-12-31,USD,79712000,None,None,-13770000,-3269000,27133000,18807000,-17049000,16347000,32665000,-13685000,-73362000,0,0,0,None,10735000,10735000,None,None,None,None,937000,None,-8482000,-1147000,32665000,LFUS
2018-09-30,USD,111201000,None,None,34097000,7749000,26258000,15631000,-12893000,16122000,53546000,-17829000,-948000,None,None,None,None,10800000,10800000,None,None,None,None,12352000,None,90068000,-2356000,53546000,LFUS
2018-06-30,USD,71647000,None,None,-1422000,28470000,26190000,22406000,25064000,1233000,42326000,-26357000,-44101000,0,0,0,None,9260000,9260000,None,None,10000000,None,5684000,None,-4311000,-5500000,42326000,LFUS
2018-03-31,USD,69268000,None,None,14389000,11829000,23612000,17909000,8417000,269000,36029000,-324377000,240308000,0,0,0,None,9198000,9198000,None,None,125000000,None,-116000,None,-17218000,-2417000,36029000,LFUS
2017-12-31,USD,87850000,None,None,34939000,-15038000,16377000,17455000,-15705000,3021000,-10819000,-16936000,-18190000,None,0,0,None,8403000,8403000,None,None,None,None,-37000,None,56848000,4124000,-10819000,LFUS
2017-09-30,USD,87747000,None,None,6060000,-9910000,15946000,20192000,-5247000,8420000,42808000,-43084000,3588000,0,0,0,None,8404000,8404000,None,None,0,None,-262000,None,50935000,2684000,42808000,LFUS
2017-06-30,USD,70630000,None,None,11787000,19887000,15617000,15901000,20772000,5443000,48638000,-14019000,-13017000,None,None,None,None,7491000,7491000,None,None,None,None,-2273000,None,43914000,320000,48638000,LFUS
