fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,227393000,86159000,None,15785000,22978000,713000,30140000,35899000,None,147822000,-31385000,-244478000,-105000000,1000,1000,None,143491000,143582000,None,5678000,None,None,5677000,None,None,None,147476000,LAMR
2024-06-30,USD,256342000,128869000,None,48042000,25558000,713000,22648000,21263000,None,137594000,-31645000,-183118000,-68000000,0,0,None,133116000,133207000,None,4438000,None,None,4438000,None,None,None,137366000,LAMR
2024-03-31,USD,110562000,183390000,None,-15333000,10823000,2344000,29482000,-2229000,None,78499000,-45016000,-73626000,73000000,5341000,5341000,None,133028000,133119000,None,7067000,None,None,1726000,None,None,None,78224000,LAMR
2023-12-31,USD,254193000,104249000,None,-9753000,-6069000,142364000,46119000,-5011000,None,149325000,-64194000,-184899000,-65000000,0,0,None,128036000,127763000,None,5288000,None,None,5288000,None,None,None,149085000,LAMR
2023-09-30,USD,222547000,126028000,None,-20919000,-15202000,713000,39145000,-8834000,-8834000,140425000,-115916000,-114956000,2000000,43000,43000,None,127582000,127673000,None,2709000,0,None,2666000,None,None,None,140017000,LAMR
2023-06-30,USD,198161000,130963000,None,31212000,58143000,713000,50722000,66797000,66797000,130888000,-77345000,-106625000,18000000,-1000,-1000,None,127538000,127629000,None,3484000,0,None,3485000,None,14191000,None,130620000,LAMR
2023-03-31,USD,108712000,159944000,None,-12723000,-5852000,2355000,42285000,-24208000,None,76198000,-52664000,-75155000,70000000,5947000,5947000,None,127460000,127551000,None,4208000,0,None,-1739000,None,-19107000,None,76041000,LAMR
2022-12-31,USD,244507000,95605000,None,100579000,-7975000,136600000,50270000,-6999000,-4928000,66103000,-216607000,-54477000,45000000,0,0,None,153104000,92000,None,3593000,0,None,3593000,None,-26577000,None,66103000,LAMR
2022-09-30,USD,224475000,108800000,None,-13228000,-15566000,713000,41006000,-6643000,-6643000,146188000,-94086000,-142559000,15000000,60000,60000,None,122100000,122191000,None,7400000,0,None,7340000,None,-12170000,None,146188000,LAMR
2022-06-30,USD,210592000,104393000,None,31316000,44839000,713000,47043000,50547000,50547000,134205000,-225036000,-9570000,45000000,0,0,None,121808000,121899000,None,3004000,0,None,3004000,None,-24014000,None,134205000,LAMR
2022-03-31,USD,102038000,135108000,None,-30107000,-592000,2184000,28759000,-14394000,-14394000,92151000,-83342000,-2713000,115000000,10446000,10446000,None,111602000,111693000,None,4897000,0,None,-5549000,None,15983000,None,92151000,LAMR
2021-12-31,USD,246183000,78278000,None,61914000,-1725000,116504000,54577000,209000,None,123314000,-258522000,24620000,175000000,279000,279000,None,152257000,151984000,None,2992000,0,None,2713000,None,12281000,None,123314000,LAMR
2021-09-30,USD,202977000,100179000,None,-3437000,5455000,713000,30097000,6849000,None,106838000,-138568000,-45496000,0,70000,70000,None,101225000,101316000,None,4011000,0,None,3941000,None,5613000,None,106838000,LAMR
2021-06-30,USD,201939000,91617000,None,43480000,37262000,713000,25084000,40317000,None,119609000,-46847000,-129555000,-25000000,0,0,None,75874000,75965000,None,4643000,0,None,4643000,None,43735000,None,119609000,LAMR
2021-03-31,USD,83318000,146854000,None,-22199000,-15845000,2084000,16332000,-22691000,-22691000,38329000,-17823000,-144088000,25000000,5717000,5717000,None,75818000,75909000,None,7396000,0,None,1679000,None,-78593000,None,38329000,LAMR
2020-12-31,USD,208416000,67515000,None,15571000,12858000,111865000,17639000,17966000,None,108706000,-29207000,-126653000,-70000000,368000,368000,None,50810000,50537000,None,3408000,0,None,3040000,None,428525000,None,108706000,LAMR
2020-09-30,USD,150780000,120538000,None,-10498000,-15149000,1589000,8359000,-5481000,None,62758000,-10004000,-249361000,70000000,0,0,None,50416000,50507000,None,2092000,0,None,2092000,None,12342000,None,62758000,LAMR
2020-06-30,USD,147745000,85496000,None,8992000,-16291000,1500000,10565000,-14062000,None,31429000,-22089000,-445542000,30000000,56000,56000,None,50396000,50487000,None,2436000,-646250000,None,2380000,None,-18967000,None,31429000,LAMR
2020-03-31,USD,62932000,147923000,None,-25752000,9075000,1378000,25709000,290000,-58091000,40493000,-35588000,443639000,-559597000,10068000,10068000,None,100687000,100778000,None,3212000,655000000,None,-6856000,None,470983000,None,40493000,LAMR
2019-12-31,USD,222895000,82122000,None,9689000,17113000,115032000,43276000,-7382000,None,102753000,-52215000,-167855000,-130000000,200000,200000,None,96838000,96565000,None,4126000,65000000,None,3926000,None,462659000,None,102753000,LAMR
2019-09-30,USD,170921000,312211000,None,-499000,12188000,1342000,37120000,16636000,None,99709000,-172674000,7845000,-120000000,0,0,None,96390000,96481000,None,24524000,210000000,None,24524000,None,3319000,None,99709000,LAMR
2019-06-30,USD,176323000,33431000,None,52126000,31678000,1338000,34609000,34301000,None,118396000,-46070000,-145930000,-120000000,0,0,None,96039000,96130000,None,5738000,65000000,None,5738000,None,118396000,None,118396000,LAMR
2019-03-31,USD,60726000,42797000,None,-46602000,-21640000,1332000,25951000,-15198000,-63975000,51253000,-91075000,41583000,-255000000,8682000,8682000,None,95915000,96006000,None,9874000,155000000,None,1192000,None,11234000,None,51253000,LAMR
2018-12-31,USD,194757000,26715000,None,11663000,-19066000,96268000,35464000,1620000,None,95693000,-463822000,280380000,-113000000,0,0,None,92052000,91688000,None,30672000,288000000,None,30672000,None,427898000,None,95693000,LAMR
2018-09-30,USD,154305000,38547000,None,-14034000,-6204000,1214000,29701000,781000,None,94056000,-58904000,-104381000,-98000000,0,0,None,90177000,90268000,None,6267000,85000000,None,6267000,None,94056000,None,94056000,LAMR
2018-06-30,USD,175012000,28922000,None,27812000,16781000,1206000,29221000,21015000,None,100431000,-32569000,-132515000,-135000000,0,0,None,89783000,89874000,None,21749000,78000000,None,21749000,None,9542000,-386000,100431000,LAMR
