fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,63064000,109011000,None,12857000,-21585000,-29884000,22457000,-4350000,-7631000,14189000,-20579000,-55662000,0,26341000,26341000,None,8647000,8647000,None,None,None,None,-28093000,None,None,None,14186000,KWR
2024-09-30,USD,67980000,3632000,None,-2546000,-8208000,30298000,8213000,-10142000,1734000,32372000,-22616000,-27705000,0,15146000,15146000,None,8151000,8151000,None,None,None,None,-14285000,None,None,None,32346000,KWR
2024-06-30,USD,46303000,3736000,None,-2397000,8105000,30533000,6664000,-9052000,2565000,34910000,-3924000,-45860000,0,None,None,None,8186000,8186000,None,None,None,None,-7810000,None,None,None,34885000,KWR
2024-03-31,USD,27231000,3661000,None,-27066000,6199000,29983000,4460000,-1431000,6576000,35258000,-29301000,6563000,0,None,None,None,8186000,8186000,None,None,None,None,-1442000,None,None,None,35227000,KWR
2023-12-31,USD,79560000,116775000,None,5434000,-38930000,-29652000,13006000,-10036000,-19144000,20228000,-1827000,-88081000,-51934000,None,None,None,8191000,8191000,None,None,None,None,-1796000,None,None,None,20198000,KWR
2023-09-30,USD,83408000,3917000,None,11454000,-18127000,30098000,8754000,-116000,-18857000,33710000,-8754000,-61509000,-50057000,0,0,None,7828000,7828000,None,0,0,None,-241000,None,None,None,33670000,KWR
2023-06-30,USD,78270000,3773000,None,-21043000,-41373000,29836000,10879000,-25991000,-17542000,29393000,-10879000,-64150000,-53002000,0,0,None,7822000,7822000,None,0,0,None,1397000,None,None,None,29346000,KWR
2023-03-31,USD,37782000,3857000,None,3721000,16531000,30542000,6161000,3974000,5792000,29541000,-6161000,-24866000,-9776000,0,0,None,7809000,7809000,None,0,0,None,-2109000,None,6755000,None,29534000,KWR
2022-12-31,USD,68087000,73041000,None,-29484000,-63458000,-28369000,8309000,-6144000,-42528000,-75942000,-10605000,-21889000,-5863000,0,0,None,7801000,7801000,None,0,0,None,238000,None,35593000,None,-75957000,KWR
2022-09-30,USD,-17870000,3768000,None,-29676000,32794000,29906000,5092000,13312000,13959000,25908000,-5150000,-32070000,-27121000,0,0,None,7440000,7440000,None,0,0,None,205000,None,36240000,None,25867000,KWR
