fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,-146081000,25377000,118000,-30656000,110200000,11597000,18316000,-22147000,133459000,18124000,-6462000,74692000,86176000,None,None,None,None,None,None,None,0,None,1477000,None,None,None,18066000,HZO
2024-09-30,USD,-782000,25734000,None,6768000,27135000,11400000,16741000,937000,27133000,4731000,-16523000,-1620000,7809000,None,0,None,None,None,None,None,0,None,41000,None,None,None,3999000,HZO
2024-06-30,USD,86304000,27194000,None,-28031000,-64332000,11190000,15174000,-16301000,-52188000,31713000,-14935000,-45315000,-35532000,None,0,None,None,None,None,None,0,None,-975000,None,None,None,31550000,HZO
2024-03-31,USD,-22087000,30615000,None,21896000,76511000,10965000,15179000,27241000,52618000,1449000,-32589000,61102000,69925000,None,0,None,None,None,None,None,0,None,0,None,None,None,1587000,HZO
2023-12-31,USD,-89095000,23950000,None,-35113000,73544000,10932000,13329000,8550000,63403000,845000,-17300000,114342000,127798000,None,0,None,1434000,1434000,None,None,0,None,1434000,None,None,None,930000,HZO
2023-09-30,USD,-25298000,24005000,None,7871000,65974000,13641000,16639000,-8900000,76557000,15239000,-12300000,13633000,23037000,None,0,None,1000,1000,None,None,0,None,1000,None,None,None,15141000,HZO
2023-06-30,USD,53585000,28803000,None,-14185000,5057000,9419000,22864000,-19989000,20986000,44328000,-39819000,7919000,15376000,None,0,None,1045000,1045000,None,None,0,None,1100000,None,None,None,44416000,HZO
2023-03-31,USD,-94228000,38227000,None,-5639000,151314000,8854000,15468000,47927000,104976000,29924000,-25763000,146333000,157435000,None,0,None,None,None,None,None,0,None,0,None,None,None,30035000,HZO
2022-12-31,USD,-156294000,8447000,None,-29621000,160131000,9118000,10437000,11939000,149234000,19987000,-498483000,602519000,208860000,None,0,None,1262000,1262000,None,None,400000000,None,1262000,None,None,None,19690000,HZO
2022-09-30,USD,-46441000,29508000,None,-16158000,71879000,5166000,15365000,-11268000,80487000,38360000,-27290000,22196000,27949000,None,0,None,75000,75000,None,None,0,None,75000,None,-51535000,None,38360000,HZO
2022-06-30,USD,33940000,29941000,None,-6799000,44318000,4948000,11198000,-291000,43688000,70179000,-14819000,43757000,48364000,None,5023000,None,None,None,None,None,0,None,1000000,None,71179000,None,70179000,HZO
2022-03-31,USD,81017000,19264000,None,30130000,27486000,4808000,8037000,22872000,3578000,53507000,-5764000,-71885000,-54603000,None,0,None,None,None,None,None,0,None,-16245000,None,53507000,None,53507000,HZO
2021-12-31,USD,8079000,4761000,None,26458000,59157000,4496000,23856000,-10750000,70265000,35943000,-92578000,78996000,86088000,None,0,None,None,None,None,None,0,None,1079000,None,-5503000,None,35943000,HZO
2021-09-30,USD,44267000,26685000,0,11038000,911000,4027000,7652000,-12825000,17203000,32826000,-30026000,8327000,21082000,None,10068000,None,None,None,None,None,0,None,-10061000,None,22568000,None,32826000,HZO
2021-06-30,USD,182974000,19959000,0,5354000,-112870000,4098000,6346000,3373000,-119724000,59618000,-66845000,-58977000,-44612000,None,0,None,None,None,None,None,0,None,900000,None,60469000,None,59618000,HZO
2021-03-31,USD,159479000,20302000,None,28826000,-63790000,3667000,5082000,12202000,-75884000,38935000,-9083000,-128189000,-127633000,None,0,None,None,None,None,None,0,None,100000,None,39035000,None,38935000,HZO
2020-12-31,USD,-12839000,7779000,None,-386000,38405000,3814000,7045000,-2123000,38572000,23600000,-55177000,33095000,-11492000,None,0,None,None,None,None,None,46375000,None,1500000,None,-34921000,None,23600000,HZO
2020-09-30,USD,83342000,18094000,0,-1224000,-48300000,3318000,4573000,-30306000,-16094000,25583000,-22885000,7751000,-2656000,None,0,None,None,None,None,None,None,None,3029000,None,25583000,None,25583000,HZO
2020-06-30,USD,239941000,6987000,0,27460000,-157413000,3304000,2099000,33620000,-192791000,34927000,-2099000,-215449000,-215849000,None,159000,None,None,None,None,None,None,None,600000,None,35527000,None,34927000,HZO
2020-03-31,USD,690000,10298000,None,3728000,11745000,3143000,1737000,447000,12944000,5065000,-727000,28607000,28813000,None,0,None,None,None,None,None,None,None,400000,None,5465000,None,5065000,HZO
