fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,3405000,1378000,None,3728000,-469000,5115000,1803000,-564000,None,-2957000,-1803000,0,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-2957000,BCOV
2024-06-30,USD,4021000,1405000,None,-2942000,-7255000,5167000,2187000,-6887000,None,-5245000,-2187000,0,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-5245000,BCOV
2024-03-31,USD,2027000,1217000,None,-2151000,2233000,4917000,2999000,1800000,None,1574000,3001000,-239000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,1574000,BCOV
2023-12-31,USD,4199000,-1267000,None,-984000,616000,4292000,2793000,3151000,1322000,-2514000,-2793000,-74000,None,None,None,None,None,None,None,None,None,None,0,None,None,None,-2514000,BCOV
2023-09-30,USD,2128000,1923000,None,-1574000,-1101000,4236000,4296000,337000,175000,-2421000,-4296000,0,0,None,None,None,None,None,None,None,0,None,0,None,None,None,-2421000,BCOV
2023-06-30,USD,10810000,3046000,None,945000,-10086000,4059000,3679000,-10494000,-1883000,-6237000,-3679000,-31000,0,None,None,None,None,None,None,None,0,None,0,None,None,None,-6237000,BCOV
2023-03-31,USD,-12632000,1379000,None,-3043000,15385000,3949000,4882000,14713000,None,-11714000,-4882000,-1925000,0,None,None,None,None,None,None,None,0,None,0,None,-19439000,None,-11714000,BCOV
2022-12-31,USD,5672000,438000,None,1896000,-5847000,3555000,6257000,-6098000,None,-5397000,-6257000,-175000,0,None,None,None,None,None,None,None,0,None,35000,None,-760000,None,-5397000,BCOV
2022-09-30,USD,10492000,530000,None,2638000,-1661000,2914000,6025000,-523000,None,-1680000,-13568000,-1000,0,None,None,None,None,None,None,None,0,None,42000,None,4466000,None,-1680000,BCOV
2022-06-30,USD,9947000,533000,None,-384000,-453000,2166000,7504000,-1408000,None,-301000,0,-7000,0,None,None,None,None,None,None,None,0,None,0,None,2899000,None,-301000,BCOV
