fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-11-02,USD,513389000,40158000,None,215793000,349978000,111803000,180387000,None,368548000,488808000,-180387000,-651052000,None,262500000,276864000,None,121741000,121741000,None,None,None,None,-270513000,None,None,None,488808000,ROST
2024-08-03,USD,592121000,0,None,-21073000,52537000,108595000,197486000,None,28859000,527148000,-197486000,-380007000,None,262500000,263748000,None,122453000,122453000,None,None,None,None,-257554000,None,None,None,527148000,ROST
2024-05-04,USD,368921000,40158000,None,48362000,327164000,109186000,136249000,None,269479000,487990000,-136249000,-450033000,None,262479000,332959000,None,123298000,123298000,None,None,None,None,-326735000,None,None,None,487990000,ROST
2024-02-03,USD,948755000,746254000,None,-263986000,-468130000,119034000,222354000,None,-421588000,609683000,-222354000,-352968000,None,246596000,246596000,None,112668000,112668000,None,None,None,None,-240286000,None,None,None,609683000,ROST
2023-10-28,USD,449454000,40158000,None,162457000,302117000,102442000,176999000,None,313745000,447327000,-176999000,-355744000,0,238500000,248633000,None,113333000,113333000,None,None,0,None,-242401000,None,None,None,447327000,ROST
2023-07-29,USD,703129000,0,None,187975000,66845000,98545000,196206000,None,58328000,446319000,-196206000,-339131000,0,230432000,231345000,None,114005000,114005000,None,None,0,None,-225136000,None,None,None,446319000,ROST
2023-04-29,USD,413152000,40158000,None,168138000,270154000,99379000,167253000,None,218240000,371191000,-167253000,-380635000,None,234468000,271990000,None,114794000,114794000,None,None,None,None,-265841000,None,-134736000,None,371191000,ROST
2023-01-28,USD,1216706000,701478000,None,121933000,-503099000,104090000,236169000,None,-470507000,447043000,-236169000,-335029000,0,231303000,234786000,None,106647000,106647000,None,None,0,None,-228382000,None,645508000,None,447043000,ROST
2022-10-29,USD,528932000,40158000,None,-189979000,-222087000,101384000,174555000,None,-222876000,342036000,-174555000,-351480000,None,243693000,250431000,None,107455000,107455000,None,None,None,None,-244025000,None,2897000,None,342036000,ROST
2022-07-30,USD,360002000,0,None,-134456000,44286000,97073000,133498000,None,43327000,384517000,-133498000,-338266000,None,235435000,235956000,None,108285000,108285000,None,None,None,None,-229981000,None,-111762000,None,384517000,ROST
2022-04-30,USD,-416267000,40158000,None,-433338000,481609000,92108000,109848000,None,411278000,338445000,-109848000,-380669000,0,239565000,277678000,None,108908000,108908000,None,None,0,None,-271761000,None,-906784000,None,338445000,ROST
2022-01-29,USD,235196000,747232000,None,-233492000,-20528000,98561000,179924000,None,31031000,366822000,-179924000,-392431000,0,233018000,233271000,None,100603000,100603000,None,None,0,None,-226828000,None,-337159000,None,366822000,ROST
2021-10-30,USD,158258000,40158000,None,111561000,466934000,88045000,123479000,None,480215000,385030000,-123479000,-344316000,0,241195000,249272000,None,101136000,101136000,None,None,0,None,-243180000,None,423547000,None,385030000,ROST
2021-07-31,USD,592575000,2122000,None,12086000,39209000,86584000,117500000,None,53035000,494258000,-117500000,-272815000,0,175784000,177421000,None,101865000,101865000,None,None,0,None,-170950000,None,523842000,None,494258000,ROST
2021-05-01,USD,752820000,39929000,None,399172000,266256000,87510000,136937000,None,189010000,476479000,-136937000,-142834000,None,0,47378000,None,101519000,101519000,None,None,None,None,-41315000,None,473049000,None,476479000,ROST
2021-01-30,USD,462810000,556744000,None,24347000,-113734000,96007000,65888000,None,-121408000,237980000,-65888000,5005000,-629000,0,131000,None,-7000,-7000,None,None,0,None,6315000,None,237980000,None,237980000,ROST
2020-10-31,USD,1610702000,60278000,None,1605122000,492215000,88567000,89498000,None,512407000,131197000,-89498000,-823277000,-801878000,0,12745000,None,-3000,-3000,None,None,989085000,None,-6732000,None,158567000,None,131197000,ROST
2020-08-01,USD,1230863000,5834000,None,565603000,-499070000,89028000,110318000,None,-639280000,22047000,-110318000,3004000,-2479000,0,29000,None,0,0,None,None,0,None,5602000,None,22047000,None,22047000,ROST
2020-05-02,USD,-1058442000,4235000,None,-1044985000,-163362000,90598000,139729000,None,-75076000,-305842000,-139729000,2517127000,804986000,132467000,164784000,None,101414000,101414000,None,None,1976030000,None,-159340000,None,-305842000,None,-305842000,ROST
