fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,1791000,1327000,None,3509000,1548000,182000,253000,1805000,None,-9124000,-92000,-532000,None,0,0,None,None,None,None,0,None,None,0,None,None,None,-9124000,OPRX
2024-06-30,USD,782000,1511000,None,-1766000,-2970000,1073000,45000,-5227000,None,-4008000,-85000,-915000,None,0,0,None,None,None,None,0,None,None,0,None,None,None,-4008000,OPRX
2024-03-31,USD,2118000,1436000,None,-601000,-7173000,1067000,32000,-6373000,-1990934,-6899000,-153000,-640000,None,0,0,None,None,None,None,0,None,None,0,None,None,None,-6900000,OPRX
2023-12-31,USD,-6257218,1200841,None,335286,17092084,1006228,-775588,9551407,None,-4141406,-26001100,36189298,None,0,0,None,None,None,None,0,None,None,-145706,None,None,None,-4141406,OPRX
2023-09-30,USD,1472554,11000,None,1478809,1753098,466705,321236,2796967,2649298,-2865298,-1009980,-349428,None,0,0,None,None,None,None,-105100,None,0,0,None,None,None,-2865000,OPRX
2023-06-30,USD,-2368159,24000,None,-1091564,1998915,464762,1103293,227016,-658364,-4161449,3223109,-7490287,None,7522426,7522426,None,None,None,None,64494,None,0,-7522426,None,-6635337,None,-4161000,OPRX
2023-03-31,USD,-86000,25000,None,-737517,-3862436,464000,222481,-3862436,None,-6397714,-1550000,-131000,None,0,0,None,None,None,None,40606,None,0,40606,None,-1765018,None,-6398000,OPRX
2022-12-31,USD,2803484,None,None,1485677,4572377,456545,21577,4572377,None,-2727836,-18484509,-7439310,None,7462687,7462687,None,226,226,None,0,None,0,-7439310,None,-23120335,None,-325836,OPRX
2022-09-30,USD,3462222,None,None,355867,381337,515828,36396,-885141,None,-3466792,-37505285,-12020887,None,12240517,12240517,None,None,None,None,-352718,None,0,-12020887,None,-46063950,None,-3466792,OPRX
2022-06-30,USD,308128,None,None,-8877,-570560,578116,120841,-325248,None,-3884714,-2120841,251292,None,321054,321054,None,None,None,None,314219,None,0,-321054,None,-1561421,None,-3884714,OPRX
2022-03-31,USD,4080244,None,None,-1190862,-6664927,471540,65751,-5643761,None,-3761098,-65751,258128,None,0,0,None,None,None,None,258128,None,0,258128,None,4272621,None,-3761098,OPRX
2021-12-31,USD,-1334543,None,None,246328,7139000,385152,99021,4073056,-2654779,623462,-99021,1058756,None,0,0,None,None,None,None,0,None,0,1058756,None,-374808,None,623462,OPRX
2021-09-30,USD,204928,None,None,306252,2273835,526035,166502,2833603,899836,39894,-166502,1094697,None,0,0,None,None,None,None,0,None,0,1094697,None,70352,None,39894,OPRX
2021-06-30,USD,189904,None,None,1493819,2819987,1024279,135912,3215036,1582686,352100,-135912,1590767,None,0,0,None,None,None,None,0,None,0,-69080769,None,352100,None,352100,OPRX
2021-03-31,USD,1665750,None,None,-1700386,-4063898,29859,84564,-3126815,-644332,-637377,-84564,70180734,None,0,0,None,None,None,None,70671536,None,0,142463083,None,71761920,None,-637377,OPRX
2020-12-31,USD,-2592605,None,None,743726,7259020,1886127,79471,4673153,-1979889,1357166,-79471,1156314,None,0,0,None,None,None,None,0,None,0,1156314,None,-1515762,None,1357166,OPRX
2020-09-30,USD,-106598,None,None,501637,1713772,28600,20256,2567361,1371466,-282894,-20256,-1954902,None,0,0,None,None,None,None,1045097,None,0,1045097,None,762203,None,-282894,OPRX
2020-06-30,USD,127643,None,None,289797,1469645,520794,9061,1783671,655181,-1077468,-9061,-1214357,None,0,0,None,None,None,None,0,None,0,174831,None,-1077468,None,-1077468,OPRX
2020-03-31,USD,-3738826,None,None,-99368,3742943,519669,15937,1643495,-2253921,-2203931,-15937,112152,None,0,0,None,None,None,None,0,None,0,112152,None,-3642611,None,-2203931,OPRX
2019-12-31,USD,-1499937,None,None,481925,-197504,536859,526260,-71719,360099,-1984780,-9520629,113279,None,0,0,None,None,None,None,-1066134,None,0,-1066134,None,-10907287,None,-1984780,OPRX
2019-09-30,USD,-969059,27134,None,-77298,1478,320055,13718,-266109,-528564,-1570942,-13718,206324,None,0,0,None,None,None,None,206324,None,0,206324,None,-776453,None,-1570942,OPRX
2019-06-30,USD,-81769,None,None,349453,2679446,235572,1033891,2521611,364643,406617,-1033891,21518140,None,0,0,None,None,None,None,0,None,0,21819851,None,20402480,None,406617,OPRX
2019-03-31,USD,889969,None,None,-860644,-1510752,190301,13848,-1554953,-1078655,6529,-13848,343785,None,0,0,None,None,None,None,0,None,0,343785,None,1219906,None,6529,OPRX
2018-12-31,USD,932761,None,None,574464,1428986,153084,67882,1055124,-7910,-109914,-5607051,65322,None,0,0,None,None,None,None,-1291468,None,0,0,None,-4608968,None,-109914,OPRX
2018-09-30,USD,1078653,None,None,-25492,-359483,54472,10538,-345695,-222,244928,-10538,451023,None,0,0,None,None,None,None,451023,None,0,0,None,1519138,None,244928,OPRX
2018-06-30,USD,-431471,None,None,114227,1689010,54473,8790,1665315,255189,280509,-32678,8169394,None,0,0,None,None,None,None,0,None,0,0,None,7705245,None,280509,OPRX
2018-03-31,USD,-787388,None,None,-519983,350493,54473,3803,414508,-340276,-189179,-36566,8169394,None,0,0,None,None,None,None,0,None,0,0,None,-823954,None,-189179,OPRX
