fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,766000000,279000000,None,21000000,-5000000,125000000,166000000,-40000000,None,75000000,-104000000,-167000000,-41000000,None,None,None,None,None,None,None,0,None,None,None,None,None,75000000,XPO
2024-09-30,USD,98000000,51000000,None,-43000000,-44000000,126000000,127000000,-48000000,None,95000000,-115000000,-24000000,5000000,None,None,None,None,None,None,None,0,None,17000000,None,None,None,95000000,XPO
2024-06-30,USD,156000000,84000000,None,-34000000,65000000,122000000,190000000,18000000,None,150000000,-184000000,-6000000,16000000,None,None,None,None,None,None,None,0,None,-2000000,None,None,None,150000000,XPO
2024-03-31,USD,151000000,33000000,None,48000000,137000000,117000000,306000000,117000000,None,67000000,-299000000,-29000000,11000000,None,None,None,None,None,None,None,0,None,-15000000,None,None,None,67000000,XPO
2023-12-31,USD,58000000,294000000,None,-10000000,-110000000,114000000,1039000000,-95000000,None,58000000,-1028000000,833000000,4000000,None,None,None,None,None,None,None,985000000,None,-7000000,None,None,None,58000000,XPO
2023-09-30,USD,85000000,28000000,None,19000000,70000000,110000000,139000000,77000000,None,84000000,-130000000,-36000000,-21000000,0,0,None,None,None,None,0,0,0,0,None,None,None,84000000,XPO
2023-06-30,USD,43000000,69000000,None,-49000000,2000000,107000000,131000000,-5000000,None,33000000,-126000000,-26000000,32000000,0,0,None,None,None,None,0,0,0,0,None,-21000000,None,33000000,XPO
2023-03-31,USD,44000000,48000000,None,-8000000,93000000,101000000,224000000,69000000,None,14000000,-215000000,-10000000,19000000,0,0,None,None,None,None,0,0,0,0,None,-150000000,None,14000000,XPO
2022-12-31,USD,-59000000,238000000,None,-14000000,-112000000,43000000,127000000,-145000000,None,-94000000,-108000000,-156000000,-26000000,0,0,None,None,None,None,0,0,0,0,None,-750000000,None,-94000000,XPO
2022-09-30,USD,140000000,26000000,None,-127000000,-110000000,118000000,127000000,-137000000,None,131000000,-111000000,-33000000,-19000000,0,0,None,None,None,None,0,0,0,0,None,119000000,None,131000000,XPO
2022-06-30,USD,145000000,66000000,None,-163000000,14000000,115000000,130000000,-23000000,None,141000000,19000000,-649000000,22000000,0,0,None,None,None,None,0,0,0,0,None,-557000000,None,141000000,XPO
2022-03-31,USD,200000000,21000000,None,366000000,311000000,116000000,137000000,405000000,None,488000000,571000000,-24000000,3000000,0,0,None,None,None,None,0,0,0,0,None,748000000,None,488000000,XPO
2021-12-31,USD,98000000,292000000,None,107000000,131000000,119000000,101000000,131000000,None,122000000,-41000000,-52000000,-33000000,0,0,None,4000000,4000000,None,0,0,0,0,None,122000000,None,122000000,XPO
2021-09-30,USD,19000000,55000000,None,154000000,55000000,-40000000,-38000000,131000000,None,-57000000,11000000,-241000000,19000000,0,0,None,None,None,None,0,0,0,0,None,-43000000,None,-57000000,XPO
2021-06-30,USD,462000000,67000000,None,-33000000,100000000,205000000,110000000,44000000,None,158000000,-116000000,-175000000,13000000,0,0,None,None,None,None,0,0,0,0,None,156000000,None,156000000,XPO
2021-03-31,USD,77000000,85000000,None,12000000,217000000,192000000,140000000,196000000,None,118000000,-38000000,-1464000000,-199000000,0,0,None,None,None,None,0,0,0,0,None,-1423000000,None,115000000,XPO
2020-12-31,USD,96000000,904000000,None,174000000,150000000,194000000,149000000,230000000,None,128000000,-38000000,-41000000,-20000000,0,0,None,None,None,None,0,0,0,0,None,-6000000,None,125000000,XPO
2020-09-30,USD,-102000000,78000000,None,172000000,306000000,193000000,122000000,338000000,None,98000000,94000000,-506000000,-403000000,0,0,None,None,None,None,0,-6000000,0,0,None,98000000,None,93000000,XPO
2020-06-30,USD,214000000,85000000,None,-208000000,-74000000,196000000,116000000,-142000000,None,-134000000,-93000000,1033000000,-19000000,0,0,None,None,None,None,0,0,0,0,None,-84000000,None,-131000000,XPO
