fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,-11457000,1094000,None,3736000,788000,8302000,-536000,-221000,691000,-18322000,15846000,-1258000,None,0,0,None,None,None,None,None,None,None,174000,None,None,None,-21742000,SEER
2024-09-30,USD,-14127000,1011000,None,-3575000,21000,1600000,2192000,749000,-816000,-22189000,26439000,-6637000,None,-3747000,-3747000,None,None,None,None,None,None,None,3747000,None,None,None,-21328000,SEER
2024-06-30,USD,-10069000,1012000,None,1952000,608000,1500000,1174000,-449000,1826000,-22850000,-8782000,-3600000,None,0,0,None,None,None,None,None,None,None,0,None,None,None,-22850000,SEER
2024-03-31,USD,-10456000,1006000,None,1444000,856000,5345000,754000,-566000,967000,-20679000,32355000,0,None,0,0,None,None,None,None,None,None,None,0,None,None,None,-20679000,SEER
2023-12-31,USD,-10190000,991000,None,387000,245000,177000,1839000,-1030000,314000,-17799000,6111000,182000,None,0,0,None,None,None,None,None,None,None,374000,None,None,None,-17799000,SEER
2023-09-30,USD,-14411000,985000,None,-1322000,-1087000,1400000,4201000,1447000,-513000,-21088000,-5625000,28000,None,13000,13000,None,None,None,None,0,None,None,28000,None,None,None,-21088000,SEER
2023-06-30,USD,-15133000,985000,None,964000,1736000,1300000,1148000,-464000,2107000,-23431000,22939000,212000,None,0,0,None,None,None,None,0,None,None,20000,None,8018000,None,-23431000,SEER
2023-03-31,USD,-19331000,980000,None,-943000,2065000,71000,121000,-255000,40000,-23959000,14479000,30000,None,0,0,None,None,None,None,0,None,None,30000,None,-4822000,None,-23959000,SEER
2022-12-31,USD,-14256000,None,None,-991000,1945000,1063000,4973000,2682000,-782000,-22525000,-2711000,2106000,None,0,0,None,None,None,None,0,None,None,2106000,None,-14861000,None,-22525000,SEER
2022-09-30,USD,-13373000,None,None,-1020000,-2065000,1000000,2686000,0,-630000,-23980000,2250000,169000,None,0,0,None,None,None,None,0,None,None,169000,None,-10954000,None,-23980000,SEER
2022-06-30,USD,-14000000,None,None,2615000,3109000,900000,1526000,175000,3302000,-22815000,-133177000,866000,None,-1000,-1000,None,None,None,None,0,None,None,866000,None,-146311000,None,-22815000,SEER
2022-03-31,USD,-19151000,None,None,-2453000,2556000,2089000,1080000,17000,-300000,-23646000,10920000,752000,None,21000,21000,None,None,None,None,0,None,None,752000,None,-7479000,None,-23646000,SEER
2021-12-31,USD,-12369000,40000,None,2954000,5383000,2114000,1334000,2113000,1588000,-19739000,-87489000,1269000,None,0,0,None,None,None,None,0,None,None,1269000,None,-98589000,None,-19739000,SEER
2021-09-30,USD,-8756000,164000,None,1290000,-665000,700000,2645000,533000,-113000,-18385000,-31126000,609000,None,22000,22000,None,None,None,None,0,None,None,609000,None,-17685000,None,-18385000,SEER
2021-06-30,USD,-10350000,None,None,1443000,2174000,600000,2105000,1238000,1129000,-16616000,-64146000,-411000,None,11000,11000,None,None,None,None,-636000,None,None,-411000,None,-16016000,None,-16616000,SEER
2021-03-31,USD,-14872000,None,None,-1725000,3562000,1134000,838000,-2000,990000,-16429000,11883000,115167000,None,2000,2000,None,None,None,None,103595000,None,None,103764000,None,112178000,None,-16429000,SEER
2020-12-31,USD,-5485000,None,None,None,None,474000,127000,None,551000,-12936000,5273000,316091000,None,7000,None,None,None,None,None,0,None,None,-7000,None,None,None,-12936000,SEER
2020-09-30,USD,-5490000,None,None,None,None,431000,865000,None,0,-8229000,-50102000,355000,None,-1000,None,None,None,None,None,0,None,None,1000,None,None,None,-8229000,SEER
2020-06-30,USD,-4779000,None,None,None,None,424000,2479000,None,0,-6117000,7319000,54995000,None,7000,None,None,None,None,None,0,None,None,-7000,None,None,None,-6117000,SEER
2020-03-31,USD,-5074000,None,None,None,None,277000,1063000,None,0,-5493000,2952000,45000,None,0,None,None,None,None,None,0,None,None,None,None,None,None,-5493000,SEER
