fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,-94662000,63330000,None,-40834000,33378000,-20546000,9094000,59508000,-849000,-83763000,-52910000,30997000,None,None,None,None,None,None,None,None,0,None,36278000,None,None,None,-83763000,ALNY
2024-09-30,USD,43707000,16147000,None,70173000,39444000,48696000,4192000,37092000,-5925000,-111570000,-30250000,102755000,None,None,None,None,None,None,None,None,0,None,108036000,None,None,None,-111570000,ALNY
2024-06-30,USD,124158000,8156000,None,-127424000,-78121000,15003000,8018000,-9640000,-6794000,-16889000,33940000,131496000,None,None,None,None,None,None,None,None,0,None,132778000,None,None,None,-16889000,ALNY
2024-03-31,USD,-81515000,30945000,None,-46268000,75030000,13517000,12973000,-410000,-22000,-65935000,-67620000,28911000,None,None,None,None,None,None,None,None,0,None,25859000,None,None,None,-65935000,ALNY
2023-12-31,USD,-29795000,51943000,None,-32465000,-39257000,13482000,15309000,-3869000,-11990000,-137870000,-240656000,39228000,None,None,None,None,None,None,None,None,0,None,30894000,None,None,None,-137870000,ALNY
2023-09-30,USD,359412000,9547000,None,132040000,106514000,23532000,17092000,107991000,-4795000,147753000,-10764000,33138000,None,None,None,None,None,None,None,0,0,None,24805000,None,None,None,147753000,ALNY
2023-06-30,USD,-58986000,3216000,None,93437000,28859000,23447000,15919000,2970000,-1985000,-276024000,-8713000,53394000,None,None,None,None,None,None,None,0,0,None,49394000,None,-14305000,None,-276024000,ALNY
2023-03-31,USD,-166475000,13912000,None,-103652000,-17515000,26079000,13891000,-19153000,403000,-174101000,-76217000,46371000,None,None,None,None,None,None,None,0,0,None,42371000,None,-196321000,None,-174101000,ALNY
2022-12-31,USD,-131978000,44403000,None,93056000,63560000,24885000,21635000,53269000,18978000,-207493000,-139911000,63437000,None,None,None,None,None,None,None,0,-777000,None,56714000,None,-208452000,None,-207493000,ALNY
2022-09-30,USD,-115284000,-6562000,None,25562000,42342000,20650000,16510000,38423000,7884000,-405920000,313891000,297023000,None,None,None,None,None,None,None,0,1016888000,None,153020000,None,495630000,None,-405920000,ALNY
2022-06-30,USD,-122819000,39822000,None,68301000,24108000,30555000,16055000,-6399000,9200000,-277402000,142793000,30337000,None,None,None,None,None,None,None,0,0,None,22503000,None,50311000,None,-277402000,ALNY
2022-03-31,USD,-171193000,10672000,None,-61061000,-11770000,9460000,17859000,-39696000,-1926000,-240341000,-147419000,34956000,None,None,None,None,None,None,None,0,0,None,27123000,None,-283656000,None,-240341000,ALNY
2021-12-31,USD,-150141000,36971000,None,49192000,53537000,21451000,21886000,59449000,10760000,-258460000,-413405000,292291000,None,None,None,None,None,None,None,0,250000000,None,45041000,None,-271255000,None,-258460000,ALNY
2021-09-30,USD,-134036000,10369000,None,38012000,28108000,23220000,26062000,-3670000,13634000,-204514000,-88271000,573839000,None,None,None,None,None,None,None,0,0,None,72389000,None,-204514000,None,-204514000,ALNY
2021-06-30,USD,-121856000,10157000,None,45009000,56233000,22161000,11246000,35311000,3955000,-189559000,157024000,329811000,None,None,None,None,None,None,None,0,0,None,81861000,None,-189559000,None,-189559000,ALNY
2021-03-31,USD,-235660000,9060000,None,-94377000,22429000,22862000,17178000,10709000,-1934000,-200291000,71352000,51177000,None,None,None,None,None,None,None,0,0,None,46977000,None,-113131000,None,-200291000,ALNY
2020-12-31,USD,-123144000,6728000,None,40127000,18165000,20880000,21668000,21166000,8464000,-243540000,-97888000,217950000,None,None,None,None,None,None,None,0,200000000,None,19025000,None,163562000,None,-243540000,ALNY
2020-09-30,USD,-110326000,13037000,None,64694000,-5570000,18771000,12418000,8971000,2784000,-253291000,-10088000,34147000,None,None,None,None,None,None,None,0,None,None,29947000,None,-253291000,None,-253291000,ALNY
2020-06-30,USD,-135330000,9199000,None,13191000,-955000,17778000,16658000,-6783000,12226000,-179229000,-441230000,689013000,None,None,None,None,None,None,None,0,None,None,197141000,None,-179229000,None,-179229000,ALNY
2020-03-31,USD,-246161000,9036000,None,-18245000,64792000,17006000,19617000,32882000,11952000,-182221000,113688000,53869000,None,None,None,None,None,None,None,0,None,None,53869000,None,-78604000,None,-182221000,ALNY
2019-12-31,USD,-195980000,11641000,None,52392000,7217000,14762000,38805000,-5479000,4316000,-276185000,-220850000,40342000,None,None,None,None,None,None,None,0,None,None,-359658000,None,71681000,None,-276185000,ALNY
2019-09-30,USD,-182632000,9037000,None,5244000,49363000,17651000,36058000,17783000,13055000,-208535000,-10077000,-20699000,None,None,None,None,None,None,None,0,None,None,9217000,None,-208535000,None,-208535000,ALNY
2019-06-30,USD,288695000,8061000,None,459667000,-9482000,9745000,21244000,-3107000,7906000,-219481000,-289402000,412610000,None,None,None,None,None,None,None,0,None,None,412642000,None,-219481000,None,-219481000,ALNY
2019-03-31,USD,-188510000,7702000,None,-32698000,31593000,12210000,44049000,15041000,7134000,-181915000,102652000,390931000,None,None,None,None,None,None,None,381900000,None,None,390983000,None,305073000,None,-181915000,ALNY
2018-12-31,USD,-150457000,None,None,49130000,28631000,-2228000,37513000,15398000,12291000,-211441000,248964000,5378000,None,None,None,None,None,None,None,0,None,None,7671000,None,21033000,None,-211441000,ALNY
2018-09-30,USD,-153808000,None,None,15563000,23619000,3246000,45409000,401000,-5237000,-245282000,96174000,12989000,None,None,None,None,None,None,None,0,None,None,13533000,None,-245282000,None,-245282000,ALNY
2018-06-30,USD,-102687000,None,None,-8626000,-54086000,2239000,22708000,-47807000,25307000,-163560000,62621000,5581000,None,None,None,None,None,None,None,0,None,None,5641000,None,-163560000,None,-163560000,ALNY
2018-03-31,USD,-155664000,None,None,6152000,44306000,3178000,21257000,16766000,-39307000,-141214000,-134814000,41522000,None,None,None,None,None,None,None,0,None,None,42094000,None,-405562000,None,-141214000,ALNY
2017-12-31,USD,-103044000,None,None,45802000,38017000,3714000,20728000,19358000,6919000,-142227000,-160588000,706948000,None,None,None,None,None,None,None,784475000,None,None,827017000,None,443316000,None,-142227000,ALNY
2017-09-30,USD,-98363000,None,None,-4536000,1093000,3587000,25678000,-761000,7540000,-122937000,-137178000,28915000,None,None,None,None,None,None,None,0,None,None,28956000,None,-206626000,None,-122937000,ALNY
2017-06-30,USD,21381000,None,None,9261000,-146000,3066000,21651000,-4052000,3545000,-118420000,-67671000,386312000,None,None,None,None,None,None,None,0,None,None,386406000,None,237592000,None,-118420000,ALNY
2017-03-31,USD,-62959000,None,None,-22050000,-7585000,3000000,36152000,-3877000,-7147000,-107290000,75076000,2716000,None,None,None,None,None,None,None,0,None,None,2769000,None,-22538000,None,-107290000,ALNY
2016-12-31,USD,145413000,None,None,21435000,10651000,3018000,19879000,8188000,1461000,-112934000,100391000,3082000,None,None,None,None,None,None,None,0,None,None,3437000,None,25136000,None,-112934000,ALNY
2016-09-30,USD,-104071000,None,None,10446000,2852000,3500000,20298000,5632000,7812000,-104071000,-31405000,4346000,None,None,None,None,None,None,None,0,None,None,4424000,None,-102595000,None,-104071000,ALNY
2016-06-30,USD,-90129000,None,None,4884000,4283000,4011000,21621000,700000,2439000,-90129000,-44335000,154338000,None,None,None,None,None,None,None,0,None,None,4442000,None,39798000,None,-90129000,ALNY
2016-03-31,USD,-162421000,None,None,-1379000,2526000,4601000,2759000,516000,-6315000,-102974000,117940000,16066000,None,None,None,None,None,None,None,0,None,None,16125000,None,50383000,None,-102974000,ALNY
2015-12-31,USD,-92512000,None,None,16047000,-438000,5069000,3099000,168000,11424000,-92512000,78273000,6468000,None,None,None,None,None,None,None,0,None,None,6543000,None,31677000,None,-90721000,ALNY
2015-09-30,USD,-76792000,None,None,6118000,1063000,5270000,6477000,-1273000,98000,-76792000,48670000,3651000,None,None,None,None,None,None,None,0,None,None,3831000,None,-2044000,None,-76792000,ALNY
2015-06-30,USD,-71352000,None,None,1629000,1207000,5021000,1264000,-704000,-388000,-71352000,-106936000,7074000,None,None,None,None,None,None,None,0,None,None,7197000,None,-155318000,None,-71783000,ALNY
2015-03-31,USD,-52510000,None,None,-13871000,-26651000,3690000,2110000,-29830000,-11611000,-51208000,-341328000,598984000,None,None,None,None,None,None,None,496400000,None,None,598984000,None,231401000,None,-50777000,ALNY
2014-12-31,USD,-45712000,None,None,28053000,38593000,3341000,3526000,39553000,2791000,-45712000,21435000,7658000,None,None,None,None,None,None,None,None,None,None,7685000,None,-7542000,None,-21389000,ALNY
2014-09-30,USD,-43922000,None,None,-5143000,724000,3117000,3195000,295000,4627000,-43922000,37906000,4794000,None,None,None,None,None,None,None,None,None,None,5056000,None,1994000,None,-43989000,ALNY
2014-06-30,USD,-44389000,None,None,-7283000,1786000,2868000,1852000,-75000,-3399000,-44389000,-228375000,5138000,None,None,None,None,None,None,None,None,None,None,5138000,None,-269862000,None,-44074000,ALNY
2014-03-31,USD,-41675000,None,None,-5451000,415000,2600000,25388000,-4084000,-726000,-268813000,-379780000,718875000,None,None,None,None,None,None,None,None,None,None,734578000,None,297420000,None,-250943000,ALNY
2013-12-31,USD,-22369000,None,None,1597000,2761000,2627000,878000,3639000,-1458000,-29592000,56048000,7650000,None,None,None,None,None,None,None,None,None,None,8924000,None,41329000,None,-32357000,ALNY
2013-09-30,USD,-21715000,None,None,-751000,721000,2764000,950000,149000,6342000,-29686000,-2504000,11084000,None,None,None,None,None,None,None,None,None,None,11199000,None,-13135000,None,-29686000,ALNY
2013-06-30,USD,-23602000,None,None,-8156000,608000,2711000,379000,-98000,-1959000,-18169000,-53209000,3982000,None,None,None,None,None,None,None,None,None,None,3982000,None,-72829000,None,-18169000,ALNY
2013-03-31,USD,-971000,None,None,4488000,1206000,2127000,1799000,454000,-2734000,-9013000,-130840000,178210000,None,None,None,None,None,None,None,None,None,None,178210000,None,46399000,None,-9013000,ALNY
2012-12-31,USD,-68912000,None,None,8808000,-5519000,2024000,686000,-1814000,None,-72265000,43513000,966000,None,None,None,None,None,None,None,None,None,None,997000,None,-24433000,None,-62188000,ALNY
2012-09-30,USD,5212000,None,None,12397000,-4935000,2285000,5729000,-2467000,None,-21115000,17853000,4499000,None,None,None,None,None,None,None,None,None,None,4499000,None,27564000,None,-19502000,ALNY
2012-06-30,USD,-21694000,None,None,-13816000,1874000,2605000,1670000,2193000,None,-14095000,7601000,628000,None,None,None,None,None,None,None,None,None,None,628000,None,-13465000,None,-12956000,ALNY
2012-03-31,USD,-30215000,-96000,None,-21278000,3656000,2121000,263000,724000,None,-12257000,-65593000,87319000,None,None,None,None,None,None,None,None,None,None,87647000,None,-8489000,None,-11368000,ALNY
2011-12-31,USD,-25159000,-95000,None,-18654000,-1310000,1237000,524000,-559000,None,-13586000,20784000,267000,None,None,None,None,None,None,None,None,None,None,267000,None,-4108000,None,-14303000,ALNY
2011-09-30,USD,-29025000,-119000,None,-21938000,551000,1262000,265000,719000,None,-13704000,36251000,0,None,None,None,None,None,None,None,None,None,None,0,None,7226000,None,-13237000,ALNY
2011-06-30,USD,-26579000,-136000,None,-19088000,316000,1287000,474000,158000,None,-14836000,2637000,462000,None,None,None,None,None,None,None,None,None,None,462000,None,-23480000,None,-13824000,ALNY
2011-03-31,USD,-6305000,-138000,None,-11630000,-4270000,1339000,28000,-2300000,None,-17357000,22287000,9000,None,None,None,None,None,None,None,None,None,None,9000,None,15991000,None,-16285000,ALNY
2010-12-31,USD,-20388000,-93000,None,-16949000,-974000,1291000,1138000,-1431000,None,-7846000,47579000,527000,None,None,None,None,None,None,None,None,None,None,527000,None,27718000,0,-6930000,ALNY
2010-09-30,USD,-24038000,-131000,None,-22835000,-1066000,1266000,1067000,-1477000,None,-10856000,4684000,53000,None,None,None,None,None,None,None,None,None,None,53000,None,-19301000,0,-9630000,ALNY
2010-06-30,USD,-24314000,None,None,None,None,1223000,1430000,1853000,None,-18551000,-26963000,2541000,None,None,None,None,None,None,None,None,None,None,None,None,-48765000,None,-14632000,ALNY
