fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,43300000,94800000,None,18900000,-31700000,69100000,68400000,-99000000,113100000,-2704800000,-42700000,10800000,-12500000,0,0,None,None,None,None,None,None,None,0,None,None,None,-1512700000,MODG
2024-09-30,USD,187300000,96800000,None,-4200000,-134600000,68100000,79600000,-111400000,3800000,-3600000,-80600000,17900000,-7600000,100000,100000,None,None,None,None,None,None,None,0,None,None,None,-3600000,MODG
2024-06-30,USD,224700000,98200000,None,28600000,-55400000,65800000,85000000,-24200000,-49800000,62100000,-84900000,-59600000,-5400000,25100000,25100000,None,None,None,None,None,None,None,-25100000,None,None,None,62100000,MODG
2024-03-31,USD,-73300000,84000000,None,-54300000,131200000,65400000,65600000,228000000,-79300000,6500000,-89100000,7300000,0,6200000,6200000,None,None,None,None,None,None,None,-6200000,None,None,None,6500000,MODG
2023-12-31,USD,137000000,92200000,None,93500000,-112900000,64000000,93300000,-110200000,42600000,-77100000,-123000000,44400000,-27000000,12000000,12000000,None,None,None,None,None,None,None,-11700000,None,None,None,-77100000,MODG
2023-09-30,USD,249500000,85100000,None,-7400000,-180400000,61000000,126200000,-85000000,-93800000,29700000,-139200000,33700000,-15600000,16700000,16700000,None,200000,200000,None,0,None,None,-16500000,None,None,None,29700000,MODG
2023-06-30,USD,130300000,89300000,None,-175600000,-117700000,58600000,141400000,-50600000,-81900000,117400000,-140800000,24300000,-10400000,18100000,18100000,None,100000,100000,None,0,None,None,-18000000,None,13800000,None,117400000,MODG
2023-03-31,USD,-152100000,74500000,None,12600000,243100000,56100000,121900000,289500000,-30100000,25000000,-139900000,273400000,-219400000,9200000,9200000,None,None,None,None,0,None,None,-5600000,None,-18600000,None,25000000,MODG
2022-12-31,USD,-69700000,62100000,None,40100000,87600000,53000000,181500000,-110900000,206500000,-72700000,-181500000,260000000,113000000,300000,300000,None,None,None,None,0,None,None,-200000,None,8800000,None,-72700000,MODG
2022-09-30,USD,82700000,83000000,None,9400000,33800000,48400000,111000000,-88300000,140100000,38500000,-110600000,43500000,4600000,1000000,1000000,None,500000,500000,None,0,None,None,-500000,None,15600000,None,38500000,MODG
