fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,100300000,30400000,None,-35600000,-23100000,35500000,60100000,-17400000,None,53000000,-85200000,1500000,None,None,None,None,None,None,None,0,None,None,0,None,None,None,53000000,CSGP
2024-06-30,USD,58100000,60800000,None,4300000,31600000,38800000,72800000,15500000,None,19200000,-97300000,7200000,None,None,None,None,None,None,None,0,None,None,0,None,None,None,19200000,CSGP
2024-03-31,USD,139600000,27000000,None,95700000,13400000,33300000,376700000,15600000,None,6700000,-380300000,-22500000,None,None,None,None,None,None,None,0,None,None,0,None,None,None,6700000,CSGP
2023-12-31,USD,148515000,69975000,None,23834000,-2540000,28685000,55689000,2005000,None,96475000,-162648000,-726000,None,None,None,None,None,None,None,0,None,None,0,None,None,None,96475000,CSGP
2023-09-30,USD,42605000,70486000,None,-56745000,40519000,27125000,16190000,23994000,None,90574000,-21530000,3296000,None,None,None,None,None,None,None,0,0,None,0,None,None,None,90600000,CSGP
2023-06-30,USD,175164000,70301000,None,36536000,6929000,26063000,29908000,8444000,None,100520000,-34792000,9630000,None,None,None,None,None,None,None,0,0,None,0,None,None,None,100500000,CSGP
2023-03-31,USD,123200000,28238000,None,39675000,37892000,25600000,15713000,32157000,None,87131000,-19600000,-15900000,None,None,None,None,None,None,None,0,0,None,0,None,None,None,87100000,CSGP
2022-12-31,USD,185031000,37484000,None,33192000,10901000,27902000,3639000,10226000,None,124372000,7431000,-556000,None,None,None,None,None,None,None,-470000,0,None,-470000,None,None,None,124372000,CSGP
2022-09-30,USD,81490000,69618000,None,-17280000,23246000,45856000,5866000,2859000,None,72290000,-18779000,749103000,None,None,None,None,None,None,None,0,0,None,0,None,None,None,72290000,CSGP
2022-06-30,USD,81392000,108642000,None,-26142000,16057000,31937000,25664000,19594000,None,83473000,-45306000,1184000,None,None,None,None,None,None,None,0,0,None,0,None,None,None,83473000,CSGP
2022-03-31,USD,130707000,24929000,None,20990000,14109000,32190000,0,13724000,None,89318000,-12401000,-15754000,None,None,None,None,None,None,None,0,0,None,0,None,102552000,None,89318000,CSGP
