fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,28817000,8135000,None,5453000,-1685000,15287000,6113000,181000,None,4339000,-6115000,-19553000,-13938000,None,None,None,5577000,3590000,1987000,14000,0,None,14000,None,None,None,4251000,CLDT
2024-06-30,USD,25178000,8336000,None,-337000,-1239000,14914000,8404000,428000,None,7034000,-52334000,-38648000,-142317000,None,None,None,5576000,3588000,1988000,14000,0,None,14000,None,None,None,6848000,CLDT
2024-03-31,USD,6891000,6790000,None,619000,5641000,15255000,10340000,-618000,None,-5484000,6326000,-7466000,-1644000,None,None,None,5599000,3612000,1987000,13000,0,None,13000,None,None,None,-5225000,CLDT
2023-12-31,USD,10120000,6286000,None,-6763000,-3133000,14639000,6680000,-824000,6763000,-9334000,-6680000,-7672000,-1625000,None,None,None,5546000,3558000,1988000,17000,0,None,17000,None,None,None,-8980000,CLDT
2023-09-30,USD,33581000,6486000,None,5231000,-4279000,14687000,5833000,-506000,-9042000,7499000,-5833000,14534000,-61896000,0,0,None,5545000,3558000,1987000,13000,0,None,13000,None,None,None,7329000,CLDT
2023-06-30,USD,27990000,6821000,None,3918000,1516000,14670000,7500000,1158000,-3918000,9365000,-7500000,-8541000,-18008000,0,0,None,5546000,3558000,1988000,16000,15000000,None,16000,None,11949000,None,9144000,CLDT
2023-03-31,USD,4751000,6237000,None,-1338000,5577000,14258000,8100000,-631000,None,-5042000,-8100000,-6054000,-75544000,0,0,None,5525000,3538000,1987000,15000,75000000,None,15000,None,-9403000,None,-4849000,CLDT
2022-12-31,USD,21009000,5602000,None,-6022000,-12987000,14379000,3278000,-10049000,None,-2129000,-2581000,-7473000,-2303000,0,0,None,1988000,0,1988000,12000,None,None,12000,None,10955000,None,-2029000,CLDT
2022-09-30,USD,28813000,6588000,None,6054000,5989000,14658000,2950000,7947000,None,12376000,-3372000,-19031000,-17034000,0,0,None,1987000,0,1987000,12000,None,None,12000,None,6410000,None,12128000,CLDT
2022-06-30,USD,25888000,7368000,None,4048000,2557000,15277000,5304000,3668000,None,9322000,74004000,-98549000,-96502000,0,0,None,1988000,0,1988000,19000,None,None,19000,None,1343000,None,9151000,CLDT
2022-03-31,USD,-4175000,6508000,None,-3620000,7571000,15036000,4131000,625000,3620000,-9699000,-38091000,38842000,41163000,0,0,None,2134000,147000,1987000,14000,None,None,14000,None,-3424000,None,-9446000,CLDT
2021-12-31,USD,10361000,6289000,None,-1917000,-2579000,13860000,4281000,-233000,None,-11446000,-7667000,-2391000,526000,0,0,None,2319000,0,2319000,14000,None,None,14000,None,303000,None,-11189000,CLDT
2021-09-30,USD,20583000,100000,None,5569000,-997000,13668000,1024000,-598000,None,-1383000,-77645000,-55667000,-55407000,0,0,None,0,0,0,15000,None,None,15000,None,12185000,None,-1319000,CLDT
2021-06-30,USD,9905000,6952200,None,3877000,308000,13353000,3085000,1327000,None,-8718000,-9427000,118455000,7673000,0,0,None,1000,1000,0,3289000,None,None,123289000,None,4635000,None,-8558000,CLDT
2021-03-31,USD,-12072000,6730000,None,-1797000,5435000,13334000,1115000,818000,-14840000,2702000,-7204000,11185000,-17600000,0,0,None,281000,281000,0,21294000,None,None,21294000,None,-8091000,None,2656000,CLDT
2020-12-31,USD,-7211000,7118000,None,-1393000,-2290000,13522000,580000,-539000,8308000,-3404000,53936000,-57687000,-53387000,0,0,None,0,0,None,16000,None,None,16000,None,4898000,None,-3356000,CLDT
2020-09-30,USD,2990000,7440000,None,4672000,-625000,13620000,3483000,-23000,None,-18312000,-6656000,335000,-2249000,0,0,None,0,0,None,38000,None,None,38000,None,-4692000,None,-18057000,CLDT
2020-06-30,USD,-12880000,6950000,None,-4309000,-1934000,13667000,4314000,-549000,None,-27193000,-8167000,-2778000,-2186000,0,0,None,0,0,None,36000,None,None,36000,None,-13526000,None,-26827000,CLDT
2020-03-31,USD,-2860000,6939000,None,-6932000,1594000,13061000,6110000,-1829000,-3366000,-28111000,-12307000,64556000,80703000,0,0,None,16237000,16237000,None,92000,None,None,92000,None,49389000,None,-27783000,CLDT
2019-12-31,USD,16553000,6926000,None,-4731000,-6371000,12811000,5517000,-4836000,-3853000,-2371000,-8879000,-13886000,1729000,0,0,None,15712000,15712000,None,99000,None,None,99000,None,7461000,None,-2349000,CLDT
2019-09-30,USD,31852000,7328000,None,6186000,1626000,12923000,9626000,1977000,None,10098000,-21875000,-10495000,5143000,0,0,None,15712000,15712000,None,80000,None,None,80000,None,23021000,None,10002000,CLDT
2019-06-30,USD,24518000,7571000,None,-1031000,1338000,12999000,8975000,2238000,None,9525000,-2080000,-28067000,-19259000,0,0,None,15633000,15633000,None,7000000,None,None,7000000,None,22524000,None,9437000,CLDT
2019-03-31,USD,13311000,6797000,None,240000,3805000,12772000,11741000,723000,-3174000,1628000,-11741000,-1366000,14192000,0,0,None,15603000,15603000,None,119000,None,None,119000,None,204000,None,1613000,CLDT
