fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,-33256000,None,None,9861000,25459000,1558000,1342000,1432000,None,-38136000,90704000,392000,None,None,None,None,None,None,None,0,None,None,406000,None,None,None,-38136000,SDGR
2024-06-30,USD,-53723000,None,None,-7660000,-5833000,1401000,1001000,-7990000,None,-54047000,29578000,1607000,None,None,None,None,None,None,None,1064000,None,None,1622000,None,None,None,-54047000,SDGR
2024-03-31,USD,-39276000,None,None,-28508000,-35457000,1436000,4095000,-46153000,None,-54724000,5079000,8005000,None,None,None,None,None,None,None,7627000,None,None,8019000,None,None,None,-54724000,SDGR
2023-12-31,USD,-37255000,None,None,-6535000,33114000,1354000,2479000,46108000,-729000,-30670000,-59614000,2327000,None,None,None,None,None,None,None,0,None,None,2341000,None,None,None,-30670000,SDGR
2023-09-30,USD,-49941000,None,None,1071000,-14522000,1273000,4917000,10232000,2222000,-62024000,13203000,1330000,None,None,None,None,None,None,None,0,None,None,1534000,None,None,None,-62024000,SDGR
2023-06-30,USD,-18443000,2923000,None,-16570000,40654000,1165000,2427000,-37039000,-18305000,4278000,67243000,4524000,None,None,None,None,None,None,None,0,None,None,4698000,None,53324000,None,4278000,SDGR
2023-03-31,USD,-31094000,2637000,None,20203000,32225000,1760000,3580000,-9262000,None,129136000,172202000,867000,None,None,None,None,None,None,None,0,None,None,867000,None,141975000,None,129136000,SDGR
2022-12-31,USD,-24942000,982000,None,3385000,31107000,1142000,1346000,32370000,None,-27210000,11557000,482000,None,None,None,None,None,None,None,None,None,None,482000,None,None,None,-27207000,SDGR
2022-09-30,USD,-30363000,992000,None,4920000,5273000,1107000,2998000,4816000,None,-39853000,7840000,324000,None,None,None,None,None,None,None,None,None,None,324000,None,-22199000,None,-39853000,SDGR
2022-06-30,USD,-24667000,752000,None,13621000,-15700000,1126000,1974000,-10554000,None,-47686000,34322000,396000,None,None,None,None,None,None,None,None,None,None,396000,None,10062000,None,-47686000,SDGR
2022-03-31,USD,-39711000,549000,None,-5489000,-1374000,969000,1696000,-2935000,None,-34440000,36304000,908000,None,None,None,None,None,None,None,None,None,None,908000,None,-2510000,None,-34440000,SDGR
2021-12-31,USD,-19738000,449000,None,6092000,10873000,652000,957000,20392000,5875000,-30715000,-22091000,1217000,None,None,None,None,None,None,None,None,None,None,1217000,None,-40612000,None,-30713000,SDGR
2021-09-30,USD,-10638000,1608000,None,3267000,-627000,581000,2783000,-10007000,2940000,-35011000,52376000,1442000,None,None,None,None,None,None,None,None,None,None,1442000,None,-34550000,None,-35007000,SDGR
2021-06-30,USD,-29372000,1518000,None,204000,-4918000,727000,2914000,10089000,3173000,-34970000,14812000,1637000,None,None,None,None,None,None,None,None,None,None,1612000,None,-29958000,None,-34644000,SDGR
2021-03-31,USD,-10921000,1396000,None,-79000,8220000,887000,513000,-20153000,-5551000,-523000,-61909000,3656000,None,None,None,None,None,None,None,None,None,None,3656000,None,-69174000,None,-29000,SDGR
2020-12-31,USD,43618000,1556000,None,None,23986000,1010000,886000,19133000,5760000,-11586000,-53238000,1426000,None,None,None,None,None,None,None,None,None,None,1436000,None,-8194000,None,-11139000,SDGR
2020-09-30,USD,-12032000,1534000,None,None,18233000,890000,325000,-1559000,520000,3286000,-215983000,328125000,None,None,None,None,None,None,None,None,None,None,2515000,None,-13966000,None,3852000,SDGR
2020-06-30,USD,-9051000,1518000,None,205000,8359000,881000,484000,-2423000,-98000,-4066000,-24587000,-731000,None,None,None,None,None,None,None,None,None,None,55000,None,-13888000,None,-3350000,SDGR
2020-03-31,USD,-5778000,1892000,None,-817000,-4377000,877000,843000,-2404000,1154000,-14271000,-87913000,212454000,None,None,None,None,None,None,None,None,None,None,212454000,None,118763000,None,-13826000,SDGR
2019-12-31,USD,-11265000,None,None,None,None,908000,157000,None,-3206000,-7145000,6377000,-1715000,None,None,None,None,None,None,None,None,None,None,30442000,None,None,None,-6769000,SDGR
2019-09-30,USD,-5931000,None,None,None,None,939000,286000,None,1274000,-11961000,-5660000,226000,None,None,None,None,None,None,None,None,None,None,30318000,None,None,None,-11508000,SDGR
2019-06-30,USD,-4240000,None,None,None,None,916000,328000,None,4975000,-727000,-38495000,25007000,None,None,None,None,None,None,None,None,None,None,30073000,None,None,None,-500000,SDGR
2019-03-31,USD,-4623000,None,None,None,None,877000,1065000,None,-131000,-5848000,-16077000,5166000,None,None,None,None,None,None,None,None,None,None,5066000,None,None,None,-5794000,SDGR
