fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-03-31,CNY,-138518000,None,None,None,None,41722000,129509999,None,8686000,None,None,52007000,None,None,None,None,None,None,None,None,None,None,-23853000,None,None,None,-160932000,BEST
2023-12-31,CNY,884000,None,None,None,None,38677000,0,None,None,None,None,-1752000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-246710000,BEST
2023-09-30,CNY,-234429000,None,None,None,None,43736000,0,None,None,None,65212000,-602297000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-178106000,BEST
2023-06-30,CNY,-157992000,None,None,None,None,45154000,0,None,None,None,-46514000,109316000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-145387000,BEST
2023-03-31,CNY,-241890000,None,None,None,None,188910000,143276000,None,9142000,None,683000000,481000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-838640000,BEST
2022-12-31,CNY,-241890000,None,None,None,None,188910000,143276000,None,9142000,None,239536000,481000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-838640000,BEST
2022-09-30,CNY,-258292000,None,None,None,None,42346000,48100000,None,9142000,None,891756000,-982052000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-378937000,BEST
2022-06-30,CNY,-313558000,None,None,None,None,49602000,35000000,None,None,None,-100994000,-821512000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-305346000,BEST
2022-03-31,CNY,-943280000,None,None,None,None,157495000,49100000,None,-4510000,None,-879542000,-234225000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1973982000,BEST
2021-12-31,CNY,-943280000,None,None,None,None,157495000,20600000,None,-4510000,None,3137984000,-234225000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1973982000,BEST
2021-09-30,CNY,-1158246000,None,None,None,None,164421000,116900000,None,2647000,None,1054911000,59389000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-638212000,BEST
2021-06-30,CNY,-91592000,None,None,None,None,118006000,174500000,None,2647000,None,325357000,-459361000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-460968000,BEST
2021-03-31,CNY,224321000,None,None,None,None,476101000,1497723000,None,12244000,None,22796000,-190099000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-624738000,BEST
2020-12-31,CNY,224321000,None,None,None,None,476101000,1497723000,None,12244000,None,-164107000,-190099000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-624738000,BEST
2020-09-30,CNY,115351000,None,None,None,None,141491000,486600000,None,None,None,-539659000,371217000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-633550000,BEST
2020-06-30,CNY,722606000,None,None,None,None,121932000,424100000,None,None,None,-283084000,762081000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-24328000,BEST
2020-03-31,CNY,486804000,None,None,None,None,492778000,1497723000,None,13198000,None,113917000,453080000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,51418000,BEST
