fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,822600000,None,None,227300000,436200000,437000000,312000000,74100000,179100000,688000000,-1264200000,49400000,None,0,0,None,None,None,None,None,None,None,376900000,None,None,None,685700000,ISRG
2024-09-30,USD,706500000,None,None,178400000,336900000,3500000,247900000,42800000,261500000,570600000,-1413000000,98200000,None,0,0,None,8000000,8000000,None,None,None,None,115600000,None,None,None,565100000,ISRG
2024-06-30,USD,620500000,None,None,156000000,331200000,5000000,309400000,-18800000,209800000,531500000,-467100000,50000000,None,0,0,None,None,None,None,None,None,None,71500000,None,None,None,526900000,ISRG
2024-03-31,USD,265400000,None,None,-354500000,188700000,-800000,241900000,-2200000,179600000,547400000,-128500000,-46700000,None,0,0,None,None,None,None,None,None,None,180400000,None,None,None,544900000,ISRG
2023-12-31,USD,228300000,None,None,-129400000,584000000,379700000,435500000,166600000,184300000,610700000,-1044200000,-31500000,None,66300000,66300000,None,None,None,None,None,None,None,169800000,None,None,None,606200000,ISRG
2023-09-30,USD,548400000,None,None,159700000,290600000,5100000,256300000,59000000,239600000,419800000,-446600000,61800000,None,0,0,None,None,None,None,None,None,None,77400000,None,None,None,415700000,ISRG
2023-06-30,USD,665700000,None,None,143500000,152600000,5000000,178300000,-22400000,161500000,426000000,557600000,63300000,None,0,0,None,None,None,None,None,None,None,74600000,None,1286600000,None,420800000,ISRG
2023-03-31,USD,371400000,None,None,-130200000,128200000,9900000,194100000,-16900000,127100000,360800000,573100000,-381200000,None,350000000,350000000,None,None,None,None,None,None,None,-249800000,None,563300000,None,355300000,ISRG
2022-12-31,USD,437900000,None,None,148500000,335300000,339200000,139200000,92100000,127500000,336700000,574800000,-963500000,None,1000800000,1000800000,None,None,None,None,None,None,None,-721600000,None,49200000,None,324900000,ISRG
2022-09-30,USD,383200000,None,None,85400000,253400000,7900000,169100000,11200000,173600000,324700000,544500000,-926800000,None,1000000000,1000000000,None,None,None,None,None,None,None,-918000000,None,900000,None,324000000,ISRG
2022-06-30,USD,446700000,None,None,72200000,152100000,6200000,130500000,-67400000,125400000,313600000,466200000,-482100000,None,500100000,500100000,None,None,None,None,None,None,None,-473500000,None,430800000,None,307800000,ISRG
2022-03-31,USD,223000000,None,None,-111600000,279600000,32100000,93600000,123400000,120100000,369400000,-214700000,-199900000,None,106500000,106500000,None,None,None,None,None,None,None,-26500000,None,-191600000,None,365600000,ISRG
2021-12-31,USD,567700000,None,None,101400000,205200000,90800000,136900000,87600000,66800000,382700000,-641000000,18600000,None,0,0,None,None,None,None,None,None,None,307700000,None,1060800000,-1100000,380600000,ISRG
2021-09-30,USD,501400000,None,None,60900000,131600000,6300000,68300000,-4900000,96800000,387200000,-838800000,68300000,None,0,0,None,None,None,None,None,None,None,91100000,None,387200000,300000,380500000,ISRG
2021-06-30,USD,542700000,None,None,87800000,200300000,7500000,75700000,45300000,51200000,523000000,-384700000,58300000,None,0,0,None,None,None,None,None,None,None,69700000,None,523000000,-3400000,517200000,ISRG
2021-03-31,USD,477600000,None,None,-47600000,128700000,59100000,58600000,14300000,41200000,435200000,-597000000,-102200000,None,0,0,None,None,None,None,None,None,None,84000000,None,-220800000,800000,426300000,ISRG
2020-12-31,USD,627500000,None,None,94900000,-20000000,83100000,61900000,51500000,-6900000,363600000,-334300000,-39800000,None,34300000,34300000,None,None,None,None,None,None,None,315600000,None,895800000,-600000,365200000,ISRG
2020-09-30,USD,274600000,None,None,-5800000,159900000,12600000,64400000,79700000,56900000,316800000,-1025900000,85200000,None,0,0,None,None,None,None,None,None,None,113900000,None,316800000,-400000,313900000,ISRG
2020-06-30,USD,229900000,None,None,7000000,-200000,12400000,110000000,-18700000,54900000,70200000,536700000,47600000,None,0,0,None,None,None,None,None,None,None,62700000,None,70200000,-800000,68000000,ISRG
2020-03-31,USD,352800000,None,None,-108100000,78900000,63600000,105200000,-118200000,65200000,316200000,-117100000,-178700000,None,100000000,100000000,None,None,None,None,None,None,None,-8700000,None,56200000,-800000,313500000,ISRG
2019-12-31,USD,552700000,164200000,None,103200000,108700000,61100000,142000000,11800000,67100000,362700000,-406200000,50800000,None,0,0,None,None,None,None,None,None,None,339900000,None,896000000,700000,357700000,ISRG
2019-09-30,USD,396300000,4900000,None,43000000,119600000,10700000,86700000,-1700000,115400000,398700000,-216600000,1200000,None,69500000,69500000,None,None,None,None,None,None,None,16600000,None,398700000,-1600000,396800000,ISRG
2019-06-30,USD,316000000,None,None,36300000,196200000,10600000,82100000,85700000,84000000,316400000,-222700000,-178600000,None,200000000,200000000,None,None,None,None,None,None,None,-169200000,None,316400000,-100000,318300000,ISRG
2019-03-31,USD,333200000,None,None,-100900000,22100000,40400000,114800000,-134600000,94000000,304000000,-308900000,-41800000,None,0,0,None,None,None,None,None,None,None,88800000,None,-18700000,-1200000,306500000,ISRG
2018-12-31,USD,338100000,None,None,116900000,125800000,32200000,55500000,96100000,73200000,291300000,-486300000,33700000,None,0,0,None,None,None,None,None,None,None,273600000,None,-113900000,600000,292500000,ISRG
2018-09-30,USD,319800000,None,None,29000000,106700000,29500000,47000000,47900000,71900000,291800000,-572600000,57700000,None,0,0,None,None,None,None,None,None,None,64700000,None,-195200000,-100000,292500000,ISRG
2018-06-30,USD,231500000,None,None,70300000,199800000,29200000,44800000,50300000,67700000,254600000,-44300000,43200000,None,0,0,None,None,None,None,None,None,None,48700000,None,228800000,-1600000,255300000,ISRG
2018-03-31,USD,280200000,None,None,-81900000,53800000,31000000,40100000,-33000000,66200000,287300000,53600000,-8300000,None,0,0,None,None,None,None,None,None,None,86200000,None,326500000,1000000,287600000,ISRG
