fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-11-24,USD,3260000000,445000000,None,2601000000,2541000000,548000000,1264000000,None,2541000000,1688000000,-985000000,-1193000000,-61000000,207000000,207000000,None,515000000,515000000,None,None,0,None,-207000000,None,None,None,1798000000,COST
2024-09-01,USD,2958000000,1241000000,None,558000000,1237000000,706000000,1577000000,None,1237000000,2354000000,-1703000000,-1816000000,17000000,216000000,216000000,None,514000000,514000000,None,None,0,None,-216000000,None,None,None,2354000000,COST
2024-05-12,USD,2999000000,280000000,None,1376000000,406000000,516000000,1062000000,None,406000000,1681000000,-954000000,-698000000,17000000,162000000,162000000,None,515000000,None,None,None,0,None,-162000000,None,None,None,1681000000,COST
2024-02-18,USD,731000000,997000000,None,-2850000000,-959000000,514000000,1031000000,None,-959000000,1743000000,-1386000000,-7276000000,3000000,160000000,160000000,None,7107000000,None,None,None,0,None,-160000000,None,None,None,1743000000,COST
2023-11-26,USD,4651000000,262000000,None,2854000000,1384000000,501000000,1040000000,None,1384000000,1589000000,-366000000,-974000000,-29000000,162000000,162000000,None,905000000,905000000,None,None,498000000,None,-162000000,None,None,None,1589000000,COST
2023-09-03,USD,3725000000,1171000000,None,490000000,368000000,688000000,1556000000,None,368000000,2160000000,-1825000000,-664000000,0,230000000,0,None,452000000,452000000,None,None,0,None,0,None,None,None,2160000000,COST
2023-05-07,USD,1541000000,831000000,None,545000000,253000000,472000000,820000000,None,253000000,1302000000,-1282000000,-735000000,10000000,162000000,162000000,None,399000000,None,None,None,0,None,-162000000,None,None,None,1302000000,COST
2023-02-12,USD,3192000000,432000000,None,-1904000000,-2588000000,470000000,890000000,None,-2586000000,1466000000,-808000000,-352000000,7000000,143000000,143000000,None,0,None,None,None,0,None,-143000000,None,None,None,1466000000,COST
2022-11-20,USD,2610000000,266000000,None,487000000,739000000,447000000,1057000000,None,737000000,1364000000,-1057000000,-863000000,-48000000,141000000,141000000,None,400000000,400000000,None,None,0,None,-141000000,None,690000000,None,1364000000,COST
2022-08-28,USD,2506000000,1184000000,None,125000000,405000000,601000000,1259000000,None,370000000,1878000000,-1487000000,-1940000000,67000000,185000000,185000000,None,1005000000,797000000,None,None,0,None,-185000000,None,None,None,1868000000,COST
