fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,88595000,2027000,None,25736000,61000,-500000,12917000,20428000,-18066000,39106000,-20531000,15456000,-1078000,None,None,None,None,None,None,None,15203000,None,4609000,None,None,None,31080000,ACMR
2024-09-30,USD,11913000,844000,None,34271000,90878000,2389000,33367000,82012000,17312000,38672000,-23317000,18774000,-20693000,None,None,None,131000,131000,None,None,49416000,None,53000,None,None,None,30904000,ACMR
2024-06-30,USD,61591000,1031000,None,36872000,18067000,2209000,13577000,-6943000,26315000,31399000,19598000,31402000,-504000,None,None,None,None,None,None,None,0,None,1638000,None,None,None,24210000,ACMR
2024-03-31,USD,-9649000,1756000,None,1068000,65581000,2475000,26087000,26866000,38574000,22092000,12291000,26849000,23243000,None,None,None,600000,600000,None,None,0,None,4799000,None,None,None,17433000,ACMR
2023-12-31,USD,-33206000,1638000,None,-1241000,65182000,1835000,13192000,35156000,28139000,23298000,-4604000,11517000,-7269000,None,None,None,None,None,None,None,14500000,None,848000,None,None,None,17700000,ACMR
2023-09-30,USD,-17877000,899000,None,19686000,78512000,2023000,28228000,40924000,39149000,30994000,-48782000,3599000,-20416000,0,0,None,3951000,3951000,None,0,0,None,765000,None,None,None,25679000,ACMR
2023-06-30,USD,6254000,-121000,None,24197000,47191000,2241000,7868000,29007000,16797000,33597000,-2488000,4869000,0,0,0,None,None,None,None,0,0,None,4284000,None,8635000,None,26825000,ACMR
2023-03-31,USD,-30494000,1465000,None,48847000,91179000,1714000,15050000,7875000,80248000,8963000,49129000,-1455000,0,0,0,None,None,None,None,0,0,None,241000,None,17180000,None,7145000,ACMR
2022-12-31,USD,-797000,36988000,None,28796000,53287000,1558000,73024000,-2163000,59538000,14183000,-106757000,9435000,9786000,0,0,None,None,None,None,0,0,None,164000,None,-98119000,None,11809000,ACMR
2022-09-30,USD,-100000,938000,None,60034000,93179000,897000,13787000,41554000,52914000,27076000,-8674000,41407000,41915000,0,0,None,None,None,None,0,0,None,400000,None,32633000,None,21004000,ACMR
2022-06-30,USD,-33568000,1229000,None,20903000,81847000,1342000,2125000,51418000,28359000,16748000,6120000,-4999000,-4921000,0,0,None,None,None,None,0,0,None,26000,None,-32447000,None,12236000,ACMR
2022-03-31,USD,-27729000,1083000,None,35384000,62814000,1213000,3584000,5177000,52503000,-7443000,-156359000,28000,0,0,0,None,None,None,None,0,0,None,724000,None,-184060000,None,-5786000,ACMR
2021-12-31,USD,-36271000,971000,None,15223000,75571000,891000,4235000,25764000,40043000,18615000,-5803000,539071000,-5925000,0,0,None,None,None,None,0,117000,None,301000,None,496997000,None,15565000,ACMR
2021-09-30,USD,-4063000,737000,None,39631000,56077000,501000,2693000,16473000,40181000,11150000,-2693000,-976000,-6900000,0,0,None,None,None,None,0,5391000,None,932000,None,10914000,None,10155000,ACMR
2021-06-30,USD,-10501000,734000,None,29045000,46517000,467000,1206000,8437000,32156000,7334000,-1206000,2051000,-1567000,0,0,None,None,None,None,0,1548000,None,2640000,None,7067000,None,6567000,ACMR
2021-03-31,USD,10742000,783000,None,25815000,21790000,439000,1578000,6452000,15276000,5822000,-1578000,-1380000,-2757000,0,0,None,555000,555000,None,0,0,None,1377000,None,7784000,None,5470000,ACMR
2020-12-31,USD,-5511000,839000,None,6106000,19693000,257000,1871000,-2120000,22406000,9198000,-35297000,18276000,-1848000,0,0,None,555000,555000,None,0,19699000,None,554000,None,-22532000,None,8529000,ACMR
2020-09-30,USD,2615000,457000,None,10154000,14272000,195000,2080000,-658000,12732000,10020000,-3501000,3261000,1943000,0,0,None,None,None,None,0,None,None,1318000,None,9758000,None,8627000,ACMR
2020-06-30,USD,-14480000,425000,None,9681000,30896000,189000,1466000,24160000,4699000,496000,-31034000,20856000,20158000,0,0,None,None,None,None,0,None,None,698000,None,260000,None,-81000,ACMR
2020-03-31,USD,3829000,538000,None,9569000,8491000,185000,118000,7585000,931000,1963000,-118000,-9559000,-9734000,0,0,None,None,None,None,0,None,None,175000,None,-5848000,None,1705000,ACMR
2019-12-31,USD,14155000,623000,None,738000,-11233000,185000,179000,-12377000,769000,4201000,-237000,28270000,-2079000,2042000,2042000,None,None,None,None,-29000,None,None,-2066000,None,42188000,None,3944000,ACMR
2019-09-30,USD,-145000,455000,None,-2039000,10764000,176000,550000,11610000,-894000,9089000,-4789000,53326000,820000,None,None,None,None,None,None,0,None,None,25818000,None,8810000,None,8782000,ACMR
2019-06-30,USD,-1425000,271000,None,7558000,10961000,177000,280000,6936000,4024000,4311000,-389000,2588000,2476000,None,None,None,None,None,None,0,None,None,112000,None,211000,-563000,4311000,ACMR
2019-03-31,USD,-3182000,139000,None,-4117000,2470000,175000,116000,-99000,2759000,1857000,-116000,3261000,3201000,None,None,None,None,None,None,0,None,None,60000,None,243000,280000,1857000,ACMR
2018-12-31,USD,9642000,134000,None,6296000,2326000,93000,123000,-6409000,8926000,2286000,-123000,-491000,-508000,None,None,None,None,None,None,0,None,None,17000,None,8886000,-142000,2286000,ACMR
2018-09-30,USD,8308000,112000,None,-3704000,1399000,84000,909000,-1332000,2829000,3853000,-909000,418000,202000,None,None,None,None,None,None,0,None,None,216000,None,803000,-91000,3853000,ACMR
2018-06-30,USD,3303000,152000,None,13375000,15255000,88000,644000,6872000,8432000,3215000,-644000,53000,-180000,None,None,None,None,None,None,0,None,None,233000,None,2249000,-435000,3215000,ACMR
2018-03-31,USD,-16111000,100000,None,-2528000,5670000,85000,395000,-14000,3896000,-2780000,-395000,5143000,5081000,None,None,None,None,None,None,0,None,None,62000,None,-2495000,150000,-2780000,ACMR
2017-12-31,USD,-7974000,81000,None,-1167000,6743000,81000,580000,10723000,-2860000,3365000,-15234000,18714000,1534000,None,None,None,11299000,11299000,None,3417000,None,None,3417000,None,607000,567000,3384000,ACMR
2017-09-30,USD,-1227000,None,None,None,None,55000,124000,3129000,3744000,-1282000,-8486000,19905000,None,None,None,None,None,None,None,None,None,None,15300000,None,3868000,31000,-955000,ACMR
2017-06-30,USD,2631000,None,None,None,None,61000,26000,-1027000,405000,-481000,-31000,-1560000,None,None,None,None,None,None,None,None,None,None,189000,None,1123000,78000,-658000,ACMR
2017-03-31,USD,352000,None,None,None,None,57000,36000,-3068000,1784000,-2474000,-36000,1661000,None,None,None,None,None,None,None,None,None,None,378000,None,1964000,-13000,-2089000,ACMR
2016-12-31,USD,-6671000,None,None,None,None,53000,618000,12552000,1130000,2855000,-810000,9776000,None,None,None,None,None,None,None,None,None,None,410000,None,2276000,-210000,1222000,ACMR
2016-09-30,USD,-1770000,None,None,None,None,46000,88000,None,-154000,561000,None,463000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,362000,ACMR
