fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,112101000,141064000,None,333455000,611713000,14566000,11732000,341872000,None,119023000,-19215000,-78156000,54574000,0,0,None,87205000,87205000,None,None,0,None,8620000,None,None,None,59952000,VIRT
2024-06-30,USD,490822000,143493000,None,548190000,2626000,14730000,9185000,-361307000,None,128117000,-8968000,-195033000,-65000000,0,0,None,22368000,22368000,None,None,0,None,0,None,None,None,66586000,VIRT
2024-03-31,USD,-395414000,142200000,None,-1325386000,-305535000,18986000,26198000,539362000,None,111308000,-27476000,362000,140000000,0,0,None,67589000,67589000,None,None,0,None,0,None,None,None,55817000,VIRT
2023-12-31,USD,348086000,261502000,None,-1143046000,-2352540000,49939000,19876000,-929309000,None,6701000,-24021000,-199747000,-100000000,1566000,1566000,None,54269000,54269000,None,None,0,None,0,None,None,None,5538000,VIRT
2023-09-30,USD,170075000,145429000,None,2136704000,2448534000,18236000,7977000,263970000,None,117593000,-15327000,-170195000,-15000000,-424000,-424000,None,127693000,127693000,None,0,0,None,0,None,None,None,61915000,VIRT
2023-06-30,USD,121998000,128760000,None,913941000,604611000,18448000,13843000,306151000,None,29544000,-19353000,-168546000,-9999000,0,0,None,93652000,93652000,None,0,0,None,0,None,-65901000,None,16702000,VIRT
2023-03-31,USD,-148382000,96572000,None,392772000,724167000,19788000,34433000,94410000,None,110083000,-35783000,-46544000,121055000,424000,424000,None,52004000,52004000,None,0,0,None,-424000,None,-230709000,None,57881000,VIRT
2022-12-31,USD,416341000,78246000,None,-204158000,-357125000,45201000,15211000,-565442000,None,39634000,-18550000,-269247000,-164057000,0,0,None,59188000,59188000,None,0,0,None,0,None,128544000,None,27592000,VIRT
2022-09-30,USD,232840000,63974000,None,-191059000,-156805000,17915000,8633000,27628000,None,79874000,-14983000,-158668000,10000000,0,0,None,87318000,87318000,None,0,0,None,0,None,59189000,None,40007000,VIRT
2022-06-30,USD,312807000,55488000,None,-537641000,-456772000,18263000,9368000,-185765000,None,148896000,39033000,-94948000,16000000,52000,52000,None,102973000,102973000,None,0,0,None,366000,None,256892000,None,85167000,VIRT
2022-03-31,USD,-255185000,49277000,None,679346000,1024863000,21032000,31647000,659043000,None,199925000,-35030000,-212882000,78945000,8204000,8204000,None,27054000,27054000,None,0,1800000000,None,-3513000,None,-503097000,None,112257000,VIRT
2021-12-31,USD,797104000,43974000,None,-576119000,-687718000,48240000,13590000,-693387000,None,185958000,-21909000,-407537000,-251639000,1761000,1761000,None,27394000,27394000,None,0,0,None,68728000,None,367658000,None,104056000,VIRT
2021-09-30,USD,19081000,40342000,None,344046000,-88847000,18393000,8698000,49358000,None,123138000,-22702000,-149479000,98226000,370000,370000,None,28336000,28336000,None,0,0,None,371000,None,123138000,None,70507000,VIRT
2021-06-30,USD,221551000,38937000,None,-497912000,-155963000,19531000,14246000,-354554000,None,108907000,-17096000,-311099000,-26524000,1323000,1323000,None,29483000,29483000,None,0,0,None,3496000,None,108907000,None,62910000,VIRT
2021-03-31,USD,133890000,36611000,None,645914000,169011000,22065000,23536000,273382000,None,409232000,-25642000,-89744000,177920000,0,0,None,30147000,30147000,None,0,0,None,2933000,None,18504000,None,239405000,VIRT
