fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,105000000,None,None,68000000,116000000,70000000,57000000,78000000,40000000,26000000,-57000000,185000000,None,125000000,125000000,None,None,None,None,None,1462000000,None,-118000000,None,None,None,20000000,HGV
2024-09-30,USD,91000000,None,None,-102000000,-57000000,68000000,32000000,80000000,7000000,32000000,-32000000,-130000000,None,108000000,108000000,None,None,None,None,None,155000000,None,-108000000,None,None,None,29000000,HGV
2024-06-30,USD,113000000,None,None,-33000000,42000000,68000000,18000000,127000000,6000000,4000000,-9000000,-171000000,None,100000000,100000000,None,None,None,None,None,640000000,None,-94000000,None,None,None,2000000,HGV
2024-03-31,USD,0,None,None,88000000,324000000,62000000,19000000,54000000,25000000,-2000000,-1473000000,1272000000,None,99000000,99000000,None,None,None,None,None,2350000000,None,-93000000,None,None,None,-4000000,HGV
2023-12-31,USD,0,None,None,-11000000,133000000,57000000,28000000,165000000,27000000,68000000,-111000000,453000000,None,100000000,100000000,None,13000000,13000000,None,None,720000000,None,-96000000,None,None,None,68000000,HGV
2023-09-30,USD,92000000,None,None,-107000000,-27000000,53000000,22000000,70000000,-30000000,92000000,-22000000,-118000000,None,62000000,62000000,None,2000000,2000000,None,None,293000000,None,-60000000,None,None,None,92000000,HGV
2023-06-30,USD,194000000,None,None,-52000000,-90000000,52000000,14000000,54000000,-34000000,80000000,-14000000,-335000000,None,121000000,121000000,None,6000000,6000000,None,None,0,None,-115000000,None,-155000000,None,80000000,HGV
2023-03-31,USD,26000000,None,None,84000000,361000000,51000000,11000000,16000000,101000000,73000000,-11000000,183000000,None,85000000,85000000,None,5000000,5000000,None,None,613000000,None,-80000000,None,198000000,None,73000000,HGV
2022-12-31,USD,-16000000,325000000,None,-13000000,210000000,63000000,46000000,196000000,1000000,78000000,-46000000,-138000000,None,110000000,110000000,None,4000000,4000000,None,None,138000000,None,-106000000,None,-200000000,None,78000000,HGV
2022-09-30,USD,233000000,7000000,None,-27000000,-139000000,57000000,16000000,80000000,-81000000,150000000,-16000000,-126000000,None,84000000,84000000,None,None,None,None,None,269000000,None,-84000000,None,91000000,None,150000000,HGV
2022-06-30,USD,260000000,6000000,None,44000000,-92000000,64000000,21000000,7000000,6000000,73000000,-21000000,-385000000,None,78000000,78000000,None,None,None,None,None,247000000,None,-76000000,None,-146000000,None,73000000,HGV
2022-03-31,USD,270000000,7000000,None,290000000,356000000,60000000,14000000,118000000,-26000000,51000000,-14000000,-133000000,None,0,0,None,None,None,None,None,155000000,None,1000000,None,123000000,None,51000000,HGV
2021-12-31,USD,132000000,126000000,None,-53000000,88000000,55000000,14000000,78000000,-26000000,75000000,-21000000,24000000,None,0,0,None,None,None,None,None,468000000,None,3000000,None,135000000,None,75365931,HGV
2021-09-30,USD,-56000000,6000000,None,-54000000,-82000000,48000000,12000000,55000000,-18000000,30000000,-1597000000,437000000,None,0,0,None,None,None,None,None,1396000000,None,4000000,None,78000000,None,98704709,HGV
2021-06-30,USD,30000000,4000000,None,57000000,133000000,12000000,8000000,110000000,15000000,15000000,-8000000,1253000000,None,0,0,None,None,None,None,None,0,None,5000000,None,27000000,None,9000000,HGV
2021-03-31,USD,62000000,5000000,None,2000000,14000000,11000000,5000000,-27000000,14000000,-7000000,-5000000,-78000000,None,0,0,None,None,None,None,None,0,None,2000000,None,-21000000,None,-7000000,HGV
2020-12-31,USD,-7000000,122000000,None,-8000000,7000000,11000000,9000000,-11000000,32000000,-221000000,-9000000,-175000000,None,0,0,None,None,None,None,None,0,None,2000000,None,-221000000,None,-154000000,HGV
2020-09-30,USD,-2000000,5000000,None,24000000,21000000,11000000,7000000,6000000,23000000,-7000000,-9000000,-95000000,None,0,0,None,None,None,None,None,0,None,1000000,None,4000000,None,-6846654,HGV
2020-06-30,USD,35000000,4000000,None,-30000000,-128000000,11000000,7000000,-145000000,26000000,-48000000,-7000000,36000000,None,0,0,None,None,None,None,None,495000000,None,0,None,-37000000,None,-48000000,HGV
2020-03-31,USD,53000000,5000000,None,-42000000,39000000,12000000,8000000,-13000000,10000000,8000000,-8000000,562000000,None,10000000,10000000,None,None,None,None,None,495000000,None,-10000000,None,607000000,None,8000000,HGV
2019-12-31,USD,-3000000,141000000,None,-37000000,61000000,12000000,19000000,69000000,-2000000,74000000,-19000000,-37000000,None,0,0,None,None,None,None,None,30000000,None,1000000,None,74000000,None,72000000,HGV
2019-09-30,USD,75000000,4000000,None,23000000,8000000,12000000,16000000,17000000,-5000000,50000000,-15000000,-36000000,None,12000000,12000000,None,None,None,None,None,45000000,None,-12000000,None,64000000,None,50000000,HGV
2019-06-30,USD,57000000,3000000,None,28000000,52000000,12000000,18000000,47000000,8000000,39000000,-19000000,-73000000,None,179000000,179000000,None,None,None,None,None,215000000,None,-177000000,None,52000000,None,39000000,HGV
