fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,-10000000,851000000,1000000,-190000000,-97000000,2000000,None,-65000000,None,-2000000,1961000000,-3164000000,None,33000000,33000000,None,18000000,18000000,None,None,0,None,-33000000,None,None,None,-2000000,NAVI
2024-06-30,USD,279000000,814000000,1000000,15000000,-199000000,3000000,None,-167000000,None,36000000,3268000000,-2489000000,None,38000000,38000000,None,17000000,17000000,None,None,0,None,-38000000,None,None,None,36000000,NAVI
2024-03-31,USD,182000000,866000000,0,-31000000,-156000000,3000000,None,-109000000,None,73000000,2330000000,-2357000000,None,43000000,43000000,None,18000000,18000000,None,None,0,None,-43000000,None,None,None,73000000,NAVI
2023-12-31,USD,310000000,863000000,3000000,98000000,-17000000,0,None,-21000000,157000000,-28000000,2024000000,-2342000000,None,70000000,70000000,None,19000000,19000000,None,None,494000000,None,-70000000,None,None,None,-28000000,NAVI
2023-09-30,USD,122000000,880000000,0,41000000,27000000,3000000,None,2000000,None,79000000,1659000000,-2248000000,0,75000000,75000000,None,19000000,19000000,None,None,0,None,-75000000,None,None,None,79000000,NAVI
2023-06-30,USD,99000000,843000000,0,70000000,34000000,42000000,None,57000000,None,66000000,1826000000,-1435000000,0,80000000,80000000,None,19000000,19000000,None,None,0,None,-80000000,None,None,None,66000000,NAVI
2023-03-31,USD,145000000,845000000,2000000,-75000000,-46000000,3000000,None,12000000,None,111000000,1848000000,-4022000000,0,85000000,85000000,None,21000000,21000000,None,None,0,None,-85000000,None,-2029000000,None,111000000,NAVI
2022-12-31,USD,207000000,696000000,6000000,106000000,43000000,8996000,None,96000000,None,105000000,3773000000,-3085000000,0,85000000,85000000,None,22000000,22000000,None,None,0,None,-85000000,None,895000000,None,105000000,NAVI
2022-09-30,USD,68000000,560000000,1000000,48000000,-15000000,10004000,None,63000000,None,105000000,2856000000,-2448000000,0,95000000,95000000,None,22000000,22000000,None,None,0,None,-95000000,None,476000000,None,105000000,NAVI
2022-06-30,USD,139000000,348000000,1000000,40000000,-46000000,45000000,None,36000000,None,180000000,2205000000,-2122000000,0,105000000,105000000,None,23000000,23000000,None,None,0,None,-105000000,None,180000000,None,180000000,NAVI
2022-03-31,USD,-109000000,300000000,4000000,-301000000,-222000000,4000000,None,-48000000,None,255000000,1751000000,-2006000000,0,115000000,115000000,None,24000000,24000000,None,None,0,None,-115000000,None,-364000000,None,255000000,NAVI
2021-12-31,USD,168000000,328000000,2000000,239000000,-12000000,30000000,None,41000000,None,-11000000,1560000000,-1461000000,0,150000000,150000000,None,25000000,25000000,None,None,742000000,None,-150000000,None,-205000000,None,-11000000,NAVI
2021-09-30,USD,201000000,327000000,None,17000000,-21000000,14000000,None,-55000000,None,173000000,894000000,-1546000000,0,150000000,150000000,None,26000000,26000000,None,None,0,None,-150000000,None,173000000,None,173000000,NAVI
2021-06-30,USD,154000000,361000000,None,20000000,32000000,10000000,None,47000000,None,185000000,1334000000,-1828000000,0,200000000,200000000,None,27000000,27000000,None,None,0,None,-200000000,None,185000000,None,185000000,NAVI
2021-03-31,USD,179000000,362000000,None,-36000000,-191000000,5000000,None,-80000000,None,370000000,2885000000,-2499000000,0,100000000,100000000,None,29000000,29000000,None,None,495000000,None,-100000000,None,565000000,None,370000000,NAVI
2020-12-31,USD,171000000,395000000,None,10000000,-31000000,22000000,None,-6000000,None,185000000,1530000000,-2378000000,0,0,0,None,30000000,30000000,None,None,0,None,0,None,-677000000,None,185000000,NAVI
2020-09-30,USD,221000000,450000000,None,-3000000,-52000000,5000000,None,-61000000,None,207000000,1526000000,-1522000000,0,65000000,65000000,None,31000000,31000000,None,None,0,None,-65000000,None,207000000,None,207000000,NAVI
2020-06-30,USD,142000000,502000000,None,-51000000,14000000,6000000,None,124000000,None,125000000,2407000000,-2328000000,0,0,0,None,31000000,31000000,None,None,0,None,0,None,125000000,None,125000000,NAVI
2020-03-31,USD,453000000,712000000,None,-121000000,-130000000,5000000,None,-79000000,None,-106000000,985000000,-1451000000,0,335000000,335000000,None,31000000,31000000,None,None,682000000,None,-335000000,None,-13000000,None,-106000000,NAVI
2019-12-31,USD,188000000,768000000,2000000,8000000,-13000000,30000000,None,45000000,None,172000000,1079000000,-1746000000,0,77000000,77000000,None,35000000,35000000,None,None,0,None,-77000000,None,127000000,None,171000000,NAVI
2019-09-30,USD,309000000,866000000,1000000,-31000000,-108000000,5000000,None,-101000000,None,145000000,1525000000,-2000000000,0,130000000,130000000,None,36000000,36000000,None,None,0,None,-130000000,None,145000000,None,145000000,NAVI
2019-06-30,USD,334000000,942000000,None,-4000000,-86000000,11000000,None,53000000,None,153000000,2473000000,-2601000000,0,126000000,126000000,None,37000000,37000000,None,None,0,None,-126000000,None,153000000,None,153000000,NAVI
2019-03-31,USD,188000000,903000000,None,-202000000,-62000000,7000000,None,-75000000,None,128000000,2408000000,-3638000000,0,107000000,107000000,None,39000000,39000000,None,None,0,None,-107000000,None,-1042000000,None,128000000,NAVI
2018-12-31,USD,485000000,945000000,3000000,182000000,-127000000,47000000,None,106000000,None,72000000,2161000000,-2632000000,0,125000000,125000000,None,40000000,40000000,None,None,0,None,-125000000,None,-5000000,None,72000000,NAVI
2018-09-30,USD,173000000,897000000,1000000,-148000000,-34000000,7000000,None,-102000000,None,114000000,2443000000,-2376000000,0,0,0,None,41000000,41000000,None,None,0,None,0,None,114000000,None,114000000,NAVI
2018-06-30,USD,198000000,820000000,0,128000000,7000000,7000000,None,139000000,None,83000000,3035000000,-4022000000,0,0,0,None,43000000,43000000,None,None,0,None,0,None,83000000,None,83000000,NAVI
