fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-11-30,USD,-23352000,29217000,None,-42412000,316995000,75368000,127199000,45128000,267417000,125441000,-132462000,-121644000,None,116276000,116276000,None,None,None,None,None,None,None,-111205000,None,None,None,125441000,KMX
2024-08-31,USD,619103000,31060000,None,77272000,-95868000,72720000,109209000,273582000,-375139000,132809000,-109593000,-170683000,None,106455000,106455000,None,None,None,None,None,None,None,-84368000,None,None,None,132809000,KMX
2024-05-31,USD,-117689000,29192000,None,-98898000,427532000,69244000,103914000,328920000,94815000,152440000,-105870000,-112384000,None,106850000,106850000,None,None,None,None,None,None,None,-98641000,None,None,None,152440000,KMX
2024-02-29,USD,309638000,193359000,None,156116000,14576000,66886000,109865000,10264000,39124000,50268000,-109776000,-209528000,None,49799000,49799000,None,None,None,None,None,None,None,-33463000,None,None,None,50268000,KMX
2023-11-30,USD,210099000,28481000,None,-212026000,-107280000,66557000,145275000,90953000,-200340000,82003000,-145471000,-29649000,None,40144000,40144000,None,2920000000,2920000000,None,None,None,None,-39248000,None,None,None,82003000,KMX
2023-08-31,USD,124165000,29243000,7900000,-127410000,60687000,63973000,73448000,295319000,-241934000,118635000,-74992000,240369000,0,212000,212000,None,3090000000,3090000000,None,None,None,None,26333000,None,None,None,118635000,KMX
2023-05-31,USD,-185285000,27015000,59300000,216150000,860847000,62998000,136719000,506403000,355078000,228298000,-136759000,306595000,0,3931000,3931000,None,3224529000,3224529000,None,None,None,None,-2942000,None,-15449000,None,228298000,KMX
2023-02-28,USD,-378745000,180896000,None,-21187000,467761000,62569000,103224000,250994000,311205000,69012000,-107112000,116828000,0,118000,118000,None,None,None,None,None,None,None,3471000,None,None,None,69012000,KMX
2022-11-30,USD,1182488000,31189000,None,-146289000,-1035364000,64752000,115023000,209585000,-1256748000,37580000,-111339000,-504779000,0,8646000,8646000,None,None,None,None,None,None,None,-8424000,None,None,None,37580000,KMX
2022-08-31,USD,-51363000,23016000,None,-218615000,153125000,67430000,109655000,155976000,-19400000,125905000,-108277000,132728000,0,162194000,162194000,None,None,None,None,None,None,None,-152355000,None,None,None,125905000,KMX
2022-05-31,USD,530952000,26217000,None,78011000,72017000,70473000,94808000,490347000,-433484000,252265000,-99038000,-454957000,0,162974000,162974000,None,None,None,None,None,None,None,-159531000,None,-23043000,None,252265000,KMX
2022-02-28,USD,-466805000,397186000,3800000,-59044000,734592000,72369000,81631000,174730000,465109000,159836000,-91062000,596925000,0,100528000,100528000,None,None,None,None,None,None,None,-97033000,None,3800000,None,159836000,KMX
2021-11-30,USD,-697324000,22574000,22600000,23261000,1195698000,71519000,89065000,633110000,554024000,269438000,-52447000,738766000,-167000,120455000,120455000,None,6571447000,6571447000,None,None,None,None,-104232000,None,292038000,None,269438000,KMX
2021-08-31,USD,-1273438000,20429000,None,-247446000,1466431000,66944000,78693000,602930000,856609000,285267000,-317093000,1294070000,167000,221657000,221657000,None,6450632000,6450632000,None,None,None,None,-183159000,None,285267000,None,285267000,KMX
2021-05-31,USD,-111883000,16610000,None,257879000,913542000,62356000,59145000,818999000,91690000,436756000,-63143000,475105000,0,133838000,133838000,None,3999419000,3999419000,None,None,None,None,-112249000,None,300079000,None,436756000,KMX
2021-02-28,USD,-200626000,264344000,None,196565000,686919000,61661000,40584000,292629000,389529000,209945000,-6107000,110237000,-1008000,71313000,71313000,None,3049225000,3049225000,None,None,None,None,-22460000,None,-96496000,None,209945000,KMX
2020-11-30,USD,-21390000,16287000,None,-152838000,185063000,61528000,31954000,228252000,-44754000,235300000,-29719000,-448229000,170000,104474000,104474000,None,3169283000,3169283000,None,None,None,None,-101903000,None,235300000,None,235300000,KMX
2020-08-31,USD,-359783000,16302000,None,411791000,1231448000,60627000,29127000,302580000,925529000,296696000,-27285000,493709000,752000,11000,11000,None,3381752000,3381752000,None,None,None,None,90007000,None,296696000,None,296696000,KMX
2020-05-31,USD,1249559000,16094000,None,-413899000,-1422855000,58340000,62871000,-479116000,-946986000,4978000,-65072000,-579737000,46000,54140000,54140000,None,2959546000,2959546000,None,None,None,None,-52434000,None,604750000,None,4978000,KMX
2020-02-29,USD,-118700000,301896000,None,41916000,566060000,57585000,82719000,376455000,163842000,188129000,-132777000,277838000,-381000,109160000,109160000,None,4760151000,4760151000,None,None,None,None,-81130000,None,188129000,None,214934000,KMX
2019-11-30,USD,7550000,15102000,None,27815000,344358000,54758000,77830000,261298000,77824000,173156000,-77719000,62590000,-494000,116658000,116658000,None,4261506000,4261506000,None,None,None,None,-106812000,None,173156000,None,173156000,KMX
2019-08-31,USD,-168657000,15046000,None,-128672000,373292000,51962000,92377000,341455000,53607000,233599000,-92757000,265672000,244000,129968000,129968000,None,4475544000,4475544000,None,None,None,None,-76698000,None,233599000,None,233599000,KMX
2019-05-31,USD,43201000,15136000,None,34556000,418988000,51506000,78970000,380951000,31688000,266744000,-86111000,80883000,-458000,211961000,211961000,None,4565742000,4565742000,None,None,None,None,-178710000,None,16816000,None,266744000,KMX
2019-02-28,USD,48341000,None,None,47666000,295307000,46638000,61325000,200056000,94755000,170411000,-61516000,39204000,693000,271556000,271556000,None,4266193000,4266193000,None,None,None,None,-268006000,None,170411000,None,192556000,KMX
2018-11-30,USD,3745000,None,None,-43193000,272840000,45298000,72200000,205928000,67345000,190311000,-72049000,38473000,-2860000,251823000,251823000,None,4151540000,4151540000,None,None,None,None,-244745000,None,190311000,None,190311000,KMX
2018-08-31,USD,-287976000,None,None,-41197000,442644000,44968000,91391000,341229000,97326000,220890000,-90531000,188438000,2931000,170297000,170297000,None,3303931000,3303931000,None,None,None,None,-131847000,None,220890000,None,220890000,KMX
2018-05-31,USD,-110005000,1400000,None,33375000,178360000,45343000,79720000,305947000,-130665000,238656000,-84417000,-80094000,238000,211050000,211050000,None,3486340000,3486340000,None,None,None,None,-201998000,None,234350000,None,238656000,KMX
2018-02-28,USD,465711000,412108000,None,33259000,187124000,46767000,69257000,234968000,-49857000,127914000,-54361000,-15049000,-466000,124610000,124610000,None,3683983000,3683983000,None,None,None,None,-117639000,None,18238000,None,122146000,KMX
2017-11-30,USD,140140000,8700000,None,-98444000,447333000,45097000,72449000,238120000,208782000,148840000,-62446000,337187000,322000,110175000,110175000,None,4178985000,4178985000,None,None,None,None,-67531000,None,522000,None,148840000,KMX
2017-08-31,USD,179224000,2200000,None,-1883000,391608000,44184000,75694000,307360000,83522000,181424000,-94696000,170777000,-422000,157400000,157400000,None,3366578000,3366578000,None,None,None,None,-140103000,None,-34315000,None,181424000,KMX
