fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-12-31,USD,-8473000,3015000,None,-1500000,-20442000,13452000,85160000,-51704000,19346000,9772000,-85160000,82087000,132600000,50285000,50285000,None,None,None,None,None,None,None,-50010000,None,None,None,9772000,TREX
2024-09-30,USD,132761000,2693000,None,-35087000,-93015000,13612000,78279000,-129977000,39078000,40552000,-78279000,-42816000,7000000,50085000,50085000,None,None,None,None,None,None,None,-49816000,None,None,None,40553000,TREX
2024-06-30,USD,193685000,2646000,None,9530000,-77928000,13452000,35482000,-103432000,24973000,86998000,-35482000,-160084000,-160000000,425000,425000,None,None,None,None,None,None,None,-84000,None,None,None,86998000,TREX
2024-03-31,USD,-174044000,2007000,None,26238000,349448000,14154000,37720000,332333000,16796000,89070000,-37614000,212752000,217500000,5145000,5145000,None,None,None,None,None,None,None,-4748000,None,None,None,89070000,TREX
2023-12-31,USD,101195000,-2174000,None,-7981000,-107942000,12995000,53169000,-159773000,46705000,21951000,-53169000,-50711000,-51000000,9000,9000,None,None,None,None,None,None,None,289000,None,None,None,21951000,TREX
2023-09-30,USD,180444000,3497000,None,-3138000,-81852000,12996000,30563000,-65899000,-13623000,65266000,-30563000,-149463000,-149500000,249000,249000,None,286000,286000,None,None,None,None,37000,None,None,None,65266000,TREX
2023-06-30,USD,223252000,2967000,None,10841000,-90795000,12283000,43165000,-35263000,-53777000,77036000,-43165000,-179777000,-163500000,16600000,16600000,None,323000,323000,None,None,None,None,-16277000,None,None,None,77036000,TREX
2023-03-31,USD,-115471000,3937000,None,2975000,190152000,11915000,39192000,204014000,-13571000,41131000,-39192000,146254000,147500000,1592000,1592000,None,316000,316000,None,None,None,None,-1276000,None,-8409000,None,41131000,TREX
2022-12-31,USD,-28173000,2156000,None,-1826000,35122000,11029000,68065000,19830000,16092000,10077000,-60766000,95379000,146000000,50425000,50425000,None,361000,361000,None,None,None,None,-50064000,None,None,None,10077000,TREX
2022-09-30,USD,54401000,2198000,None,-36712000,-64264000,11465000,41557000,-89331000,31243000,14422000,-41557000,-23607000,0,100036000,100036000,None,430000,430000,None,None,None,None,-99606000,None,None,None,14423000,TREX
2022-06-30,USD,116113000,2160000,None,-3662000,-19530000,11331000,44318000,-22837000,2696000,88916000,-44273000,-170380000,0,169992000,169992000,None,None,None,None,None,None,None,-169564000,None,-98540000,None,88916000,TREX
2022-03-31,USD,73879000,2174000,None,36605000,62688000,10473000,22288000,49825000,14423000,71211000,-22288000,-77456000,0,77929000,77929000,None,None,None,None,None,None,None,-77406000,None,-25865000,None,71211000,TREX
