fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2025-01-31,USD,286000000,32000000,None,245000000,134000000,133000000,2000000,157000000,None,23000000,-177000000,-7000000,None,None,0,None,None,None,None,None,None,None,28000000,None,None,None,23000000,OKTA
2024-10-31,USD,159000000,9000000,None,14000000,65000000,33000000,5000000,87000000,None,16000000,-99000000,-265000000,None,None,0,None,None,None,None,None,None,None,8000000,None,None,None,16000000,OKTA
2024-07-31,USD,86000000,11000000,None,-42000000,82000000,32000000,8000000,70000000,None,29000000,156000000,-50000000,None,None,0,None,None,None,None,None,None,None,29000000,None,None,None,29000000,OKTA
2024-04-30,USD,219000000,11000000,None,-187000000,-181000000,30000000,5000000,-251000000,None,-40000000,-194000000,-37000000,None,None,0,None,None,None,None,None,None,None,4000000,None,None,None,-40000000,OKTA
2024-01-31,USD,174000000,32000000,None,169000000,171000000,127000000,8000000,140000000,None,-44000000,-133000000,-109000000,None,None,0,None,None,None,None,None,None,None,25000000,None,None,None,-44000000,OKTA
2023-10-31,USD,156000000,10000000,None,30000000,18000000,28000000,7000000,31000000,None,-81000000,20000000,-133000000,None,None,3000000,None,None,None,None,None,0,0,-1000000,None,None,None,-81000000,OKTA
2023-07-31,USD,53000000,12000000,None,44000000,100000000,27000000,4000000,99000000,None,-111000000,495000000,-315000000,None,None,4000000,None,None,None,None,None,0,0,-4000000,None,None,None,-111000000,OKTA
2023-04-30,USD,129000000,12000000,None,-122000000,-178000000,24000000,5000000,-191000000,None,-119000000,59000000,-326000000,None,None,0,None,None,None,None,None,0,0,6000000,None,None,None,-119000000,OKTA
2023-01-31,USD,76000000,19546000,None,96973000,110979000,60669000,3353000,101968000,None,-152918000,-83000000,14000000,None,None,0,None,None,None,None,None,0,0,14430000,None,None,None,-153000000,OKTA
2022-10-31,USD,10000000,11300000,None,39482000,60800000,23300000,4261000,59047000,None,-208897000,22000000,6000000,None,None,0,None,None,None,None,None,0,0,5633000,None,None,None,-209000000,OKTA
2022-07-31,USD,-19000000,7400000,None,21579000,54516000,23200000,6531000,65232000,None,-210500000,19000000,23000000,None,None,0,None,None,None,None,None,0,0,22551000,None,None,None,-210000000,OKTA
2022-04-30,USD,19000000,12386000,None,-100034000,-126295000,43289000,8855000,-139247000,None,-242713000,-88000000,5000000,None,None,0,None,None,None,None,None,0,0,5386000,None,-64129000,None,-243000000,OKTA
2022-01-31,USD,13413000,12922000,None,170561000,157370000,73619000,8611000,145256000,None,-241186000,-156898000,30553000,None,None,0,None,None,None,None,None,0,0,30619000,None,-112559000,None,-240775000,OKTA
2021-10-31,USD,37120000,10300000,None,26647000,10125000,22400000,3736000,14763000,None,-221311000,101459000,9214000,None,None,0,None,None,None,None,None,0,0,9225000,None,-231611000,None,-221311000,OKTA
2021-07-31,USD,-2608000,10000000,None,6975000,-12528000,21300000,1030000,-7949000,None,-276644000,-463466000,33054000,None,None,0,None,None,None,None,None,0,0,33056000,None,-286644000,None,-276682000,OKTA
2021-04-30,USD,56075000,10349000,None,74243000,26608000,36047000,3382000,22747000,None,-109232000,151905000,16179000,None,None,0,None,None,None,None,None,0,0,16190000,None,224159000,None,-109232000,OKTA
2021-01-31,USD,34947000,10949000,None,61304000,62206000,44696000,2541000,55826000,None,-75780000,-37118000,25543000,None,None,0,None,None,None,None,None,0,0,25140000,None,22786000,None,-75474000,OKTA
2020-10-31,USD,43426000,7700000,None,37174000,28345000,2700000,1832000,29173000,None,-72755000,-595621000,5210000,None,None,0,None,None,None,None,None,-577000,0,6053000,None,-80455000,None,-72764000,OKTA
2020-07-31,USD,10930000,7800000,None,-10921000,3753000,2800000,4065000,-376000,None,-60133000,-722865000,1047080000,None,None,0,None,None,None,None,None,0,0,-149233000,None,-67933000,None,-60100000,OKTA
2020-04-30,USD,38697000,8093000,None,21813000,-14757000,21837000,8930000,-18250000,None,-57662000,50604000,14167000,None,None,0,None,None,None,None,None,0,0,14172000,None,103468000,None,-57662000,OKTA
2020-01-31,USD,24835000,7678000,None,38521000,30684000,29986000,6780000,28122000,None,-50513000,-562939000,18654000,None,None,0,None,None,None,None,None,-100000,0,9762000,None,-519450000,None,-50472000,OKTA
2019-10-31,USD,10640000,6100000,None,20522000,16904000,2600000,1392000,13852000,None,-63400000,22888000,798399000,None,None,358622000,None,None,None,None,None,0,0,-358622000,None,-69500000,None,-63495000,OKTA
2019-07-31,USD,-1134000,2400000,None,4215000,9279000,3000000,11668000,4838000,None,-42957000,-22383000,23070000,None,None,None,None,None,None,None,None,0,0,-4383000,None,-45357000,None,-42980000,OKTA
2019-04-30,USD,21262000,2974000,None,16673000,-15272000,12453000,8079000,-9297000,None,-51923000,-125607000,13262000,None,None,None,None,None,None,None,None,0,0,13388000,None,-91083000,None,-51966000,OKTA
2019-01-31,USD,10104000,-9484000,None,26609000,29529000,21353000,6080000,22143000,None,-30811000,80896000,15410000,None,None,None,None,None,None,None,None,0,0,7073000,None,106410000,None,-30811000,OKTA
2018-10-31,USD,6439000,3100000,None,13830000,13737000,1800000,5067000,10299000,None,-29484000,-10545000,7469000,None,None,None,None,None,None,None,None,0,0,0,None,-29484000,None,-29517000,OKTA
2018-07-31,USD,-5343000,3100000,None,5537000,5776000,1200000,5987000,8959000,None,-39200000,-28729000,15438000,None,None,None,None,None,None,None,None,-75000,0,-5542000,None,-39200000,None,-39207000,OKTA
2018-04-30,USD,3972000,3000000,None,10089000,2264000,8343000,5528000,-1719000,None,-26000000,-238942000,319445000,None,None,None,None,None,None,None,None,335055000,52440000,64636000,None,84475000,None,-25962000,OKTA
2018-01-31,USD,155000,79000,None,12979000,12718000,9586000,2339000,5579000,None,-24715000,-18241000,16041000,None,None,None,None,None,None,None,None,None,0,16215000,None,-2045000,None,-23045000,OKTA
2017-10-31,USD,-9471000,None,None,13528000,8480000,800000,1743000,11431000,None,-33760000,-1161000,21814000,None,None,None,None,None,None,None,None,None,0,21884000,None,-33760000,None,-33066000,OKTA
2017-07-31,USD,-6238000,None,None,8540000,6351000,700000,4243000,3554000,None,-26973000,-88519000,-555000,None,None,None,None,None,None,None,None,None,0,1303000,None,-26973000,None,-26032000,OKTA
2017-04-30,USD,-9686000,None,None,5548000,900000,4739000,3656000,-2243000,None,-28900000,8217000,200108000,None,None,None,None,None,None,None,None,None,0,202561000,None,198639000,None,-27706000,OKTA
