fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,6208000,None,None,-5760000,-1718000,10600000,844000,-4257000,None,-13212000,7646000,112495000,None,0,0,None,None,None,None,None,None,None,669000,None,None,None,-14726000,HCAT
2024-06-30,USD,1612000,None,None,-7300000,342000,11200000,571000,1964000,None,-15877000,-1783000,698000,None,0,0,None,None,None,None,None,None,None,698000,None,None,None,-13516000,HCAT
2024-03-31,USD,10266000,None,None,7801000,-4311000,9714000,292000,-4011000,992000,-22925000,83984000,863000,None,0,0,None,None,None,None,None,None,None,863000,None,None,None,-20587000,HCAT
2023-12-31,USD,-19041000,6016000,None,201000,14143000,8475000,387000,13922000,992000,-32928000,29917000,395000,None,0,0,None,None,None,None,None,None,None,395000,None,None,None,-30312000,HCAT
2023-09-30,USD,3115000,0,None,-6242000,-6259000,10800000,167000,-6195000,-837000,-24639000,-24858000,1040000,None,0,0,None,None,None,None,None,None,None,1040000,None,None,None,-22032000,HCAT
2023-06-30,USD,-11574000,0,None,-6473000,-10210000,11200000,1277000,-9469000,-155000,-34703000,-7415000,1202000,None,0,0,None,None,None,None,None,None,None,1202000,None,-17787000,None,-32613000,HCAT
2023-03-31,USD,-5580000,0,None,11027000,15825000,9898000,523000,15405000,None,-34983000,22649000,93000,None,1808000,1808000,None,None,None,None,None,None,None,93000,None,17162000,None,-33190000,HCAT
2022-12-31,USD,-14821000,6047000,None,-1632000,910000,12548000,1358000,-1588000,None,-36804000,6256000,637000,None,0,0,None,None,None,None,None,None,None,637000,None,None,None,-35782000,HCAT
2022-09-30,USD,-12031000,2493000,None,-4739000,1658000,12400000,1213000,2094000,None,-45877000,-33182000,-7539000,None,8393000,8393000,None,None,None,None,None,None,None,-7127000,None,-52752000,None,-45735000,HCAT
2022-06-30,USD,-9576000,0,None,-3732000,3578000,12600000,1037000,4725000,None,-32248000,-13751000,1901000,None,0,0,None,None,None,None,None,None,None,1901000,None,-21426000,None,-33428000,HCAT
2022-03-31,USD,1158000,741000,None,4106000,-6456000,12372000,819000,-6019000,None,-20796000,1656000,2388000,None,0,0,None,None,None,None,None,None,None,3318000,None,5202000,None,-22458000,HCAT
2021-12-31,USD,-9775000,3817000,None,1097000,3230000,14529000,727000,919000,-2792000,-44567000,-76683000,3916000,None,None,None,None,None,None,None,None,None,None,3916000,None,-82542000,None,-48992000,HCAT
2021-09-30,USD,-5360000,741000,None,-925000,489000,10700000,2188000,-94000,-1878000,-35591000,-172794000,248833000,None,None,None,None,None,None,None,None,None,None,249763000,None,-33891000,None,-40014000,HCAT
2021-06-30,USD,-4845000,None,None,3720000,538000,8100000,2546000,1163000,-399000,-32127000,72423000,4889000,None,None,None,None,None,None,None,None,None,None,8858000,None,-31027000,None,-35834000,HCAT
2021-03-31,USD,-3143000,None,None,3745000,83000,11087000,6362000,-2090000,-3256000,-24418000,37376000,6446000,None,None,None,None,None,None,None,None,None,None,7837000,None,40679000,None,-28370000,HCAT
2020-12-31,USD,-4141000,5071000,None,12297000,12728000,11089000,5703000,11998000,-1443000,-38946000,-21905000,6740000,None,None,None,None,None,None,None,None,None,None,7616000,None,-19306000,None,-43018000,HCAT
2020-09-30,USD,-4487000,0,None,-5313000,-1803000,5000000,1071000,-2729000,-1362000,-23472000,-3976000,15503000,None,None,None,None,None,None,None,None,None,None,15503000,None,-22772000,None,-27326000,HCAT
2020-06-30,USD,-751000,-843000,None,539000,106000,3100000,985000,-105000,-1248000,-15644000,-106830000,150779000,None,None,None,None,None,None,None,None,None,None,7083000,None,-14944000,None,-27183000,HCAT
2020-03-31,USD,-16769000,843000,None,3936000,9084000,3179000,1264000,7284000,-3028000,-16905000,50146000,9587000,None,None,None,None,None,None,None,None,None,None,10335000,None,42964000,None,-17490000,HCAT
2019-12-31,USD,-13061000,6398000,None,-7524000,-3216000,2412000,929000,-3450000,-1040000,-13771000,-22070000,1098000,None,None,None,None,None,None,None,None,None,None,2241000,None,-34033000,None,-14266000,HCAT
2019-09-30,USD,-5482000,821000,None,-2075000,-2342000,2300000,1365000,-3453000,-1720000,-20757000,-157318000,194040000,None,None,None,None,None,None,None,None,None,None,196417000,None,-20057000,None,-21416000,HCAT
2019-06-30,USD,-8417000,None,None,None,None,2200000,949000,None,-607000,-9374000,-1558000,-1414000,None,None,None,None,None,None,None,None,None,None,None,None,-8674000,None,-10694000,HCAT
