fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2024-09-30,USD,52200000,0,None,27500000,-17300000,23800000,13100000,-17300000,None,28400000,4500000,-97800000,-7200000,0,0,None,11100000,11100000,11100000,None,None,None,-29800000,None,None,None,28400000,KAR
2024-06-30,USD,34800000,None,None,-131700000,-59500000,24100000,13000000,-59500000,None,10700000,45600000,-102900000,-66600000,0,0,None,11100000,11100000,11100000,None,None,None,400000,None,None,None,10700000,KAR
2024-03-31,USD,238300000,None,None,115000000,26400000,24300000,12900000,26400000,None,18500000,-39700000,-63600000,-16200000,0,0,None,11100000,11100000,11100000,None,None,None,400000,None,None,None,18500000,KAR
2023-12-31,USD,38900000,16000000,None,-134000000,-63500000,25300000,12200000,-63500000,-20000000,13600000,-51300000,32200000,113500000,0,0,None,11100000,11100000,11100000,None,None,None,600000,None,None,None,14300000,KAR
2023-09-30,USD,39100000,0,None,9600000,-25700000,26400000,12900000,-25700000,-29500000,12700000,12400000,-200200000,-146900000,22200000,22200000,None,11100000,11100000,11100000,None,0,None,-21700000,None,None,None,12700000,KAR
2023-06-30,USD,-165700000,2600000,None,24600000,22700000,26800000,14900000,22700000,49500000,-193800000,-38000000,4600000,100400000,0,0,None,11100000,11100000,11100000,None,0,None,300000,None,13100000,None,-193800000,KAR
2023-03-31,USD,218100000,0,None,83700000,1700000,23000000,12000000,1700000,None,12700000,-6600000,-116500000,-63400000,0,0,None,11100000,11100000,11100000,None,0,None,1300000,None,-34000000,None,12700000,KAR
2022-12-31,USD,65900000,17800000,None,-275900000,-132800000,24000000,15100000,-132800000,None,41900000,2234800000,-48800000,15200000,50000000,50000000,None,11100000,11100000,11100000,None,0,None,-49700000,None,92200000,3000000,37100000,KAR
2022-09-30,USD,18500000,0,None,-51900000,-121500000,24300000,14300000,-121500000,84800000,-5800000,-1960600000,-566200000,113200000,50100000,50100000,None,11100000,11100000,11100000,None,0,None,-49900000,None,-627300000,None,-5800000,KAR
2022-06-30,USD,236100000,0,None,-127000000,-73000000,25900000,18000000,-73000000,None,210200000,2131700000,-1127800000,-107500000,82100000,82100000,None,11100000,11100000,0,None,0,None,-81800000,None,-1010100000,None,210200000,KAR
2022-03-31,USD,-53700000,26100000,None,215500000,229400000,26000000,13500000,229400000,None,-300000,-258500000,131700000,115300000,0,0,None,11100000,11100000,0,None,0,None,600000,None,-177500000,3000000,-300000,KAR
2021-12-31,USD,51000000,61500000,None,160900000,337200000,28200000,16600000,337200000,-192500000,5100000,-803600000,273100000,-41200000,0,0,None,0,11100000,None,None,0,None,30300000,None,51000000,1400000,5100000,KAR
2021-09-30,USD,56900000,0,None,76100000,81400000,27400000,15000000,81400000,None,-1000000,-89300000,50600000,-7300000,0,0,None,0,None,None,None,0,None,200000,None,48100000,-9300000,-1000000,KAR
2021-06-30,USD,131200000,0,None,29000000,126700000,27400000,20700000,126700000,None,11500000,-246500000,-24600000,-2100000,100100000,100100000,None,0,None,None,None,0,None,-99400000,None,61400000,3800000,11500000,KAR
2021-03-31,USD,164500000,0,None,350900000,73300000,26900000,11900000,73300000,-869500000,50900000,-79200000,-88700000,45900000,80800000,80800000,None,0,45900000,None,None,0,None,-80500000,None,-800000,2600000,50900000,KAR
2020-12-31,USD,33500000,None,None,-101900000,166500000,50600000,-11500000,166500000,-1200300000,-17100000,-590200000,105900000,-38800000,10200000,10200000,None,0,115300000,None,None,0,None,5900000,None,33500000,12700000,-17100000,KAR
2020-09-30,USD,163000000,None,None,338900000,195500000,46500000,27600000,195500000,None,47100000,-222300000,368800000,14800000,0,0,None,0,49000000,None,None,0,None,300000,None,93600000,3400000,47100000,KAR
2020-06-30,USD,318100000,None,None,-18000000,-386300000,46500000,17100000,-386300000,None,-32300000,369200000,-82700000,40000000,0,0,None,24500000,24500000,None,None,0,None,550400000,None,14200000,6400000,-32300000,KAR
2020-03-31,USD,-49200000,None,None,-437200000,-146300000,47700000,29600000,-146300000,None,2800000,116700000,-197200000,-36900000,0,0,None,24500000,24500000,None,None,0,None,400000,None,-387400000,-23700000,2800000,KAR
2019-12-31,USD,65400000,14800000,None,-2400000,13700000,50100000,34000000,13700000,-885200000,15300000,-47700000,-23300000,-12100000,0,0,None,24500000,24500000,None,None,0,None,200000,None,65400000,5800000,19800000,KAR
2019-09-30,USD,81700000,None,None,-70400000,49200000,46400000,49200000,49200000,None,35300000,-135800000,1564700000,-110900000,119700000,119700000,None,0,139800000,None,None,0,None,-121000000,None,81700000,-3800000,35300000,KAR
2019-06-30,USD,68000000,None,None,48700000,88400000,47900000,46100000,88400000,None,55600000,-112900000,-1369300000,-9600000,0,0,None,93300000,93300000,None,None,0,None,4700000,None,103500000,5000000,55600000,KAR
2019-03-31,USD,93700000,None,None,47700000,-18600000,44300000,32300000,-18600000,-514600000,77800000,-156000000,-18300000,147200000,0,0,None,46500000,46500000,None,None,0,None,700000,None,-74800000,5800000,77800000,KAR
2018-12-31,USD,164000000,None,None,24700000,48400000,42600000,48600000,48400000,-905900000,67300000,-147100000,-114400000,-23200000,100000000,100000000,None,47100000,47100000,None,None,0,None,-99200000,None,134400000,-15500000,67300000,KAR
2018-09-30,USD,380100000,None,None,49100000,27200000,41400000,31300000,27200000,None,77500000,-96400000,-55500000,600000,0,0,None,47000000,47000000,None,None,0,None,5800000,None,143100000,4900000,77500000,KAR
2018-06-30,USD,53400000,58200000,None,-48900000,33400000,42100000,12700000,33400000,None,93200000,-46200000,-108400000,-9400000,0,0,None,47200000,47200000,None,None,0,None,-47200000,None,160100000,-5600000,93200000,KAR
2018-03-31,USD,152300000,29800000,None,222300000,29600000,46300000,38700000,29600000,-783200000,90000000,-91500000,-41800000,23100000,0,0,None,47000000,47000000,None,None,0,None,5600000,None,14800000,-4200000,90000000,KAR
2017-12-31,USD,100900000,51500000,None,27300000,110000000,69400000,-12800000,110000000,-845700000,172800000,-178000000,-34500000,-23400000,50000000,50000000,None,43300000,43300000,None,None,0,None,-48400000,None,-114900000,-2500000,172800000,KAR
2017-09-30,USD,114000000,26300000,None,62500000,74900000,66200000,34700000,74900000,None,62800000,-109600000,-110900000,15000000,100000000,100000000,None,43900000,43900000,None,None,0,None,-97100000,None,-98300000,8500000,62800000,KAR
2017-06-30,USD,231900000,32200000,None,-40200000,-15000000,64500000,38200000,-15000000,None,57200000,-70000000,174200000,-28000000,0,0,None,43900000,43900000,None,None,2717000000,None,2600000,None,342400000,6200000,57200000,KAR
2017-03-31,USD,142000000,37100000,None,42200000,-21400000,64500000,37200000,-21400000,-554000000,69200000,-20700000,-136400000,-35800000,0,0,None,43700000,43700000,None,None,0,None,4300000,None,-13800000,1800000,69200000,KAR
2016-12-31,USD,87100000,43600000,None,-24200000,17700000,64700000,36600000,17700000,-579900000,45500000,-132700000,-69400000,68600000,80400000,80400000,None,40100000,40100000,None,None,0,None,-87600000,None,-121300000,-4600000,45500000,KAR
2016-09-30,USD,126200000,34300000,None,11700000,55200000,60500000,43000000,55200000,None,54400000,-99800000,-15200000,-7300000,0,0,None,40000000,40000000,None,None,0,None,3200000,None,8400000,-2800000,54400000,KAR
2016-06-30,USD,94600000,37800000,None,44000000,37900000,59000000,39500000,37900000,None,61800000,-430800000,-25400000,-4800000,0,0,None,39800000,39800000,None,None,0,None,8400000,None,-361600000,0,61800000,KAR
2016-03-31,USD,70100000,26000000,None,96800000,65600000,56400000,36000000,65600000,-950000000,60700000,-100300000,546000000,-98300000,0,0,None,37200000,37200000,None,None,1336500000,None,2200000,None,521300000,5500000,60700000,KAR
2015-12-31,USD,-405700000,22100000,None,71300000,118800000,56000000,42400000,118800000,-366400000,48300000,-165100000,33800000,2100000,0,0,None,37100000,37100000,None,None,0,None,3900000,None,-515100000,-5700000,48300000,KAR
2015-09-30,USD,106400000,21700000,None,62400000,58900000,54100000,28100000,58900000,None,52300000,-85700000,-101800000,118100000,205500000,205500000,None,38300000,38300000,None,None,0,None,-200700000,None,106400000,-6900000,52300000,KAR
2015-06-30,USD,111300000,20700000,None,255600000,124200000,51800000,39100000,124200000,None,59500000,-258600000,169900000,-10200000,11900000,11900000,None,38300000,38300000,None,None,0,None,-7100000,None,111300000,700000,59500000,KAR
2015-03-31,USD,297500000,22300000,None,96600000,-6000000,50900000,25100000,-6000000,-497100000,54500000,-38200000,-14500000,40700000,None,10200000,None,38200000,38200000,None,None,0,None,-1000000,None,262400000,-7900000,54500000,KAR
2014-12-31,USD,-192600000,22700000,None,-34500000,91200000,51300000,30700000,91200000,-588600000,50300000,-122700000,-39200000,-12300000,None,0,None,35200000,35200000,None,None,0,None,6700000,None,-381500000,-3700000,50300000,KAR
2014-09-30,USD,96400000,18800000,None,99600000,122000000,48900000,23000000,122000000,None,47500000,-175600000,13800000,-7900000,None,0,None,35100000,35100000,None,None,0,None,4800000,None,96400000,-4900000,47500000,KAR
2014-06-30,USD,99100000,18400000,None,14300000,62400000,48300000,24900000,62400000,None,50800000,-88300000,-19900000,-25100000,None,0,None,34900000,34900000,None,None,0,None,8200000,None,99100000,3200000,50800000,KAR
2014-03-31,USD,92300000,20100000,None,80700000,7200000,48100000,22400000,7200000,-403200000,20700000,-26200000,-3200000,55200000,None,0,None,34700000,34700000,None,None,1767200000,None,7900000,None,119200000,-3300000,20700000,KAR
2013-12-31,USD,30900000,21100000,3800000,20300000,39200000,48500000,21300000,39200000,-407900000,-17600000,-87200000,-30100000,-34900000,None,None,None,26400000,26400000,None,None,0,None,4500000,None,30900000,-2700000,-17600000,KAR
2013-09-30,USD,72800000,21600000,400000,-34700000,6200000,49600000,22100000,6200000,None,22800000,-29200000,-40100000,-4000000,None,None,None,26200000,26200000,None,None,0,None,7800000,None,72800000,1800000,22800000,KAR
2013-06-30,USD,83000000,22600000,600000,27900000,69100000,49000000,30600000,69100000,None,33400000,-127400000,-2100000,-14400000,None,None,None,26000000,26000000,None,None,0,None,9300000,None,80900000,-3300000,33400000,KAR
2013-03-31,USD,90800000,24500000,600000,86900000,4300000,47300000,22600000,4300000,-315300000,29100000,-24100000,149100000,57000000,None,None,None,0,None,None,None,188000000,None,3700000,None,426800000,-2400000,29100000,KAR
2012-12-31,USD,69700000,28100000,500000,20000000,69100000,46800000,41200000,69100000,-294500000,22900000,-115100000,8800000,-34900000,None,None,None,26000000,26000000,None,None,0,None,500000,None,69700000,-900000,22900000,KAR
2012-09-30,USD,66900000,26700000,900000,16600000,1100000,46800000,23500000,1100000,-319400000,19200000,-17400000,-7200000,3000000,None,None,None,None,None,None,None,0,None,1600000,None,66900000,3500000,19200000,KAR
2012-06-30,USD,73000000,27100000,1100000,46800000,71100000,48000000,24000000,71100000,-274900000,23900000,-97800000,-5500000,-46200000,None,None,None,None,None,None,None,0,None,900000,None,73000000,-600000,23900000,KAR
2012-03-31,USD,74500000,27100000,1100000,56800000,-14800000,48600000,13300000,-14800000,-237400000,26000000,2700000,-49600000,-14900000,None,None,None,None,None,None,None,0,None,300000,None,55600000,200000,26000000,KAR
2011-12-31,USD,62800000,27000000,1400000,35700000,80000000,48300000,21600000,80000000,-177000000,14500000,-310700000,101800000,43000000,None,None,None,None,None,None,None,None,None,0,None,62800000,2400000,14500000,KAR
2011-09-30,USD,48000000,27000000,1600000,-32300000,21700000,43800000,24900000,21700000,-330600000,32200000,-46700000,6400000,8900000,None,None,None,None,None,None,None,None,None,500000,None,3300000,-4400000,32200000,KAR
2011-06-30,USD,29300000,None,1500000,None,None,43600000,23200000,None,-286600000,-14300000,-62400000,-51300000,None,None,None,None,None,None,None,None,None,None,None,None,29300000,None,-14300000,KAR
