fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,ticker
2018-12-31,USD,-44246000,None,None,None,None,5848000,8785000,None,None,-44246000,-244605000,402925000,None,None,None,None,None,None,None,None,None,None,1072182000,None,-44246000,None,-44246000,SHOP
2017-12-31,USD,-23488000,None,None,None,None,7758000,12122000,None,None,-23488000,-527170000,4274000,None,None,None,None,None,None,None,None,None,None,590349000,None,-23488000,None,-23488000,SHOP
