fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,169742000,426719000,256977000,191250000,100132000,65727000,None,65727000,None,-79481000,None,100064000,0,None,None,55744000,-15915000,1962000,0,43515000,-49177000,84149000,176606000,-17877000,CCO
2024-09-30,USD,174542000,375188000,384446000,284601000,66736000,63481000,None,100845000,None,-106995000,None,99662000,392507000,None,None,57582000,-36340000,-5672000,106995000,-32502000,-15327000,70655000,129233999,-32540000,CCO
2024-06-30,USD,159946000,376483000,398595000,281625000,68430000,64427000,None,118070000,None,-107410000,None,100120000,390138000,None,None,53883000,-41628000,-5827000,107410000,-48830000,-43785000,65782000,130773000,-39170000,CCO
2024-03-31,USD,129321000,326840000,352431000,260837000,43885000,59272000,None,86563000,None,-107655000,-5960000,101695000,333126000,None,None,54290000,-89400000,172000,112442000,-89221000,-101458000,18255000,89990000,-89667000,CCO
2023-12-31,USD,224283000,416014000,407831000,302480000,95612000,63972000,None,105351000,None,-106810000,-5191000,101619000,0,None,None,55419000,19582000,-8966000,106810000,24200000,205612000,126392000,182420000,24777000,CCO
2023-09-30,USD,168326000,358934000,358460000,271377000,64375000,54857000,None,87083000,None,-107391000,-5709000,101682000,338157000,None,None,127570000,-263734000,-1782000,103574000,-51730000,-262753000,-156343000,-101018000,-263490000,CCO
2023-06-30,USD,177496000,530820000,459743000,346560000,52439000,89314000,None,113183000,None,-105242000,-509000,104733000,470955000,12319000,None,122085,-39055000,-1277000,105242000,-39514000,-74480000,66187000,126843000,-37297000,CCO
2023-03-31,USD,82389000,437420000,463046000,344850000,-9386000,89895000,None,21447000,None,-102753000,-253000,102500000,386141000,9004000,None,81967000,-27078000,-10501000,102753000,-92072000,-71456000,75675000,148128000,-34912000,CCO
2022-12-31,USD,178087000,562247000,531072000,351909000,102241000,93900000,None,186205000,None,-100410000,566000,98895000,533673000,None,None,74979000,27298000,-79947000,100410000,105772000,105291000,128274000,220084000,98685000,CCO
2022-09-30,USD,160040000,503344000,442867000,323543000,80670000,90381000,None,119324000,None,-92878000,-258000,92620000,406905000,-27857000,None,30860000,-60877000,-21120000,92878000,-19775000,-36078000,31743000,91857000,-39757000,CCO
2022-06-30,USD,171956000,643380000,471424000,331325000,70931000,118294000,None,140099000,None,-86594000,86594000,86594000,444371000,-26235000,None,77952000,-42245000,23419000,86594000,-65317000,-64459000,44349000,148883000,-65664000,CCO
2022-03-31,USD,95529000,525688000,430159000,321202000,-3612000,108957000,None,97116000,None,-82798000,82798000,82798000,360533000,-5999000,None,60407000,-92548000,-2680000,82798000,-89729000,-85597000,-9750000,50796000,-89868000,CCO
2021-12-31,USD,231812000,742712000,510900000,356037000,146712000,130804000,None,155111000,None,-83246000,83246000,83246000,532092000,3550000,None,63136000,65440000,1491000,83246000,65525000,87606000,148686000,213398000,63949000,CCO
2021-09-30,USD,153551000,596416000,442865000,324707000,48567000,118158000,None,118158000,None,-84276000,84276000,84276000,401919000,-11973000,None,-53350000,-47725000,-6894000,84276000,-40788000,-39949000,36551000,102194000,-40831000,CCO
2021-06-30,USD,111993000,531082000,419089000,306224000,13438000,112865000,None,112865000,None,-90242000,90242000,90242000,298650000,-48025000,None,62567000,-125008000,-428000,141898000,-124401000,-123157000,-34766000,79636000,-124580000,CCO
2021-03-31,USD,-128902000,370908000,499810000,283290000,-224913000,97570000,None,216520000,None,-92693000,92693000,92693000,187707000,-44547000,None,180802000,-361050000,-28697000,143793000,-333456000,-350745000,-268357000,81393000,-332353000,CCO
2020-12-31,USD,123565000,541388000,417823000,305776000,16504000,112047000,None,112047000,None,-90824000,90824000,90824000,0,-170000,None,65049000,-57161000,-25048000,90824000,-32556000,-47152000,33663000,98269000,-32113000,CCO
2020-09-30,USD,13061000,447505000,434444000,290610000,-75913000,106871000,None,143834000,None,-90551000,90551000,90551000,298484000,-5389000,None,62427000,-165453000,-29516000,95940000,-135844000,-133016000,-74902000,20270000,-135937000,CCO
