fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,152900000,485500000,343300000,261400000,143800000,82800000,None,11600000,-17500000,-17500000,None,17500000,485500000,None,None,None,124900000,33300000,None,93900000,84700000,143800000,143800000,91600000,VVV
2024-09-30,USD,170300000,475500000,381700000,265200000,134600000,81100000,None,73400000,None,-18000000,None,18000000,477300000,None,None,28800000,118500000,26200000,66800000,89100000,92200000,134600000,172900000,92300000,VVV
2024-06-30,USD,167500000,421400000,334500000,253900000,93400000,77200000,None,77200000,-24800000,-24800000,None,24800000,421400000,None,None,26900000,62900000,17000000,None,48200000,42800000,93400000,116900000,45900000,VVV
2024-03-31,USD,146200000,388700000,318400000,242500000,76400000,72300000,None,72300000,-15500000,-15500000,None,15500000,388700000,None,None,25600000,55400000,14000000,None,43300000,37100000,76400000,98400000,41400000,VVV
2023-12-31,USD,134800000,373400000,316500000,238600000,62800000,74500000,None,74500000,-13600000,-13600000,None,13600000,373400000,None,None,24600000,43800000,11900000,None,33900000,36100000,62800000,84000000,31900000,VVV
2023-09-30,USD,148300000,387400000,306000000,241700000,70200000,70300000,None,102900000,None,-10900000,10900000,10900000,390000000,None,None,28100000,71800000,22900000,38300000,75000000,45100000,70200000,136900000,48900000,VVV
2023-06-30,USD,150700000,376200000,294800000,225500000,86500000,65600000,None,65600000,4600000,4600000,4600000,4600000,376200000,4600000,None,-39586,84500000,22900000,-32000000,64500000,60700000,86500000,111300000,61600000,VVV
2023-03-31,USD,126700000,344500000,284000000,217800000,61200000,62600000,None,62600000,-13300000,-13300000,13300000,13300000,344500000,None,None,20800000,1238700000,11400000,13300000,32900000,1253000000,61200000,82000000,1227300000,VVV
2022-12-31,USD,118800000,332800000,283700000,214000000,29300000,66000000,None,66000000,-18700000,-18700000,18700000,18700000,332800000,None,None,18500000,61800000,-20100000,18700000,27000000,95400000,29300000,69500000,81900000,VVV
2022-09-30,USD,129100000,335400000,-1271000000,206300000,67200000,62100000,None,-134600000,None,-18100000,18100000,18100000,335400000,None,None,-3600000,159800000,2100000,15300000,12400000,139600000,67200000,34200000,157700000,VVV
2022-06-30,USD,127800000,957000000,809000000,189600000,61100000,59200000,None,138000000,-17300000,-19000000,19000000,19000000,957000000,None,None,46000000,111400000,13200000,19000000,39800000,80200000,61100000,184000000,98200000,VVV
2022-03-31,USD,107300000,886000000,764000000,188700000,40000000,63200000,None,137000000,None,-18000000,18000000,18000000,886000000,None,None,40000000,90700000,9300000,16900000,23000000,86600000,40000000,157000000,81400000,VVV
2021-12-31,USD,112200000,858000000,765000000,175100000,52000000,60200000,None,160000000,None,-17000000,17000000,17000000,858000000,None,None,25000000,97100000,10100000,17000000,34200000,89100000,52000000,77000000,87000000,VVV
2021-09-30,USD,119400000,295200000,657000000,-807100000,87700000,-158100000,None,168000000,None,-19000000,19000000,19000000,295200000,None,None,15000000,145800000,-23100000,16300000,124700000,157600000,87700000,102700000,168900000,VVV
2021-06-30,USD,126000000,792000000,655000000,533000000,69300000,136000000,None,136000000,None,-17000000,17000000,17000000,792000000,None,None,5000000,127900000,31000000,17000000,49000000,99000000,69300000,74300000,96900000,VVV
2021-03-31,USD,105500000,701000000,569000000,454000000,51200000,129000000,None,129000000,None,-55000000,55000000,55000000,701000000,None,None,4000000,89800000,22000000,55000000,8300000,60000000,51200000,55200000,67800000,VVV
2020-12-31,USD,81400000,653000000,532000000,425000000,31900000,117000000,None,120000000,None,-20000000,20000000,20000000,653000000,None,None,3000000,116700000,30000000,20000000,18100000,103000000,31900000,34900000,86700000,VVV
2020-09-30,USD,258000000,652000000,-22000000,-670000000,176000000,-141800000,13000000,138000000,None,0,20000000,0,652000000,None,None,2000000,150000000,28000000,19100000,-125400000,128500000,176000000,152000000,122000000,VVV
2020-06-30,USD,187000000,516000000,427000000,329000000,88000000,106000000,None,107000000,None,-1000000,1000000,1000000,516000000,None,None,1000000,78000000,19000000,19000000,59000000,66000000,88000000,80000000,59000000,VVV
2020-03-31,USD,207000000,579000000,459000000,371000000,117000000,96000000,None,97000000,None,-1000000,1000000,1000000,578000000,None,None,1000000,88000000,25000000,38000000,63000000,40000000,117000000,90000000,63000000,VVV
2019-12-31,USD,211000000,607000000,504000000,396000000,104000000,117000000,None,117000000,None,-1000000,1000000,1000000,607000000,None,None,0,97000000,24000000,16000000,73000000,79000000,104000000,98000000,73000000,VVV
2019-09-30,USD,217000000,629000000,-69000000,412000000,113000000,115000000,13000000,137000000,None,-18000000,None,18000000,629000000,None,None,18000000,28000000,1000000,18000000,28000000,14000000,113000000,64000000,27000000,VVV
2019-06-30,USD,207000000,613000000,520000000,406000000,102000000,116000000,None,116000000,None,-19000000,None,19000000,613000000,None,None,15000000,85000000,20000000,19000000,65000000,63000000,102000000,104000000,65000000,VVV
2019-03-31,USD,203000000,591000000,498000000,388000000,96000000,113000000,None,113000000,None,-19000000,None,19000000,591000000,None,None,14000000,61000000,-2000000,19000000,63000000,63000000,96000000,116000000,63000000,VVV
2018-12-31,USD,183000000,557000000,477000000,374000000,87000000,105000000,None,105000000,None,None,None,17000000,557000000,None,None,14000000,72000000,19000000,17000000,53000000,47000000,87000000,103000000,53000000,VVV
2018-09-30,USD,203000000,594000000,391000000,391000000,105000000,102000000,14000000,123000000,None,None,None,18000000,594000000,None,None,3000000,47000000,2000000,18000000,55000000,42000000,105000000,108000000,45000000,VVV
2018-06-30,USD,201000000,577000000,376000000,376000000,102000000,110000000,None,111000000,None,-1000000,None,1000000,577000000,None,None,1000000,67000000,3000000,15000000,64000000,48000000,102000000,69000000,64000000,VVV
2018-03-31,USD,207000000,569000000,362000000,362000000,100000000,111000000,None,113000000,None,0,None,0,569000000,None,None,2000000,69000000,2000000,16000000,67000000,68000000,100000000,71000000,67000000,VVV
2017-12-31,USD,195000000,545000000,350000000,350000000,88000000,107000000,None,114000000,None,-1000000,None,1000000,545000000,None,None,11000000,61000000,71000000,14000000,-10000000,-11000000,88000000,111000000,-10000000,VVV
2017-09-30,USD,196000000,547000000,349000000,349000000,113000000,102000000,13000000,96000000,None,-1000000,None,1000000,2084000000,None,None,12000000,177000000,72000000,14000000,191000000,107000000,113000000,208000000,105000000,VVV
2017-06-30,USD,197000000,534000000,337000000,337000000,87000000,102000000,None,100000000,None,0,None,0,None,None,None,12000000,94000000,38000000,10000000,56000000,60000000,87000000,131000000,56000000,VVV
2017-03-31,USD,198000000,514000000,316000000,316000000,100000000,97000000,None,97000000,None,-1000000,None,1000000,None,None,None,9000000,109000000,38000000,8000000,71000000,75000000,100000000,132000000,71000000,VVV
2016-12-31,USD,185000000,489000000,304000000,304000000,94000000,95000000,None,95000000,None,-1000000,None,1000000,None,None,None,9000000,110000000,38000000,10000000,72000000,61000000,94000000,135000000,72000000,VVV
2016-09-30,USD,181000000,494000000,300000000,300200000,118000000,92000000,13000000,76800000,None,None,None,9000000,None,None,None,9400000,109000000,44000000,9000000,273000000,75000000,118000000,137600000,65000000,VVV
2016-06-30,USD,199000000,499000000,300000000,300000000,113000000,93000000,None,93000000,None,None,None,None,None,None,None,9600000,113000000,38000000,0,None,67000000,113000000,122600000,75000000,VVV
2016-03-31,USD,192000000,480000000,288000000,288000000,104000000,93000000,None,93000000,None,None,None,None,None,None,None,10000000,103000000,35000000,0,None,77000000,104000000,114000000,68000000,VVV
2015-12-31,USD,176000000,456000000,280000000,280000000,96000000,87000000,None,87000000,None,None,None,None,None,None,None,9000000,96000000,31000000,0,None,61000000,96000000,105000000,65000000,VVV
