fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,734726000,3696924000,2962198000,2962198000,363538000,371188000,None,371188000,None,8312000,None,8312000,3696924000,None,14391000,20147000,372077000,101814000,None,270263000,279693000,363538000,383685000,270263000,EME
2024-06-30,USD,684001000,3666897000,2982896000,2982896000,332808000,351193000,None,351193000,None,6106000,None,6106000,3666897000,None,14071000,20161000,339135000,91563000,None,247572000,248299000,332808000,352969000,247572000,EME
2024-03-31,USD,589309000,3432276000,2842967000,2842967000,259953000,329356000,None,355505000,None,7541000,7541000,7541000,3432276000,None,13337000,16251000,267716000,70567000,None,197149000,196417000,259953000,276204000,197149000,EME
2023-12-31,USD,617745000,3439221000,2821476000,2821476000,289196000,328549000,None,349676000,None,-12585000,None,12585000,3441278000,None,13356000,20581000,291749000,80232000,None,211515000,217170000,289196000,309777000,211517000,EME
2023-09-30,USD,545472000,3207598000,2662126000,2662126000,234983000,308139000,None,310489000,None,-90000,90000,90000,3207598000,None,13051000,17235000,234272000,64863000,None,169746000,164579000,234983000,252218000,169409000,EME
2023-06-30,USD,490060000,3045622000,2555562000,2555562000,196667000,293393000,None,293393000,None,-2692000,2692000,2692000,3045622000,None,12772000,16223000,193693000,53098000,None,140595000,144743000,196667000,212890000,140595000,EME
2023-03-31,USD,436062000,2890432000,2454370000,2454370000,154910000,281152000,None,297372000,None,-1832000,1832000,1832000,2890432000,None,12621000,15877000,152804000,41331000,None,111473000,114249000,154910000,170787000,111473000,EME
2022-12-31,USD,454800000,2949822000,2495022000,2495022000,177182000,277618000,None,292580000,None,-6965000,4204000,4204000,2956215000,2761000,12128000,19400000,174001000,47701000,None,126300000,134380000,177182000,196582000,126300000,EME
2022-09-30,USD,413231000,2826361000,2413130000,2413130000,150094000,263137000,None,263137000,None,-3194000,3194000,3194000,2826361000,None,12062000,15434000,147925000,42153000,None,105772000,97464000,150094000,165528000,105772000,EME
2022-06-30,USD,383008000,2707388000,2324380000,2324380000,137644000,245364000,None,245364000,None,-1751000,1751000,1751000,2707388000,None,11528000,14480000,136987000,36323000,None,100664000,93390000,137644000,152124000,100664000,EME
