fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,27737000,34870000,7133000,7133000,4961000,12462000,2831000,15792000,264000,264000,264000,None,34870000,-75000,None,1075000,5150000,1490000,None,3660000,3683000,4961000,6225000,3660000,SPOK
2024-06-30,USD,26819000,33982000,7163000,14411000,4474000,11573000,3176000,15272000,391000,391000,391000,None,33982000,-14000,None,1067000,4851000,1426000,None,3425000,3377000,4474000,5889000,3425000,SPOK
2024-03-31,USD,28024000,35163000,7139000,14506000,4891000,12133000,2951000,15686000,254000,254000,254000,None,34909000,-2000,None,1068000,5143000,907000,None,4236000,4278000,4891000,6387000,4236000,SPOK
2023-12-31,USD,27253000,34186000,6933000,6933000,4082000,12791000,2642000,16275000,None,233000,233000,575000,33953000,43000,None,728000,4358000,993000,None,3365000,3381000,4082000,5188000,3365000,SPOK
2023-09-30,USD,29046000,35668000,6622000,6622000,6213000,12283000,2561000,15085000,240000,240000,240000,None,35428000,41000,None,1267000,6494000,2043000,None,4451000,4533000,6213000,7634000,4451000,SPOK
2023-06-30,USD,30090000,36817000,6727000,6727000,6215000,12843000,2853000,15968000,354000,354000,354000,354000,36463000,-138000,None,122085,6431000,1698000,None,4733000,4768000,6215000,7696000,4733000,SPOK
2023-03-31,USD,26916000,33452000,6536000,6536000,4717000,11601000,2493000,14268000,272000,272000,272000,575000,33180000,53000,None,41584,5042000,1925000,None,3117000,3129000,4717000,5703000,3117000,SPOK
2022-12-31,USD,26622000,33481000,6859000,6859000,2955000,12541000,2281000,17073000,None,226000,226000,366000,33255000,57000,None,54880,3238000,-20988000,None,24226000,24377000,2955000,5655000,24226000,SPOK
2022-09-30,USD,27249000,33873000,6624000,31800,3539000,12308000,2223000,16201000,None,129000,129000,129000,33744000,98000,None,27081,3766000,846000,None,2920000,2652000,3539000,-37700,2920000,SPOK
2022-06-30,USD,26900000,33880000,6980000,6980000,2412000,13493000,2624000,16787000,None,170000,170000,170000,33710000,25000,None,86065,2607000,683000,None,1924000,1695000,2412000,4183000,1924000,SPOK
2022-03-31,USD,26088000,33892000,7804000,7804000,-8668000,15750000,6497000,26912000,None,67000,67000,67000,33825000,-13000,None,60459,-8614000,-1400000,None,-7214000,-7189000,-8668000,1228000,-7214000,SPOK
2021-12-31,USD,23760000,34600000,8290000,8278000,-20812000,13731000,4851000,35206000,None,57000,56000,57000,34543000,53000,962000,0,-20702000,-4032000,None,-16670000,-16660000,-20812000,-20812000,-16670000,SPOK
2021-09-30,USD,28472000,35992000,8340000,7520000,-3557000,17703000,4063000,22035000,None,141000,141000,141000,35851000,10000,932000,0,-8126000,-912000,None,-2494000,-2657000,-3557000,-3557000,-7214000,SPOK
2021-06-30,USD,28811000,35784000,7859000,6973000,-1609000,16537000,4156000,20969000,None,61000,61000,61000,35723000,29000,1040000,0,-1519000,-800000,None,-719000,-716000,-1609000,-1609000,-719000,SPOK
2021-03-31,USD,28856000,36097000,7982000,7241000,-1740000,16050000,4444000,21127000,None,61000,61000,61000,36036000,-27000,1121000,417000,-1706000,591000,None,-2297000,-2283000,-1740000,-1323000,-2297000,SPOK
2020-12-31,USD,28680000,37480000,10238000,7833000,-24449000,15050000,4080000,8800000,None,51000,51000,51000,37480000,95000,1109000,625000,-24304000,22306000,None,-24449000,-46405000,-24449000,-23824000,-46610000,SPOK
2020-09-30,USD,31276000,37820000,6544000,6544000,2732000,15266000,3459000,18843000,None,127000,127000,127000,37693000,151000,1170000,625000,3010000,-155000,None,3165000,3227000,2732000,3357000,3165000,SPOK
2020-06-30,USD,29984000,35885000,5901000,5901000,3159000,14641000,2754000,17512000,None,146000,146000,146000,35739000,101000,1330000,625000,3406000,-353000,None,3759000,3862000,3159000,3784000,3759000,SPOK
2020-03-31,USD,29366000,37630000,8264000,8264000,-4108000,17612000,5449000,23161000,None,363000,363000,363000,37267000,-137000,1403000,625000,-3882000,657000,None,-4539000,-4759000,-4108000,-3483000,-4539000,SPOK
2019-12-31,USD,30748000,39548000,10560000,8051000,-12239000,17423000,7132000,8800000,None,351000,351000,351000,39548000,207000,1487000,46467,-11683000,-2172000,None,-12239000,-9612000,-12239000,7821000,-9511000,SPOK
2019-09-30,USD,32662000,39852000,7190000,7190000,-2692000,17408000,7437000,24983000,None,399000,399000,399000,39453000,163000,1542000,44646,-2130000,-804000,None,-1326000,-1431000,-2692000,417000,-1326000,SPOK
2019-06-30,USD,32738000,39977000,7239000,7239000,-1992000,17270000,6807000,24215000,None,452000,452000,452000,39525000,602000,1572000,40963,-938000,-268000,None,-670000,-703000,-1992000,151000,-670000,SPOK
2019-03-31,USD,34621000,42213000,7592000,7592000,1115000,16857000,6167000,23162000,None,449000,449000,449000,41764000,-236000,1596000,40374,1328000,586000,None,742000,682000,1115000,4090000,742000,SPOK
2018-12-31,USD,43256000,43256000,8773000,8772000,149000,16994000,6619000,25349000,None,629000,None,629000,43256000,-594000,1840000,2601000,184000,-5000,None,149000,1104000,149000,3356000,189000,SPOK
