fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,17728000,35290000,17562000,17562000,-68422000,35173000,50977000,86150000,None,None,None,None,60749000,4737000,None,1558000,-38226000,-90000,None,-38136000,-37359000,-68422000,-66864000,-38136000,SDGR
2024-06-30,USD,31335000,47334000,15999000,15999000,-52729000,33229000,50835000,84064000,None,None,None,None,41501000,4598000,None,1401000,-53964000,83000,None,-54047000,-54155000,-52729000,-51328000,-54047000,SDGR
2024-03-31,USD,18890000,36598000,17708000,17708000,-67433000,35712000,50611000,86323000,None,None,None,None,44735000,5028000,None,1436000,-54268000,456000,None,-54724000,-55077000,-67433000,-65997000,-54724000,SDGR
2023-12-31,USD,57550000,74126000,16576000,16576000,-29621000,35684000,51487000,87171000,None,None,None,None,159468000,6626000,None,1354000,-31512000,-842000,None,-30670000,-29898000,-29621000,-28267000,-30670000,SDGR
2023-09-30,USD,23639000,42569000,18930000,18930000,-56193000,32999000,46833000,79832000,None,None,None,None,28047000,5804000,None,1273000,-64911000,-2887000,None,-62024000,-61832000,-56193000,-40398000,-62024000,SDGR
2023-06-30,USD,13810000,35189000,21379000,21379000,-61133000,32238000,42705000,74943000,None,None,None,None,75843000,4326000,None,1165000,-16153000,-20431000,None,4278000,4494000,-61133000,-100622000,4278000,SDGR
2023-03-31,USD,45693000,64782000,19089000,19089000,-30501000,35453000,40741000,76194000,None,None,None,185996000,100519000,2937000,None,1760000,155495000,26359000,None,129136000,130619000,-30501000,-64478000,129136000,SDGR
2022-12-31,USD,38704000,56843000,18139000,18139000,-28538000,32700000,34542000,67242000,None,None,None,328000,-124117000,2685000,None,1142000,-27343000,-136000,None,-27208000,-25903000,-28538000,-25903000,-27207000,SDGR
2022-09-30,USD,17201000,36980000,19779000,19779000,-46163000,30479000,32885000,63364000,None,None,None,11777000,36980000,1234000,None,1107000,-39659000,194000,None,-39856000,-40136000,-46163000,-50329000,-39853000,SDGR
2022-06-30,USD,17134000,38469000,21335000,21335000,-43473000,29484000,31123000,60607000,None,None,None,19880000,38469000,-308000,None,1126000,-47653000,33000,None,-47674000,-48432000,-43473000,-26647000,-47686000,SDGR
2022-03-31,USD,27983000,48663000,20680000,20680000,-28643000,28804000,27822000,56626000,328000,328000,328000,328000,48667000,339000,None,969000,-34468000,-28000,None,-34451000,-36446000,-28643000,-21510000,-34440000,SDGR
2021-12-31,USD,26361000,46170000,19809000,19809000,-22515000,23731000,25145000,48876000,-6000,-6000,6000,6000,46170000,-6000,None,652000,-30439000,274000,None,-30715000,-31408000,-22515000,-13943000,-30713000,SDGR
2021-09-30,USD,11115000,29850000,18735000,18735000,-34674000,22570000,23219000,45789000,286000,286000,286000,286000,29850000,286000,None,581000,-35011000,-4000,None,-35011000,-35039000,-34674000,-33466000,-35007000,SDGR
2021-06-30,USD,11980000,29784000,17804000,17804000,-30342000,21230000,21092000,42322000,357000,357000,357000,357000,29784000,357000,None,727000,-34577000,67000,None,-34970000,-34645000,-30342000,-24697000,-34644000,SDGR
2021-03-31,USD,16164000,32127000,15963000,15963000,-23912000,18628000,21448000,40076000,420000,420000,420000,420000,32108000,420000,None,887000,45000,74000,None,-523000,-269000,-23912000,-47849000,-29000,SDGR
2020-12-31,USD,18992000,33032000,14040000,14040000,-16584000,18257000,17319000,35576000,521000,521000,521000,521000,33032000,None,1010000,1010000,-10914000,225000,None,-11586000,-11302000,-16584000,-20324000,-11139000,SDGR
2020-09-30,USD,15272000,25797000,10525000,10525000,-15445000,13698000,17019000,30717000,463000,463000,463000,463000,25797000,None,890000,890000,3817000,-35000,None,3286000,3605000,-15445000,-32788000,3852000,SDGR
2020-06-30,USD,13583000,23092000,9509000,9509000,-17087000,14013000,16657000,30670000,570000,570000,570000,570000,23092000,None,881000,881000,-3286000,64000,None,-4066000,-2181000,-17087000,-17087000,-3350000,SDGR
2020-03-31,USD,15625000,26174000,10549000,10549000,-11800000,13725000,13700000,27425000,699000,699000,699000,699000,26174000,None,877000,877000,-13735000,91000,None,-14271000,-14284000,-11800000,-7844000,-13826000,SDGR
2019-12-31,USD,15527000,25832000,10305000,10305000,-7847000,6549000,11082000,23374000,None,415000,415000,415000,None,None,893000,908000,-6798000,-29000,None,-7145000,-6777000,-7847000,-6254000,-6769000,SDGR
2019-09-30,USD,10711000,19960000,9249000,9249000,-11292000,6465000,10353000,22003000,None,501000,501000,None,None,None,939000,939000,-11765000,-257000,None,-11961000,-11503000,-11292000,-8926000,-11508000,SDGR
2019-06-30,USD,9851000,19010000,9159000,9159000,-13963000,8940000,9531000,23814000,None,524000,524000,None,None,None,916000,916000,-551000,-51000,None,-727000,-482000,-13963000,-25708000,-500000,SDGR
2019-03-31,USD,13004000,20741000,7737000,7737000,-5613000,5086000,8438000,18617000,None,438000,189000,None,None,None,877000,877000,-5748000,46000,None,-5848000,-5784000,-5613000,-4109000,-5794000,SDGR
