fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,90498000,711984000,621486000,393728000,84295000,221261000,None,227477000,None,-6829000,3143000,9972000,711984000,-1952000,None,13583000,75514000,11536000,9972000,63978000,56971000,84295000,99069000,63978000,KTB
2024-09-30,USD,96174000,670194000,574020000,370684000,98321000,201189000,None,203336000,None,-8213000,2965000,11178000,670194000,-3335000,None,9522000,86773000,16225000,11178000,70548000,55841000,97951000,107548000,70548000,KTB
2024-06-30,USD,72158000,606898000,534740000,335538000,75243000,196117000,None,199202000,None,-7766000,2616000,10382000,606898000,-3021000,None,10025000,64456000,12687000,10382000,51769000,25065000,74838000,88568000,51769000,KTB
2024-03-31,USD,72210000,621910000,549700000,346058000,84430000,200714000,None,204650000,None,-9292000,2425000,9292000,631202000,-2883000,None,9505000,74680000,15173000,9292000,59507000,59126000,83972000,98535000,59507000,KTB
2023-12-31,USD,71842000,672056000,600214000,390390000,75441000,203969000,None,208930000,None,-10018000,1717000,10018000,682074000,-1611000,None,10641000,65529000,-3242000,10018000,68771000,71753000,75547000,89786000,68771000,KTB
2023-09-30,USD,75028000,644086000,569058000,383075000,85482000,185983000,None,185983000,None,-10454000,964000,10454000,654540000,-3764000,None,9186000,72228000,12697000,10454000,59531000,48791000,82682000,91868000,59531000,KTB
2023-06-30,USD,45938000,606346000,560408000,365748000,63397000,186864000,None,194660000,None,-9663000,691000,9663000,616009000,-3152000,None,9092000,51273000,14877000,9663000,36396000,44308000,60936000,70028000,36396000,KTB
2023-03-31,USD,84676000,656850000,572174000,380422000,94949000,191752000,None,193629000,None,-10273000,419000,10273000,667123000,-2226000,None,7320000,82869000,16573000,10273000,66296000,77956000,93142000,102269000,66296000,KTB
2022-12-31,USD,81808000,729795000,647987000,432886000,84633000,214089000,None,212941000,None,-9804000,324000,9804000,739599000,1225000,None,10848000,76378000,24773000,9804000,51605000,64223000,86182000,95481000,51605000,KTB
2022-09-30,USD,52520000,597663000,545143000,342460000,75066000,188995000,None,202683000,None,-8858000,263000,8858000,606521000,-2219000,None,7050000,64252000,13169000,8858000,51083000,50757000,73110000,82116000,51083000,KTB
2022-06-30,USD,80511000,605338000,524827000,346608000,88745000,178219000,None,178219000,None,-8234000,296000,8234000,613572000,-2746000,None,6509000,78061000,16066000,8234000,61995000,53735000,86295000,95254000,61995000,KTB
2022-03-31,USD,100198000,671720000,571522000,375122000,108221000,196400000,None,198157000,None,-8023000,469000,8023000,679743000,-222000,None,10109000,100445000,19635000,8023000,80810000,89869000,108468000,118330000,80810000,KTB
2021-12-31,USD,52297000,665742000,613445000,389632000,68646000,222813000,None,224273000,None,-12312000,11856000,12312000,678054000,114000,None,9924000,56904000,12994000,12312000,43910000,45289000,69216000,79140000,43910000,KTB
2021-09-30,USD,79047000,645365000,566318000,362735000,85980000,203583000,None,203583000,None,-7156000,345000,7156000,652521000,-676000,None,8926000,78493000,15080000,7156000,63413000,58247000,85649000,94575000,63413000,KTB
