fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-12-31,USD,80413000,110025000,29612000,85756000,-12922000,28390000,None,29649000,None,-4952000,3187000,8139000,109289000,13000,None,10941000,-28097000,2062000,8139000,-30284000,-31948000,-12922000,-9142000,-30159000,CLNE
2024-09-30,USD,76111000,104976000,28865000,84539000,-8528000,28865000,None,28865000,None,-4757000,3600000,8357000,104876000,35000,None,11350000,-18125000,50000,8357000,-18322000,-17148000,-8528000,1435000,-18175000,CLNE
2024-06-30,USD,69712000,98054000,28342000,75204000,-5592000,28342000,None,28342000,None,-4282000,3639000,7921000,97954000,-40000,None,11264000,-15535000,758000,7921000,-16467000,-16834000,-5592000,3475999,-16293000,CLNE
2024-03-31,USD,77427000,103745000,26318000,86783000,-9311000,26237000,None,26382000,None,-4183000,3579000,7762000,103645000,98000,None,11182000,-18621000,-178000,7762000,-18616000,-19318000,-9311000,150000,-18443000,CLNE
2023-12-31,USD,75088000,101046000,25958000,88475000,-6569000,24951000,None,26955000,None,-7198000,3114000,10312000,100493000,80000,None,10714000,-18944000,-257000,5550000,-18831000,-17526000,-6569000,1938000,-18687000,CLNE
2023-09-30,USD,66554000,95671000,29117000,87818000,-21364000,29117000,None,29117000,None,-1342000,2551000,3893000,95571000,14000,None,15099000,-25859000,-47000,0,-25949000,-27773000,-21364000,-8714000,-25812000,CLNE
2023-06-30,USD,62100000,90648000,28548000,75055000,-13055000,28548000,None,28548000,None,-1599000,2766000,4365000,90548000,28000,None,10893000,-16356000,-55000,0,-16486000,-14603000,-13055000,-12176000,-16301000,CLNE
2023-03-31,USD,102274000,132332000,30058000,137946000,-35412000,29649000,None,30009000,None,-1637000,2717000,4354000,132232000,43000,None,870000,-38797000,-64000,0,-38796000,-37992000,-35412000,-34542000,-38697000,CLNE
2022-12-31,USD,84487000,113211000,28724000,96358000,-11149000,28547000,None,28696000,None,-228000,1601000,1829000,112639000,36000,None,411000,-12337000,-3000,1309000,-12564000,-11179000,-11149000,-10738000,-12334000,CLNE
2022-09-30,USD,98586000,125787000,27201000,107814000,-8628000,26501000,None,27201000,None,349000,1019000,670000,125687000,25000,None,20539000,-8867000,106000,0,-9082000,-11061000,-8628000,12227000,-8973000,CLNE
