fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,ticker
2024-09-30,USD,2439000000,5312000000,2873000000,2873000000,557000000,871000000,504000000,1882000000,43000000,3000000,43000000,40000000,3854000000,None,None,157000000,520000000,123000000,-3000000,397000000,346000000,557000000,714000000,397000000,MELI
2024-06-30,USD,2365000000,5073000000,2708000000,2708000000,726000000,729000000,460000000,1639000000,39000000,None,39000000,39000000,3703000000,None,None,154000000,668000000,137000000,-5000000,531000000,267000000,726000000,880000000,531000000,MELI
2024-03-31,USD,2024000000,4333000000,2309000000,2309000000,528000000,664000000,458000000,1496000000,25000000,-4000000,25000000,4000000,3063000000,None,None,154000000,481000000,137000000,4000000,344000000,319000000,528000000,639000000,344000000,MELI
2023-12-31,USD,2050000000,4409000000,2306000000,2359000000,335000000,730000000,686000000,1715000000,178000000,-6000000,178000000,6000000,158000000,None,None,135000000,230000000,65000000,-8000000,1955000000,241000000,240000000,371000000,165000000,MELI
2023-09-30,USD,2095000000,3927000000,1765000000,1832000000,785000000,637000000,396000000,1310000000,196000000,-2000000,196000000,2000000,3517000000,None,None,135000000,531000000,172000000,10000000,359000000,288000000,685000000,668000000,359000000,MELI
2023-06-30,USD,1831000000,3585000000,1695000000,1754000000,669000000,572000000,368000000,1162000000,188000000,-3000000,188000000,3000000,3236000000,6000000,None,128000000,472000000,210000000,-8000000,262000000,358000000,558000000,603000000,262000000,MELI
2023-03-31,USD,1614000000,3186000000,1501000000,1572000000,418000000,563000000,381000000,1196000000,161000000,-2000000,161000000,2000000,2952000000,74000000,None,126000000,323000000,122000000,2000000,198000000,274000000,340000000,451000000,201000000,MELI
2022-12-31,USD,1458000000,3002000000,1544000000,1544000000,349000000,556000000,325000000,1109000000,123000000,-2000000,123000000,2000000,3002000000,59000000,None,122000000,309000000,144000000,2000000,1458000000,228000000,349000000,433000000,165000000,MELI
2022-09-30,USD,1348000000,2690000000,1342000000,1342000000,296000000,486000000,278000000,1052000000,65000000,-2000000,65000000,2000000,2614000000,-6000000,None,97000000,198000000,69000000,2000000,129000000,91000000,296000000,297000000,129000000,MELI
2022-06-30,USD,1284000000,2234000000,2087000000,1313000000,250000000,469000000,262000000,1034000000,46000000,-2000000,46000000,2000000,2537000000,-14000000,None,100000000,162000000,39000000,2000000,124000000,20000000,250000000,264000000,123000000,MELI
2022-03-31,USD,1073000000,2243000000,1961000000,1175000000,139000000,700000000,234000000,934000000,31000000,-2000000,31000000,2000000,2245000000,28000000,None,84000000,111000000,46000000,2000000,65000000,194000000,139000000,197000000,65000000,MELI
2021-12-31,USD,853000000,2130766000,1995900000,1277000000,24000000,650212000,179000000,829000000,53374000,-1576000,53374000,1576000,2130766000,-3577000,None,67000000,-42000000,4000000,1576000,853165000,-65000000,24000000,26576000,-46000000,MELI
2021-09-30,USD,807000000,1832093000,1561033000,1051000000,160000000,508541000,138000000,647000000,35352000,-1412000,35352000,1412000,1832093000,10150000,None,52000000,126000000,31000000,1412000,95225000,45000000,160000000,179412000,95000000,MELI
2021-06-30,USD,754000000,1690846000,1390920000,949000000,166000000,440770000,147000000,588000000,24165000,-1128000,24165000,1128000,1690846000,12074000,None,47000000,138000000,70000000,1128000,68195000,128000000,166000000,186128000,68000000,MELI
2021-03-31,USD,591000000,1362515000,1199978000,787000000,91000000,374498000,126000000,500000000,25071000,-837000,25071000,837000,1363352000,9982000,None,38000000,10000000,44000000,837000,-34012000,-72000000,91000000,48837000,-34000000,MELI
2020-12-31,USD,489000000,1327304000,1267997000,839015000,-24818000,397171000,117515000,513642000,22648000,-1614000,22648000,1614000,1327304000,12718000,None,32564000,-44457000,6543000,1614000,489034000,-9033000,-24818000,-10279000,-51000000,MELI
2020-09-30,USD,480000000,1085266000,945307000,635511000,83074000,308320000,88796000,397116000,24553000,-303000,24553000,303000,1085266000,-5882000,None,28234000,52635000,37635000,303000,15035000,10885000,83074000,81172000,15000000,MELI
2020-06-30,USD,427000000,876466000,707388000,451197000,99438000,254480000,73254000,327734000,18782000,-388000,18782000,388000,876466000,16879000,None,22652000,89393000,33393000,388000,55947000,47310000,99438000,112433000,56000000,MELI
2020-03-31,USD,313000000,651397000,629900000,339277000,-29694000,269073000,73435000,342508000,36784000,-508000,36784000,508000,651905000,36598000,None,21550000,-16571000,4429000,508000,-21109000,-111162000,-29694000,5487000,-21000000,MELI
2019-12-31,USD,308347000,674271000,705940000,365924000,-68887000,319214000,58020000,377234000,26933000,-688000,26933000,688000,674271000,27100000,None,20802000,-62974000,-8976000,688000,308347000,-46230000,-68887000,-41484000,-53998000,MELI
2019-09-30,USD,284342000,604018000,626357000,318689000,-81925000,306772000,59495000,366267000,28462000,-621000,28462000,621000,604018000,29449000,None,19543000,-66927000,79155000,621000,-146082000,-172072000,-81925000,-46763000,-146082000,MELI
2019-06-30,USD,272430000,546025000,504726000,272812000,-12488000,230995000,53923000,284918000,33684000,-337000,33684000,337000,546025000,34467000,None,17281000,7300000,-8917000,337000,16217000,20356000,-12488000,24918000,16217000,MELI
2019-03-31,USD,237004000,473770000,236766000,236766000,10139000,174496000,52369000,226865000,24444000,-152000,5216000,152000,-3669000,20775000,None,15694000,15355000,3491000,152000,11864000,10853000,10139000,31201000,11864000,MELI
2018-12-31,USD,204783000,428019000,223235000,223235000,-818000,166640000,38962000,205602000,14293000,None,None,16443000,428019000,10431000,None,11931000,-6832000,-4495000,None,204783000,-8133000,-818000,11113000,-2337000,MELI
2018-09-30,USD,169718000,355281000,185563000,185563000,-11003000,145243000,35478000,180721000,8636000,None,None,15869000,3924000,12560000,None,11295000,-14312000,-4234000,None,-10078000,-9736000,-11003000,292000,-10078000,MELI
2018-06-30,USD,159749000,335377000,175628000,175629000,-28242000,154553000,33437000,187990000,9915000,-4764000,None,4764000,12577000,22492000,None,11482000,-18951000,-7700000,4764000,-11251000,-98130000,-28242000,-2705000,-11251000,MELI
2018-03-31,USD,162758000,320976000,158218000,158218000,-29419000,153781000,38396000,192177000,9195000,-4763000,None,4763000,5601000,14796000,None,11084000,-25357000,-12438000,4763000,-12919000,-29312000,-29419000,-9510000,-12919000,MELI
2017-12-31,USD,203363000,358064000,154701000,-286634000,-64609000,148069000,34161000,267971000,8881000,-4649000,None,4649000,358064000,6721000,None,10968000,-64671000,3049000,4649000,117602000,-73740000,-64609000,-49054000,-67720000,MELI
2017-09-30,USD,175827000,304921000,129094000,326477000,27542000,115905000,32380000,148285000,14200000,-4677000,None,4677000,1622000,15822000,None,10870000,36655000,8989000,4677000,27666000,21073000,27542000,52202000,27666000,MELI
2017-06-30,USD,171554000,283882000,112328000,261565000,30025000,108354000,30338000,141529000,10663000,-4593000,None,4593000,-21760000,-11097000,None,10080000,12422000,7106000,4593000,5316000,-16605000,30025000,27095000,5316000,MELI
2017-03-31,USD,168856000,269675000,100819000,195536000,63314000,75240000,30302000,105542000,12157000,-4593000,None,4593000,663000,12820000,None,9003000,69663000,21145000,4593000,48518000,60014000,63314000,83259000,48518000,MELI
2016-12-31,USD,162730000,256275000,93545000,182548000,64672000,71802000,26256000,98058000,10250000,-4510000,None,4510000,119276000,9748000,None,8324000,67621000,16272000,4510000,162730000,40487000,64672000,80455000,51349000,MELI
2016-09-30,USD,145648000,230847000,85199000,163862000,53709000,65873000,26066000,91939000,9892000,-4510000,None,4510000,-4823000,5069000,None,7520000,52286000,13374000,4510000,38912000,37044000,53709000,64316000,38912000,MELI
2016-06-30,USD,126298000,199644000,73346000,144556000,32187000,56178000,24216000,94111000,8049000,-4432000,None,4432000,-5387000,2662000,None,6926000,28218000,12360000,4432000,15858000,18124000,32187000,39576000,15858000,MELI
